id,band,year,site,country,elevation,species,sp,clade,color,sex,mass,wing.area,AR,wingload.gcm,total_vel,hor_acel,hor_decel,pitch_up,pitch_down,yaw,arc_radius,arc_avg_vel,arc_force,PRT_degrees,PRT_time,pPRT,ss.V,ss.HA,ss.HD,ss.PU,ss.PD,ss.Y,ss.ARC,ss.PRT
METTY001,Banded,2013,Guaytara,Ecuador,3523,Metallura.tyrianthina,METTY,COQUETTE,#483D8A,M,3.74,2397.9795,6.782,0.155964636,2.417702912,6.098419489,-7.309007271,1.565365442,-1.300753176,2.273261912,0.450756429,1.554798295,6.693148264,143.3202686,0.441195652,0.705521472,967,346,485,112,226,99,96,230
METTY002,A33405,2013,Guaytara,Ecuador,3523,Metallura.tyrianthina,METTY,COQUETTE,#483D8A,M,4.11,2414.3495,7.404,0.170232189,1.734138193,4.674057907,-5.440242954,1.339755442,-1.292433004,2.235659608,0.434851598,1.33629818,5.090343455,117.9378445,0.446331169,0.548042705,815,419,476,85,164,71,127,154
METTY003,Y76050,2013,Guaytara,Ecuador,3523,Metallura.tyrianthina,METTY,COQUETTE,#483D8A,M,3.85,2358.108,6.5965,0.163266483,1.894476885,3.814607397,-4.540679046,1.437396872,-1.245857954,2.110007562,0.452785548,1.412370539,5.567353359,93.80876291,0.416578947,0.355140187,500,206,260,62,99,66,69,38
METTY004,Y76052,2013,Guaytara,Ecuador,3523,Metallura.tyrianthina,METTY,COQUETTE,#483D8A,M,4.39,2279.5935,6.761,0.192578194,1.641869466,3.311224457,-3.988018981,1.325685885,-1.25524051,2.080424092,0.444368096,1.245888161,3.825700854,74.54545713,0.443970588,0.764044944,703,454,551,185,394,201,63,204
METTY005,NA,2013,Guaytara,Ecuador,3523,Metallura.tyrianthina,METTY,COQUETTE,#483D8A,M,3.98,2368.797,6.4935,0.168017774,1.519844663,3.976807949,-5.172885369,1.303165378,-1.212171682,2.050558365,0.588909299,1.361115797,3.26690369,66.11527266,0.47940678,0.895522388,360,152,145,256,433,218,7,60
METTY006,NA,2013,Guaytara,Ecuador,3523,Metallura.tyrianthina,METTY,COQUETTE,#483D8A,M,4.04,2386.982,7.0945,0.169251381,1.56789567,3.39241346,-3.689841507,1.419691496,-1.181610159,2.223189241,0.35364695,1.113639397,3.930649719,106.7952663,0.469113924,0.757188498,763,406,468,125,286,78,76,237
OROCH001,USER44,2013,Guaytara,Ecuador,3523,Oreotrochilus.chimborazo,OROCH,COQUETTE,#483D8A,M,8.58,3779.7525,6.454,0.22699899,1.668934603,4.800871245,-5.442944901,1.30460079,-1.207457818,2.206043497,0.384169155,1.268665359,5.262508474,89.8491144,0.470710227,0.830188679,965,421,414,168,366,155,36,176
OROCH002,A33401,2013,Guaytara,Ecuador,3523,Oreotrochilus.chimborazo,OROCH,COQUETTE,#483D8A,M,9.53,3979.9525,6.401,0.239450094,1.726775338,3.470909972,-4.381132632,1.253854551,-1.303032694,2.038212326,0.534650959,1.295587974,3.686884906,111.9474255,0.4724,0.806451613,776,177,260,112,182,127,18,75
OROCH003,Y76047,2013,Guaytara,Ecuador,3523,Oreotrochilus.chimborazo,OROCH,COQUETTE,#483D8A,M,8.03,3622.2495,6.527,0.221685447,1.514091261,4.403305996,-5.297422658,1.225239231,-0.934903436,1.746591689,0.588189843,1.370115546,3.330174916,93.60674369,0.600294118,0.80952381,210,71,73,171,232,129,4,17
OROCH004,Y76046,2013,Guaytara,Ecuador,3523,Oreotrochilus.chimborazo,OROCH,COQUETTE,#483D8A,M,8.42,3202.2825,6.968,0.262937452,1.521783336,3.063185466,-4.136097497,1.134830591,-1.140655404,1.72736654,0.514210188,1.268832454,3.385354734,82.22608802,0.482692308,0.847826087,381,60,107,29,57,49,7,39
OROCH005,USER45,2013,Guaytara,Ecuador,3523,Oreotrochilus.chimborazo,OROCH,COQUETTE,#483D8A,M,8.65,3813.378,6.604,0.226833007,1.662931468,4.938366424,-5.751794431,1.296340347,-1.210179584,2.094465535,0.5061361,1.451669206,4.771226027,121.6013507,0.496024845,0.865591398,827,284,316,212,339,134,25,161
PANIN001,A33371,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,NA,2542.8495,6.319,NA,1.662742844,4.506634643,-4.632726956,1.327287843,-1.202744107,2.011839698,0.509938699,1.420591733,4.423070279,148.0029141,0.491111111,0.774193548,346,215,225,148,269,112,21,72
PANIN002,A33372,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,5.3,2601.455,6.6935,0.203732142,1.814417633,5.078737431,-5.492501385,1.482921778,-1.322060346,2.163834825,0.59840126,1.745451096,5.950082066,117.5515404,0.476343284,0.788235294,381,176,172,183,309,72,18,67
PANIN003,A33365,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,5.3,3185.381,6.329,0.16638512,1.642918368,4.775329113,-4.401678792,1.332876142,-1.238029682,1.941738226,0.516664995,1.544666253,5.604392982,128.9036207,0.429410377,0.658385093,902,595,650,193,319,345,110,212
PANIN004,A33364,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,5.9,2704.8255,6.4025,0.218128674,2.052350133,4.241086843,-4.778312878,1.270155145,-1.149249819,1.948020055,0.638139851,1.792328765,6.11439383,104.3486286,0.443697318,0.573626374,935,743,721,42,108,68,194,261
PANIN005,A33368,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,6.6,2954.019,6.3985,0.223424426,1.503355636,4.498772554,-4.438144677,1.340792873,-1.171337221,1.933921844,0.518009585,1.494036517,5.386622949,119.5500596,0.394321429,0.790960452,750,397,397,111,228,351,37,140
PANIN006,A33369,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,5.1,2767.0775,6.068,0.18430998,2.010619594,6.385328436,-7.040834706,1.491166162,-1.335377179,2.173577378,0.655898289,1.930780571,6.370627048,106.4955466,0.488392857,0.622222222,273,162,138,225,254,198,17,28
PANIN007,A33377,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,6.5,2985.5915,6.397,0.217712303,1.914058393,5.806423011,-5.72777671,1.18267447,-1.08548492,1.916534846,0.337642087,1.295249148,6.334758221,136.4276592,0.430909091,0.648793566,753,541,555,170,292,197,131,242
PANIN008,A33378,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,6.3,2900.849,6.609,0.217177799,1.687836377,4.987756324,-4.743283509,1.442832527,-1.105655557,1.981870994,0.225404753,1.0707684,5.56582025,136.8464731,0.37756383,0.720858896,1201,959,881,43,115,47,182,470
PANIN009,A33381,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,6.5,2603.949,6.5275,0.249620864,1.99474812,4.511880844,-4.607924639,1.225181159,-1.088897729,1.982988023,0.508290732,1.571638863,5.841354062,124.7421384,0.440982906,0.455252918,535,352,366,73,151,112,140,117
PANIN010,A33382,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,6.5,3255.5825,6.603,0.199657051,2.038461494,4.135966763,-4.373738577,1.189681445,-1.03161712,1.750499606,0.335531522,1.312526345,6.516475126,112.6263939,0.351145833,0.24120603,513,350,333,47,74,47,151,48
PANIN011,A33390,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,6.5,3055.026,6.688,0.212764147,1.813392148,4.227809852,-5.067661229,1.421138285,-1.19932881,1.949932525,0.52582991,1.437374271,4.466882864,109.1313239,0.476992754,0.69,451,319,287,143,262,53,62,138
PANIN012,A33389,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,6.9,3212.7985,6.9155,0.214766037,2.013335695,5.032921086,-4.763607127,0.984216543,-0.940363528,1.631173344,0.417509269,1.404599703,5.998972346,105.4252259,0.411852941,0.368534483,876,822,842,71,193,193,293,171
PANIN013,A33391,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,6.5,3203.9295,6.7835,0.202875875,1.553847656,3.95829404,-4.813040079,1.226910127,-1.079250384,1.735664,0.432072167,1.25808339,3.746875544,65.66370946,0.571,0.769230769,115,67,59,95,110,50,3,10
PANIN014,A33392,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,6.7,2504.8855,7.4945,0.267477296,1.411975652,4.734035342,-4.397490364,1.347035373,-1.109480921,2.179131909,0.444719272,1.328026402,4.361377052,127.9941262,0.501806723,0.901515152,331,251,258,227,404,56,13,119
PANIN015,A33393,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,6.6,2776.3875,6.737,0.237718978,2.399588853,6.475138704,-6.402326095,1.407138177,-1.221885587,1.99718842,0.483518887,1.531505293,6.145470885,124.099877,0.346344538,0.642473118,768,482,474,37,102,44,133,239
PANIN016,A3394,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,5.9,2516.8095,6.553,0.234423781,1.814079943,4.161448597,-4.141528728,1.439592933,-1.223183573,2.123713881,0.352280416,1.256662982,5.715586224,113.7397083,0.407432836,0.52507837,1057,967,1006,67,153,84,303,335
PANIN017,A33395,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,6.7,2582.2035,6.217,0.259468318,1.874872353,4.819470612,-5.447604453,1.191120714,-0.959865771,1.608938528,0.425237487,1.282859491,4.758466332,135.3243923,0.461866883,0.7,674,559,577,54,113,100,132,308
PANIN018,A33396,2012,Cerro,Costa Rica,3100,Panterpe.insignis,PANIN,GEM,#CCAC00,U,5.5,2347.47,6.495,0.234294794,1.752357369,4.462801884,-4.82752578,1.211624928,-0.984589693,1.713190731,0.448786381,1.355015312,4.844927237,105.0998658,0.478639456,0.725925926,822,658,678,100,310,189,111,294
PHAHI001,A33232,2010,Cicra,Peru,280,Phaethornis.hispidus,PHAHI,HERMIT,#FF0000,U,4.86,2455.7235,7.12,0.197905017,1.579841392,4.136778616,-4.986889826,1.143435617,-1.031682327,1.755553731,0.421885316,1.291495785,4.234092445,99.99229583,0.605,0.769230769,251,166,163,196,283,368,15,50
PHAHI002,A33230,2010,Cicra,Peru,280,Phaethornis.hispidus,PHAHI,HERMIT,#FF0000,U,4.84,2131.171,6.492,0.227105192,1.604294204,4.457841871,-4.93462813,1.161195718,-1.03357698,1.863758347,0.629787699,1.706818734,5.299198604,126.4474577,0.389761905,0.777777778,201,118,92,78,109,129,6,21
PHAHI003,A33237,2010,Cicra,Peru,280,Phaethornis.hispidus,PHAHI,HERMIT,#FF0000,U,5,2124.0115,6.75,0.235403622,1.548924223,5.873766166,-5.708024607,1.1540797,-1.098262162,1.840829492,0.189127023,1.155895568,7.064535489,147.0898013,0.445526316,0.95,164,104,98,97,131,120,1,19
PHAHI004,A33238,2010,Cicra,Peru,280,Phaethornis.hispidus,PHAHI,HERMIT,#FF0000,U,4.63,2008.344,6.608,0.230538195,1.819587829,6.064572404,-6.121919721,1.211541453,-1.023020086,1.913360389,0.264871089,0.976612626,4.103345938,136.2382842,0.438546512,0.914893617,311,303,326,82,161,114,8,86
PHAHI005,A33249,2010,Cicra,Peru,280,Phaethornis.hispidus,PHAHI,HERMIT,#FF0000,U,3.86,2231.734,6.541,0.172959681,1.923231563,5.30571721,-5.413202199,0.977266267,-0.947429756,1.711582603,0.435618026,1.391929767,5.0580074,146.5441043,0.41847619,0.84,487,419,458,48,132,116,20,105
PHAHI006,A33248,2010,Cicra,Peru,280,Phaethornis.hispidus,PHAHI,HERMIT,#FF0000,U,4.66,2076.9715,6.638,0.224365139,1.734659556,4.220854489,-4.689001531,1.140765243,-1.054014595,1.622819018,0.288004849,1.008749864,4.588108355,21.10073515,0.371068966,0.97972973,288,266,283,97,279,163,3,145
PHAHI007,NA,2010,Cicra,Peru,280,Phaethornis.hispidus,PHAHI,HERMIT,#FF0000,U,5.45,2130.606,7.435,0.255795769,1.972619917,4.410032847,-4.08892952,1.079191274,-0.895006385,1.61516769,0.358284147,0.962424737,3.717649519,95.12924165,0.440192308,0.928571429,142,119,112,27,47,47,2,26
PHAHI008,NA,2010,Cicra,Peru,280,Phaethornis.hispidus,PHAHI,HERMIT,#FF0000,U,6.45,2081.6355,7.1975,0.309852517,1.274628242,4.405057068,-4.382553029,1.062987287,-0.946167343,1.61667027,NA,NA,NA,148.6464631,0.44,1,61,32,49,90,144,128,0,6
PHALR001,CR0299,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,6.3,NA,NA,NA,2.480699169,7.695966336,-8.861535822,1.470441159,-1.255040165,1.669817187,1.092156682,2.301258898,5.012436207,77.54692988,0.418809524,0.875,70,45,55,38,71,31,3,21
PHALR002,A33421,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,6.2,2340.392,7.0015,0.264912886,1.906338478,5.074471085,-5.253667387,0.900870888,-0.915734713,1.780603318,0.387242826,1.28240037,5.12093337,136.9640039,0.377878788,0.584070796,229,206,210,9,62,20,47,66
PHALR003,A33427,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,6.2,2229.6195,6.967,0.278074353,1.680584153,5.89111923,-5.611295826,1.173803525,-1.103519378,1.925119416,0.375546813,1.323866377,5.783648038,108.2018316,0.427616279,0.445595855,814,769,824,96,375,234,107,86
PHALR004,NA,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,6.7,NA,NA,NA,2.190718914,6.874686856,-7.402223048,1.235452165,-1.161717806,2.097448687,0.373454159,1.24757804,5.687933415,144.2496662,0.372871287,0.737226277,552,410,477,67,189,93,36,101
PHALR005,A33439,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,7.9,1870.228,7.1175,0.422408391,1.324197402,2.387504982,-2.804937464,1.16145657,-0.989731636,1.48913484,0.421583844,1.171194629,3.676325123,85.66674696,0.582388889,0.726790451,951,912,906,24,76,202,103,274
PHALR006,A33440,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,7.8,1820.3575,7.059,0.428487261,1.814908316,3.794009322,-3.386056697,0.970246228,-0.964381595,1.650161352,0.489442614,1.325354012,4.079430307,144.3733144,0.48733945,0.53960396,421,416,422,9,56,19,93,109
PHALR007,A33443,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,6.4,1951.0255,6.8915,0.328032617,1.818052437,6.365980334,-5.685096192,1.142245342,-1.0452993,1.895888086,0.284431,1.120007628,5.749319746,104.284227,0.461383929,0.746666667,905,869,945,99,557,275,38,112
PHALR008,A33442,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,6.8,2137.476,6.792,0.318132227,1.520042844,3.522927721,-4.161400685,1.12290268,-1.007136923,1.805750854,0.288042524,0.962074708,3.439183715,94.32331426,0.449647887,0.797752809,262,243,232,47,128,67,18,71
PHALR009,A33449,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,6.3,1630.415,7.971,0.386404688,1.839675096,5.826820079,-6.054041146,1.333394456,-1.118074496,2.026170142,0.43436911,1.292614782,4.571501332,95.49890126,0.419929577,0.845238095,393,340,363,127,287,109,26,142
PHALR010,A33448,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,5.6,2091.3285,7.294,0.267772375,1.957644715,4.142341774,-5.134988852,1.222176895,-0.889296915,1.59046465,0.804611039,1.904078649,5.318264451,69.90334976,0.498137255,0.6375,349,228,235,37,117,117,58,102
PHALR011,A33452,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,6.1,1669.0645,7.3185,0.365474192,1.690671907,5.218141516,-6.114099291,1.194100993,-1.060694049,1.846354321,0.727767108,1.716117563,4.331249169,115.960523,0.436923077,0.664233577,639,555,499,118,248,161,46,91
PHALR012,A33451,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,6.9,1960.9965,7.3755,0.351861923,2.088279171,3.853758769,-4.154238314,0.993176402,-0.983588039,1.66800571,0.557526449,1.486870084,5.058101154,92.38944465,0.443795181,0.485380117,298,200,230,18,50,31,88,83
PHALR013,A33459,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,6.8,2421.1975,7.0515,0.28085276,2.077930482,5.543990738,-5.715952813,1.163856141,-1.006315973,1.534131237,0.3822158,1.33624198,6.19846197,119.5202049,0.388846154,0.393939394,500,389,398,24,78,37,100,65
PHALR014,A33457,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,6.2,1912.157,8.033,0.324241158,1.737713493,5.980237546,-6.593354446,1.369223008,-1.299098674,2.063841461,0.536566857,1.446205489,4.54145536,110.1471072,0.453059701,0.917808219,381,358,370,290,555,154,18,201
PHALR015,A33462,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,7,1790.69,6.9795,0.390910766,2.015926323,5.399133472,-5.070466939,1.028713266,-0.829683983,1.888149638,0.386011337,1.210883497,4.702339416,133.2359252,0.426785714,0.705882353,274,219,237,9,44,21,35,84
PHALR016,A33463,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,6,1882.609,6.8055,0.318706646,1.496923446,3.765366195,-4.059847802,1.120588081,-0.908724343,1.65937283,0.503698775,1.418065134,4.825465625,69.89795186,0.501785714,0.56,293,252,289,42,119,205,44,56
PHALR017,NA,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,NA,2403.89,7.4235,NA,2.311040847,5.849521627,-6.257772848,1.042204576,-0.89864425,1.89593176,0.324235274,1.212894083,6.334046412,123.0813444,0.502782258,0.59047619,524,359,396,43,158,75,86,124
PHALR018,A33474,2012,LaSelva,Costa Rica,60,Phaethornis.longirostris,PHALR,HERMIT,#FF0000,U,6,2454.147,7.583,0.244484132,1.877718154,6.096215295,-5.784883515,1.318891665,-1.189185172,2.015086296,0.217256176,1.042411183,6.892741679,119.7946224,0.40755102,0.675862069,546,355,302,47,160,44,47,98
PHAMA001,A33221,2010,Cicra,Peru,280,Phaethornis.malaris,PHAMA,HERMIT,#FF0000,U,5.45,2387.151,7.5175,0.228305625,1.879787689,6.490008503,-7.025498771,1.022854178,-1.067910504,1.878743562,0.445900563,1.515668524,5.282965212,130.3675814,0.46125,0.666666667,91,35,41,53,69,42,4,8
PHAMA002,A33198,2010,Cicra,Peru,280,Phaethornis.malaris,PHAMA,HERMIT,#FF0000,U,5.81,2324.36,7.529,0.24996128,1.682042153,3.547648496,-4.732404186,0.796052219,-0.735196139,1.340132142,0.45487731,1.182896269,3.291283078,70.29129007,0.383333333,0.375,63,19,15,23,18,14,5,3
PHAMA003,A33210,2010,Cicra,Peru,280,Phaethornis.malaris,PHAMA,HERMIT,#FF0000,U,4.78,1805.78,7.261,0.264705557,1.66078763,5.580923789,-6.015386954,1.268954018,-1.164606884,1.934588486,0.362895464,1.222214955,4.116362821,56.38047479,0.426346154,0.962962963,114,100,110,173,212,181,1,26
PHAMA004,A33209,2010,Cicra,Peru,280,Phaethornis.malaris,PHAMA,HERMIT,#FF0000,U,5.08,1832.651,7.3015,0.277194076,1.383270701,4.198580234,-4.420587846,1.161371833,-1.069458682,1.919912862,0.422476871,1.228228405,3.902214746,78.15396984,0.503723404,0.921568627,235,222,240,621,925,634,4,47
PHAMA005,A33227,2010,Cicra,Peru,280,Phaethornis.malaris,PHAMA,HERMIT,#FF0000,U,4.84,2272.9835,6.829,0.212935994,1.699788482,5.543503298,-5.884830081,1.183273292,-1.062641122,2.09191887,0.434583048,1.275811998,4.355436765,123.3617579,0.493950617,0.91011236,1008,937,946,334,876,452,24,243
PHAMA006,A33228,2010,Cicra,Peru,280,Phaethornis.malaris,PHAMA,HERMIT,#FF0000,U,5.8,2404.76,7.064,0.24118831,2.104897346,6.488105794,-6.700519473,1.240333073,-1.049196731,1.838457269,0.339926845,1.271334271,5.518135124,144.183787,0.452285714,0.724137931,880,692,720,132,163,149,40,105
PHARU001,A33201,2010,Cicra,Peru,280,Phaethornis.ruber,PHARU,HERMIT,#FF0000,U,2.23,675.0505,6.735,0.330345656,2.115408566,3.786557755,-4.302056938,0.850944546,-0.81791316,1.553055281,0.407560532,1.294910037,4.76521756,109.8114841,0.498333333,0.385321101,505,204,205,27,48,75,67,42
PHARU002,A33200,2010,Cicra,Peru,280,Phaethornis.ruber,PHARU,HERMIT,#FF0000,U,NA,NA,NA,NA,1.808740835,5.147811971,-5.774059752,0.959456444,-0.889390655,1.622492026,0.470595944,1.479212129,5.292025101,145.865279,0.4081,0.438596491,423,366,335,17,54,75,64,50
PHARU003,A33202,2010,Cicra,Peru,280,Phaethornis.ruber,PHARU,HERMIT,#FF0000,U,2.31,504.087,7.033,0.45825423,1.851515827,3.272330905,-3.317803975,0.994880753,-0.81942687,1.356503008,0.406251463,1.313802652,5.059133163,139.4831824,0.512592593,0.38028169,517,309,233,40,53,85,44,27
PHARU004,A33207,2010,Cicra,Peru,280,Phaethornis.ruber,PHARU,HERMIT,#FF0000,U,2.4,736.934,6.785,0.32567367,1.504471005,3.686025729,-3.769280367,1.11506052,-0.869300474,1.507094959,0.448188388,1.317067153,4.478274373,138.5316705,0.530793991,0.829787234,1302,1257,1291,50,201,220,48,234
PHARU005,A33206,2010,Cicra,Peru,280,Phaethornis.ruber,PHARU,HERMIT,#FF0000,U,2.51,717.981,7.2135,0.349591424,1.696861401,4.540022469,-5.069192305,1.073402864,-0.961177079,1.633813184,0.604772949,1.633492727,4.540424634,114.9670735,0.490738636,0.88,297,267,269,136,245,313,12,88
PHARU006,A33242,2010,Cicra,Peru,280,Phaethornis.ruber,PHARU,HERMIT,#FF0000,U,2.44,809.3075,6.7565,0.301492325,1.755303301,3.906038258,-3.415691861,1.045970215,-0.82189448,1.358657116,0.736879936,1.83916682,4.769808719,42.98810335,0.455,0.555555556,144,126,119,23,23,89,4,5
PHARU007,A33243,2010,Cicra,Peru,280,Phaethornis.ruber,PHARU,HERMIT,#FF0000,U,2.48,604.88,6.9555,0.409998677,1.243626427,2.963226068,-2.713233028,1.220497746,-0.861485826,1.479340582,0.427943022,1.135417453,3.162312673,133.9744048,0.553333333,0.428571429,58,52,43,1,5,9,4,3
PHARU008,A33247,2010,Cicra,Peru,280,Phaethornis.ruber,PHARU,HERMIT,#FF0000,U,2.39,666.0205,7.521,0.358847813,1.441197201,3.991276767,-3.913103913,0.976551884,-0.781570477,1.391667071,0.751854505,1.512458175,3.056008666,147.4905181,0.507195122,0.931818182,173,169,187,53,127,489,3,41
PHARU009,A33246,2010,Cicra,Peru,280,Phaethornis.ruber,PHARU,HERMIT,#FF0000,U,2.71,770.5585,7.002,0.35169296,2.028189072,4.726863304,-4.531532619,1.228063533,-0.889298602,1.713787072,0.524611108,1.380978389,4.463439028,136.576007,0.517738095,0.461538462,471,408,451,30,53,37,49,42
PHAST001,A33411,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,2.85,NA,NA,NA,1.397151274,3.407394956,-3.982770695,0.906724654,-0.77424309,1.671606838,0.332787232,1.000817666,3.310246886,123.7328257,0.44125,0.818181818,438,421,430,19,72,67,8,36
PHAST002,A33413,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,3.1,NA,NA,NA,1.253923898,3.259710212,-3.36831564,0.837049196,-0.783011125,1.320993591,0.292150283,0.993760148,4.350166115,83.69069714,0.526759259,0.654545455,885,862,922,22,55,221,57,108
PHAST003,A33416,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,2.8,NA,NA,NA,1.113741358,2.77021163,-3.918852342,0.963202453,-0.84782641,1.497864495,0.275641635,0.920119602,3.110148329,98.11207953,0.594444444,0.75,144,142,95,71,77,249,3,9
PHAST004,A33417,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,3.1,NA,NA,NA,1.512637992,3.638980366,-3.622145076,1.279958665,-0.811966477,1.386127153,0.292078725,1.012858684,3.952830962,98.73035773,0.368333333,0.075,151,144,163,1,11,25,37,3
PHAST005,A33419,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,2.7,NA,NA,NA,1.805614042,4.173247204,-4.538639878,1.165880406,-0.991456735,1.616159551,0.535650712,1.253239228,2.962899982,113.4074589,0.484375,0.615384615,92,59,79,12,38,24,5,8
PHAST006,A33420,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,2.8,NA,NA,NA,0.995013913,2.221561133,-2.686173549,0.936833154,-1.105707895,1.561709826,0.368531778,0.924627236,2.319842079,8.159400444,0.6925,0.8,56,40,31,19,31,131,1,4
PHAST007,A33426,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,2.8,NA,NA,NA,2.077141818,5.03391678,-5.288647575,1.116572623,-1.020316036,1.786245083,0.43928983,1.351711596,5.560547953,98.88240012,0.419166667,0.444444444,507,447,477,49,188,98,75,60
PHAST008,A33425,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,2.9,NA,NA,NA,1.567308122,3.063205656,-3.336342771,0.810418385,-0.653283655,1.424310927,0.386702706,1.099424789,3.55663984,92.8672597,0.522727273,0.5,886,807,874,17,36,109,124,124
PHAST009,A33435,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,3.1,610.2055,8.029,0.508025575,1.882897329,3.643060426,-3.973047408,0.963674759,-0.998188577,1.656770429,0.350763058,1.104686421,3.976941219,60.33141669,0.337465278,0.79558011,407,309,374,50,106,67,37,144
PHAST010,A33436,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,3.3,862.3615,7.022,0.382670145,1.358182842,2.584606043,-3.453918857,0.90709408,-0.823767683,1.419769291,0.453771135,1.082983922,2.712212634,86.16924501,0.527916667,0.631578947,188,167,167,10,19,58,14,24
PHAST011,A33445,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,2.6,692.9145,8.0515,0.375226669,1.683575709,5.178798254,-5.153894013,0.93878849,-1.016734108,1.751340976,0.254552342,1.028568749,4.568621713,128.2545127,0.431447368,0.62295082,422,286,333,52,128,160,23,38
PHAST012,A33444,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,2.9,691.709,8.4045,0.419251448,1.540574922,3.255529551,-3.503006577,0.68471531,-0.755131064,1.415655862,0.316599788,1.043491749,4.025755364,70.93096902,0.409142857,0.227272727,592,514,531,3,22,115,119,35
PHAST013,A33460,2012,LaSelva,Costa Rica,60,Phaethornis.striigularis,PHAST,HERMIT,#FF0000,U,2.9,756,7.7465,0.383597884,1.658615437,4.70273491,-4.833329057,1.00239266,-1.018569214,1.837235282,0.532515054,1.265716684,3.320622472,108.6601618,0.44136612,0.855140187,669,510,529,40,132,100,31,183
