id,genus,species,COLL,Site,elev,Sex,mass,wing.length,wing.area,AR,lifted.beads,maneuv.id
Phaethornis.longirostris_A33014,Phaethornis,Phaethornis.longirostris,DLA,La Selva,39.99999997,Unknown,6.223000043,6.816999812,23.58604479,7.881183456,11.295,NA
Phaethornis.longirostris_A33039,Phaethornis,Phaethornis.longirostris,DLA,La Selva,39.99999997,Unknown,6.499000075,6.851000213,26.28717607,7.142068628,11.295,NA
Phaethornis.longirostris_A33054,Phaethornis,Phaethornis.longirostris,DLA,La Selva,39.99999997,Unknown,7.282000057,6.55,24.45221417,7.018178341,11.29500002,NA
Phaethornis.malaris_A32426,Phaethornis,Phaethornis.malaris,DLA,Pantiacolla,399.9999997,Male,5.55000019,6.179000097,22.88178333,6.674312331,13.24499989,NA
Phaethornis.malaris_A32435,Phaethornis,Phaethornis.malaris,DLA,Pantiacolla,399.9999997,Male,5.9000001,6.295999908,23.81459335,6.65803767,7.920000058,NA
Phaethornis.malaris_A32451,Phaethornis,Phaethornis.malaris,DLA,Pantiacolla,399.9999997,Female,4.400000096,5.708000178,18.86388369,6.90870801,8.800000201,NA
Phaethornis.malaris_A32466,Phaethornis,Phaethornis.malaris,DLA,Pantiacolla,399.9999997,Male,5.449999808,6.755999753,24.07564495,7.583353671,12.35999968,NA
Phaethornis.malaris_A32470,Phaethornis,Phaethornis.malaris,DLA,Pantiacolla,399.9999997,Male,5.249999995,6.252999875,23.19923531,6.741602811,12.36200046,NA
Phaethornis.malaris_A32652,Phaethornis,Phaethornis.malaris,DLA,Amazonia,499.9999996,Male,5.610000139,6.89000016,26.69029636,7.114511046,9.449999797,NA
Phaethornis.malaris_A32802,Phaethornis,Phaethornis.malaris,DLA,Amazonia,499.9999996,Female,5.469999794,6.708000186,24.75579599,7.270582855,8.529999733,NA
Phaethornis.malaris_A32821,Phaethornis,Phaethornis.malaris,DLA,Amazonia,499.9999996,Female,5.349999901,6.286000063,24.40816565,6.475504522,11.72999953,NA
Phaethornis.malaris_A32827,Phaethornis,Phaethornis.malaris,DLA,Amazonia,499.9999996,Female,5.309999938,6.791999824,25.79628444,7.153163733,12.61200048,NA
Phaethornis.malaris_A32858,Phaethornis,Phaethornis.malaris,DLA,Amazonia,499.9999996,Female,5.940000055,6.018000036,21.72108119,6.669341012,6.690000045,NA
Phaethornis.malaris_A32868,Phaethornis,Phaethornis.malaris,DLA,Amazonia,499.9999996,Male,5.750000004,6.619999688,24.11824031,7.268257615,8.069999676,NA
Phaethornis.malaris_E00004,Phaethornis,Phaethornis.malaris,DLA,Pantiacolla,399.9999997,Female,4.449999806,6.090000159,20.92517684,7.089660879,8.550000185,NA
Phaethornis.malaris_E00013,Phaethornis,Phaethornis.malaris,DLA,Amazonia,499.9999996,Unknown,5.59999991,6.505999761,24.8382472,6.816589355,12.875,NA
Phaethornis.ruber_A32411,Phaethornis,Phaethornis.ruber,DLA,Pantiacolla,399.9999997,Male,2.650000098,4.350999837,10.14742245,7.462466302,5.719999786,NA
Phaethornis.ruber_A32436,Phaethornis,Phaethornis.ruber,DLA,Pantiacolla,399.9999997,Male,2.349999907,3.481000134,6.529372654,7.423293228,4.840000153,NA
Phaethornis.ruber_A32440,Phaethornis,Phaethornis.ruber,DLA,Pantiacolla,399.9999997,Male,2.750000001,4.022999958,10.34447845,6.258228961,4.840000158,NA
Phaethornis.ruber_A32478,Phaethornis,Phaethornis.ruber,DLA,Pantiacolla,399.9999997,Male,2.799999953,4.409999843,12.56333386,6.192018425,6.599999904,NA
Phaethornis.ruber_A32808,Phaethornis,Phaethornis.ruber,DLA,Amazonia,499.9999996,Unknown,2.579999923,4.518999861,10.14235515,8.053892583,4.630000115,NA
Phaethornis.striigularis_A32940,Phaethornis,Phaethornis.striigularis,DLA,La Selva,40,Unknown,2.9,3.6932,7.55258,7.224,2.04,NA
Phaethornis.striigularis_A32995,Phaethornis,Phaethornis.striigularis,DLA,La Selva,39.99999997,Unknown,3.44400001,4.013200004,8.64665261,7.450640143,2.037699991,NA
Phaethornis.striigularis_A33004,Phaethornis,Phaethornis.striigularis,DLA,La Selva,39.99999997,Unknown,2.589999916,3.775,7.648935417,7.452344262,2.910999996,NA
Phaethornis.striigularis_A33005,Phaethornis,Phaethornis.striigularis,DLA,La Selva,39.99999997,Unknown,2.54999995,3.659999845,7.295514551,7.344567017,4.075399998,NA
Phaethornis.striigularis_A33020,Phaethornis,Phaethornis.striigularis,DLA,Las Cruces,1200,Unknown,2.61,3.983,8.57417,7.401,2.91,NA
Phaethornis.striigularis_A33026,Phaethornis,Phaethornis.striigularis,DLA,La Selva,40,Unknown,2.49,3.466,6.74927,7.12,2.33,NA
Phaethornis.striigularis_A33038,Phaethornis,Phaethornis.striigularis,DLA,La Selva,39.99999997,Unknown,2.519000055,4.040999987,8.206706975,7.95918798,4.366499998,NA
Phaethornis.striigularis_A33042,Phaethornis,Phaethornis.striigularis,DLA,La Selva,39.99999997,Unknown,2.808000088,4.088000102,9.646056536,6.92998006,4.657599996,NA
Phaethornis.striigularis_A33052,Phaethornis,Phaethornis.striigularis,DLA,La Selva,40,Unknown,2.63,4.191,10.14749,6.924,3.78,NA
Phaethornis.striigularis_A33053,Phaethornis,Phaethornis.striigularis,DLA,La Selva,40,Unknown,2.99,4.277,8.20565,8.917,3.2,NA
Phaethornis.striigularis_A33074,Phaethornis,Phaethornis.striigularis,DLA,San Luis,1100,Unknown,2.78999996,3.927999881,8.910451589,6.926330457,2.328800002,NA
Phaethornis.striigularis_A33090,Phaethornis,Phaethornis.striigularis,DLA,Las Cruces,1200,Unknown,2.398999928,3.572999957,8.002223851,6.381390434,2.910999997,NA
Phaethornis.striigularis_A33138,Phaethornis,Phaethornis.striigularis,DLA,Las Cruces,1200,Unknown,2.538000107,4.131000133,10.0421536,6.797411313,2.328800001,NA
Selasphorus.flammula_A33154,Selasphorus,Selasphorus.flammula,DLA,Cerro,3100.000001,Male,2.413000106,4.047000117,9.276617568,7.062147321,3.202099996,NA
Selasphorus.flammula_A33155,Selasphorus,Selasphorus.flammula,DLA,Cerro,3100.000001,Male,2.246000052,4.213000105,9.715436442,7.307698433,3.493199996,NA
Selasphorus.flammula_A33166,Selasphorus,Selasphorus.flammula,DLA,Cerro,3100.000001,Female,3.096999883,4.281999971,11.06422551,6.62875995,3.202100001,NA
Selasphorus.flammula_A33167,Selasphorus,Selasphorus.flammula,DLA,Cerro,3100.000001,Female,3.40899992,4.286000062,10.64927828,6.899921678,2.619900006,NA
Selasphorus.flammula_A33168,Selasphorus,Selasphorus.flammula,DLA,Cerro,3100.000001,Female,2.651999953,4.336000065,11.11118892,6.768275357,4.657599998,NA
Selasphorus.flammula_A33172,Selasphorus,Selasphorus.flammula,DLA,Cerro,3100,Female,2.72,4.031,9.02867,7.199,1.75,NA
Selasphorus.flammula_A33176,Selasphorus,Selasphorus.flammula,DLA,Cerro,3100.000001,Male,2.41799998,4.290000156,9.56339172,7.697729787,3.493199999,NA
Thalurania.colombica_A32936,Thalurania,Thalurania.colombica,DLA,La Selva,39.99999997,Male,4.666999819,5.580399999,16.7591045,7.432584272,10.04,NA
Thalurania.colombica_A32937,Thalurania,Thalurania.colombica,DLA,La Selva,39.99999997,Male,4.899000164,5.205000002,15.73541557,6.886891517,8.36855002,NA
Thalurania.colombica_A33006,Thalurania,Thalurania.colombica,DLA,La Selva,39.99999997,Female,4.794000147,5.258000184,14.43005097,7.663608669,7.047200003,NA
Thalurania.colombica_A33010,Thalurania,Thalurania.colombica,DLA,La Selva,39.99999997,Male,5.199999813,5.602999878,16.00539951,7.8457542,8.785000003,NA
Thalurania.colombica_A33032,Thalurania,Thalurania.colombica,DLA,La Selva,39.99999997,Female,4.026999948,5.016999815,13.57607358,7.416072708,7.487650008,NA
Thalurania.colombica_A33098,Thalurania,Thalurania.colombica,DLA,Las Cruces,1200,Female,4.116000179,5.029000097,14.24405057,7.102148863,6.16629999,NA
Thalurania.colombica_A33114,Thalurania,Thalurania.colombica,DLA,Las Cruces,1200,Female,4.282999996,5.779000087,18.02578974,7.410902387,7.48765,NA
Thalurania.colombica_A33126,Thalurania,Thalurania.colombica,DLA,Las Cruces,1200,Female,4.598999973,5.54500007,15.9623737,7.704875579,6.166300004,NA
Thalurania.colombica_A33133,Thalurania,Thalurania.colombica,DLA,Las Cruces,1200,Male,5.079999926,6.058000181,17.45705162,8.409064042,9.460499982,NA
Thalurania.colombica_A33149,Thalurania,Thalurania.colombica,DLA,Las Cruces,1200,Male,4.776000021,5.902000052,17.6705707,7.885111375,10.67,NA
Thalurania.colombica_A33151,Thalurania,Thalurania.colombica,DLA,Las Cruces,1200,Male,4.794000147,5.838000112,18.18606425,7.496343315,10.66999999,NA
Thalurania.furcata_A32351,Thalurania,Thalurania.furcata,DLA,Amazonia,499.9999996,Unknown,4.630000117,5.908000182,18.02803469,7.744486125,8.06999968,NA
Thalurania.furcata_A32433,Thalurania,Thalurania.furcata,DLA,Pantiacolla,399.9999997,Male,4.400000096,6.018999857,19.25803036,7.524831701,13.24499988,NA
Thalurania.furcata_A32434,Thalurania,Thalurania.furcata,DLA,Pantiacolla,399.9999997,Female,4.449999806,5.429000092,16.10855251,7.318855488,7.920000091,NA
Thalurania.furcata_A32437,Thalurania,Thalurania.furcata,DLA,Pantiacolla,399.9999997,Female,4.599999908,5.184000014,16.06574498,6.690970437,6.159999836,NA
Thalurania.furcata_A32457,Thalurania,Thalurania.furcata,DLA,Pantiacolla,399.9999997,Male,4.650000098,5.713999934,19.31447688,6.761725,10.60000037,NA
Thalurania.furcata_A32463,Thalurania,Thalurania.furcata,DLA,Pantiacolla,399.9999997,Male,4.3499999,5.995000077,18.38256207,7.820460684,11.4790001,NA
Thalurania.furcata_A32467,Thalurania,Thalurania.furcata,DLA,Pantiacolla,399.9999997,Female,4.099999908,5.618999869,16.94129898,7.454719863,8.800000202,NA
Thalurania.furcata_A32575,Thalurania,Thalurania.furcata,DLA,Amazonia,499.9999996,Male,4.469999793,6.249999995,19.90368611,7.85030467,9.449999814,NA
Thalurania.furcata_A32630,Thalurania,Thalurania.furcata,DLA,Amazonia,499.9999996,Male,4.822000022,5.875000001,17.94894679,7.691955499,9.449999813,NA
Thalurania.furcata_A32638,Thalurania,Thalurania.furcata,DLA,Amazonia,499.9999996,Male,4.780000213,5.859000013,19.96817219,6.87651947,9.449999817,NA
Thalurania.furcata_A32646,Thalurania,Thalurania.furcata,DLA,Amazonia,499.9999996,Male,5.070000171,6.088000101,19.68044871,7.533109807,7.610000134,NA
Thalurania.furcata_A32659,Thalurania,Thalurania.furcata,DLA,Amazonia,499.9999996,Female,3.950000049,5.800999833,16.92135442,7.954823994,9.449999816,NA
Thalurania.furcata_A32671,Thalurania,Thalurania.furcata,DLA,Amazonia,499.9999996,Female,3.900000099,5.645999911,17.07148823,7.469135566,7.150000079,NA
Thalurania.furcata_A32679,Thalurania,Thalurania.furcata,DLA,Amazonia,499.9999996,Female,4.429999824,5.63800011,17.8772592,7.112286029,8.529999742,NA
Thalurania.furcata_A32680,Thalurania,Thalurania.furcata,DLA,Amazonia,499.9999996,Female,4.170000077,5.572000119,18.89641186,6.572080585,8.069999703,NA
Thalurania.furcata_A32681,Thalurania,Thalurania.furcata,DLA,Amazonia,499.9999996,Male,5.17000007,6.113000101,18.83877386,7.934437892,11.72999956,NA
Thalurania.furcata_A32682,Thalurania,Thalurania.furcata,DLA,Amazonia,499.9999996,Female,4.340000155,5.745000079,18.02048561,7.326112425,7.61000014,NA
Thalurania.furcata_A32690,Thalurania,Thalurania.furcata,DLA,Amazonia,499.9999996,Female,4.519999981,5.804999919,20.43085003,6.597478628,8.069999697,NA
Thalurania.furcata_A32692,Thalurania,Thalurania.furcata,DLA,Amazonia,499.9999996,Male,4.280000207,6.195999913,19.73519777,7.781105684,9.449999817,NA
Thalurania.furcata_E00009,Thalurania,Thalurania.furcata,DLA,Amazonia,499.9999996,Male,4.599999908,5.78400001,18.21333828,7.347287057,10.30000018,NA
Thalurania.furcata_E00014,Thalurania,Thalurania.furcata,DLA,Amazonia,499.9999996,Female,4.25,5.206000135,14.00623072,7.74010881,5.150000096,NA
Threnetes.leucurus_A32425,Threnetes,Threnetes.leucurus,DLA,Pantiacolla,399.9999997,Male,6.699999804,6.165000157,19.5085394,7.79294157,13.24499989,NA
Threnetes.leucurus_A32438,Threnetes,Threnetes.leucurus,DLA,Pantiacolla,399.9999997,Male,6.500000005,6.886000058,26.99411713,7.026271189,12.36200045,NA
Threnetes.leucurus_A32459,Threnetes,Threnetes.leucurus,DLA,Pantiacolla,399.9999997,Female,5.249999995,5.793000033,19.79834127,6.780133513,8.829999914,NA
Threnetes.leucurus_A32460,Threnetes,Threnetes.leucurus,DLA,Pantiacolla,399.9999997,Female,6.300000197,6.377000044,22.45709546,7.243346266,9.713000296,NA
Threnetes.leucurus_A32462,Threnetes,Threnetes.leucurus,DLA,Pantiacolla,399.9999997,Female,5.9000001,6.508000176,22.5359411,7.517603326,12.36200047,NA
Threnetes.leucurus_A32464,Threnetes,Threnetes.leucurus,DLA,Pantiacolla,399.9999997,Male,6.650000103,7.336000056,27.38599585,7.860498805,14.12800024,NA
Threnetes.leucurus_A32472,Threnetes,Threnetes.leucurus,DLA,Pantiacolla,400,Male,6.3,NA,NA,NA,13.24,NA
Threnetes.leucurus_A32629,Threnetes,Threnetes.leucurus,DLA,Amazonia,499.9999996,Male,6.506000046,6.905000303,24.7300506,7.711917785,12.61200047,NA
Threnetes.leucurus_A32649,Threnetes,Threnetes.leucurus,DLA,Amazonia,499.9999996,Female,5.579999924,5.929000091,20.22986064,6.950723522,9.449999814,NA
Threnetes.leucurus_A32674,Threnetes,Threnetes.leucurus,DLA,Amazonia,499.9999996,Male,6.739999774,7.018000034,26.03346376,7.567540746,15.26000023,NA
Threnetes.leucurus_A32675,Threnetes,Threnetes.leucurus,DLA,Amazonia,499.9999996,Male,6.099999902,6.97600021,26.29571887,7.402661893,15.26099965,NA
Threnetes.leucurus_A32684,Threnetes,Threnetes.leucurus,DLA,Amazonia,499.9999996,Female,5.389999861,6.177999872,20.63588785,7.398311688,9.963000283,NA
Threnetes.leucurus_A32685,Threnetes,Threnetes.leucurus,DLA,Amazonia,499.9999996,Male,6.199999807,6.540000146,25.48661943,6.71279329,8.529999723,NA
Threnetes.leucurus_A32686,Threnetes,Threnetes.leucurus,DLA,Amazonia,499.9999996,Male,5.980000014,6.588999946,23.57812919,7.365286687,8.069999687,NA
Threnetes.leucurus_A32696,Threnetes,Threnetes.leucurus,DLA,Amazonia,499.9999996,Female,5.449999808,6.204000098,22.44407793,6.859647753,7.314000118,NA
Threnetes.leucurus_A32809,Threnetes,Threnetes.leucurus,DLA,Amazonia,499.9999996,Female,5.789999964,6.430999754,22.77339453,7.264223671,7.150000086,NA
Threnetes.leucurus_A32814,Threnetes,Threnetes.leucurus,DLA,Amazonia,499.9999996,Male,6.550000196,6.408999637,23.51561596,6.986893541,7.150000083,NA
Threnetes.leucurus_E00002,Threnetes,Threnetes.leucurus,DLA,Pantiacolla,399.9999997,Male,5.999999995,6.438999939,21.67954569,7.649739673,7.837500104,NA
Threnetes.leucurus_E00005,Threnetes,Threnetes.leucurus,DLA,Pantiacolla,399.9999997,Unknown,6.150000088,5.838000112,20.71027301,6.582674263,6.409999842,NA
Threnetes.leucurus_E00016,Threnetes,Threnetes.leucurus,DLA,Amazonia,499.9999996,Female,5.9000001,5.690999979,19.11694171,6.77670755,7.724999902,NA
Threnetes.ruckeri_A33025,Threnetes,Threnetes.ruckeri,DLA,La Selva,40,Unknown,6.79,5.642,16.72441,7.613,5.29,NA
Threnetes.ruckeri_A33028,Threnetes,Threnetes.ruckeri,DLA,La Selva,39.99999997,Unknown,5.926000121,5.975000005,19.33480467,7.38577413,10.03999999,NA
Threnetes.ruckeri_A33031,Threnetes,Threnetes.ruckeri,DLA,La Selva,39.99999997,Unknown,5.80700016,6.202000044,20.873882,7.370896228,13.80499999,NA
Threnetes.ruckeri_A33044,Threnetes,Threnetes.ruckeri,DLA,La Selva,39.99999997,Unknown,5.579999924,6.370000083,23.02899535,7.047967195,12.54999999,NA
Threnetes.ruckeri_A33046,Threnetes,Threnetes.ruckeri,DLA,La Selva,39.99999997,Unknown,5.55000019,6.102999874,21.6554915,6.879845224,8.784999999,NA
Threnetes.ruckeri_A33057,Threnetes,Threnetes.ruckeri,DLA,La Selva,39.99999997,Unknown,5.947999947,5.849999999,20.79572027,6.582604419,10.03999999,NA
