"","species","id","band","year","site","country","elevation","sp","clade","color","sex","mass","wing.area","AR","wingload.gcm","total_vel","hor_acel","hor_decel","pitch_up","pitch_down","yaw","arc_radius","arc_avg_vel","arc_force","PRT_degrees","PRT_time","pPRT","ss.V","ss.HA","ss.HD","ss.PU","ss.PD","ss.Y","ss.ARC","ss.PRT","sp.mass","sp.wing.area","sp.AR","sp.wing.load","sp.muscle","sp.mass.STD","sp.wing.area.STD","sp.AR.STD","sp.wing.load.STD","sp.muscle.STD","rel.mass","rel.wing.area","rel.AR","rel.wingload.gcm","hi.elev","total_vel.STD","hor_acel.STD","hor_decel.STD","pitch_up.STD","pitch_down.STD","yaw.STD","arc_radius.STD","arc_avg_vel.STD","arc_force.STD","PRT_degrees.STD","PRT_time.STD","pPRT.STD","ss.V.STD","ss.HA.STD","ss.HD.STD","ss.PU.STD","ss.PD.STD","ss.Y.STD","ss.ARC.STD","ss.PRT.STD","rel.mass.STD","rel.wing.area.STD","rel.AR.STD","rel.wingload.gcm.STD"
"51","Eugenes.fulgens","EUGFU015","A33399",2012,"Cerro","Costa Rica",3100,"EUGFU","GEM","#CCAC00","M",10,3832.516,7.3565,0.260925199,1.886219909,4.999843076,-6.356502238,1.261582899,-1.017190213,1.854727983,0.555909707,1.521134731,4.712278357,94.18105931,0.527826087,0.821428571,460,156,163,169,228,74,15,69,8.7597999173,32.697934902,7.6423428192,0.268067986949687,3.43169978461628,1.94236402224332,1.34413386583603,1.1102574761493,0.299312626564231,1.29275158744721,1.2402000827,3799.818065098,-0.2858428192,-0.00714278794968704,TRUE,0.558201383331696,0.393994137561952,-1.14917325495138,0.331932804719783,0.307578926593915,0.0742843020146279,0.704244367003629,0.797293165015857,0.0650884553478653,-0.33234908007269,1.1201659937102,0.580312092992462,0.0884734586409859,-0.60621280043751,-0.608079799671388,0.680027881337044,0.250758034898746,-0.458083019539021,-0.495636700094206,-0.265301674335517,1.74910971109896,1.6155565486482,-0.866601477674575,-0.477927415686423
"52","Eugenes.fulgens","EUGFU016","A33400",2012,"Cerro","Costa Rica",3100,"EUGFU","GEM","#CCAC00","M",10,4242.1995,7.905,0.235726773,1.720803082,4.253762208,-6.126540737,1.243075379,-1.010810767,1.787770604,0.375282761,1.103238591,3.861413141,87.92034738,0.530789474,0.775510204,364,119,101,139,210,81,11,38,8.7597999173,32.697934902,7.6423428192,0.268067986949687,3.43169978461628,1.94236402224332,1.34413386583603,1.1102574761493,0.299312626564231,1.29275158744721,1.2402000827,4209.501565098,0.262657180800001,-0.032341213949687,TRUE,-0.00560103609283712,-0.264952941112081,-0.95339232313776,0.231209085131254,0.348752809650405,-0.194415166810221,-0.531318142683087,-0.8618009209493,-0.721646970535702,-0.546073251839356,1.1683472983798,0.347283776213055,-0.245330332912777,-0.754988237458495,-0.849528229501925,0.380526239982218,0.13590561473492,-0.38934922070791,-0.561860225619138,-0.598134683956439,1.74910971109896,2.0516262732203,0.296106710673637,-1.03754405667201
"53","Florisuga.mellivora","FLOME001",NA,2012,"LaSelva","Costa Rica",60,"FLOME","TOPAZ","#2F4F4F","M",6.7,3047.7265,7.067,0.219835999,1.777990445,5.85302458,-5.938408732,1.31290769,-1.169892441,1.776790224,0.462119916,1.41190062,5.234708013,109.9699971,0.441781609,0.710204082,682,423,471,228,482,128,71,174,6.953750013625,25.447749325,8.336523536625,0.276479523480362,4.13099392144225,0.837870882660274,0.395702452958272,2.79272919822118,0.531882348296355,1.55618185880336,-0.253750013625,3022.278750675,-1.269523536625,-0.0566435244803617,FALSE,0.18931488754478,1.14753371182633,-0.793223516260543,0.611258390029099,-0.677983719149526,-0.238479350886109,0.0626836690170036,0.363621613166247,0.548142539800374,0.206643560057164,-0.278819427247139,0.0158657254567928,0.860394726609064,0.467382920767974,0.591373690454502,1.26904777600153,1.87145329721052,0.0721491428724087,0.43149265725484,0.862035938896636,-0.65310841883447,0.787938754218067,-2.95180407543262,-1.57725940982005
"54","Glaucis.aenea","GLAAN001","A33429",2012,"LaSelva","Costa Rica",60,"GLAAN","HERMIT","#FF0000","U",5.6,2199.058,6.7335,0.254654493,2.062971656,4.583495045,-5.386148623,1.098602949,-0.900029868,1.612626623,0.596797316,1.565469193,4.421221551,52.53620709,0.531666667,0.8,123,83,116,97,154,104,6,24,5.9127499795,18.37123608,6.990166487,0.322916120573497,-2.90182543322538,0.201245397585262,-0.530010052456063,-0.47040906959008,1.81580311886583,-1.09314324408953,-0.3127499795,2180.68676392,-0.256666486999999,-0.0682616275734966,FALSE,1.16063744986387,0.0262708377076315,-0.323049168496525,-0.555055121396329,1.06374903037534,-0.897266672729671,0.983932408626882,0.973305902794786,-0.204031372233288,-1.75399435757146,1.18260945961187,0.471565546515362,-1.08331693462587,-0.899742716722156,-0.791113286800988,-0.0387760579145379,-0.221413025774763,-0.163509595977116,-0.644639632525302,-0.748446365720726,-0.747978246172764,-0.107857112265057,-0.804753601001998,-1.83527885228857
"55","Glaucis.aenea","GLAAN002","A33430",2012,"LaSelva","Costa Rica",60,"GLAAN","HERMIT","#FF0000","U",6.7,2259.0975,6.247,0.296578612,1.544371117,3.245125103,-3.653033184,0.924498404,-0.755051735,1.342765417,0.183746553,0.861858891,4.971647243,112.7556891,0.524078947,0.304,405,376,411,20,26,166,87,38,5.9127499795,18.37123608,6.990166487,0.322916120573497,-2.90182543322538,0.201245397585262,-0.530010052456063,-0.47040906959008,1.81580311886583,-1.09314324408953,0.7872500205,2240.72626392,-0.743166487,-0.0263375085734965,FALSE,-0.606947165956786,-1.15579266410841,1.15246283726302,-1.50258657724068,1.99945923058554,-1.98021770503685,-1.84150448582348,-1.8201051367816,0.304908684393586,0.301739728376959,1.05924175601204,-2.04555456628364,-0.102768296936691,0.27839790617375,0.357713919650757,-0.807496937391924,-1.03814134693975,0.445275479384156,0.696386759354567,-0.598134683956439,1.02078226960817,-0.0439506863815481,-1.83603442804193,-0.904211385969051
"56","Glaucis.aenea","GLAAN003","A33467",2012,"LaSelva","Costa Rica",60,"GLAAN","HERMIT","#FF0000","U",6,1785.648,6.8725,0.336012473,2.071510342,5.261628119,-4.429128359,0.944615641,-0.991515294,1.389501333,0.503792691,1.426440519,5.443807436,125.9024057,0.474642857,0.565656566,260,95,122,29,81,31,43,56,5.9127499795,18.37123608,6.990166487,0.322916120573497,-2.90182543322538,0.201245397585262,-0.530010052456063,-0.47040906959008,1.81580311886583,-1.09314324408953,0.0872500205,1767.27676392,-0.117666487,0.0130963524265034,FALSE,1.18974048558771,0.625205654602764,0.491723383585719,-1.39310227364495,0.473288631228273,-1.79266681831169,0.347742568615571,0.421346626949411,0.741482119927144,0.750533914757307,0.255467117747224,-0.717689637000336,-0.606951107096021,-0.851491223634269,-0.767747309720614,-0.717646444985476,-0.687203396439171,-0.880304926644419,-0.0320720214196831,-0.404876807402355,-0.104792604070607,-0.547893347152114,-0.510101936133447,-0.0284485572148882
"57","Glaucis.aenea","GLAAN004","A33466",2012,"LaSelva","Costa Rica",60,"GLAAN","HERMIT","#FF0000","U",NA,1880.801,6.8225,NA,1.666737222,3.442089353,-3.841390737,1.008793924,-0.978050799,1.542439445,0.454865671,1.280506938,4.302097736,83.50425477,0.46890625,0.380952381,179,151,173,25,45,62,52,32,5.9127499795,18.37123608,6.990166487,0.322916120573497,-2.90182543322538,0.201245397585262,-0.530010052456063,-0.47040906959008,1.81580311886583,-1.09314324408953,NA,1862.42976392,-0.167666487,NA,FALSE,-0.189877709930064,-0.981831606121973,0.992102006949633,-1.04382395971822,0.560190462914707,-1.17892730115593,0.0130616532736698,-0.158025896522132,-0.314176814266377,-0.696826991361299,0.162196407699314,-1.65503362688269,-0.888598056219509,-0.62631758922413,-0.569136504537431,-0.75757999716612,-0.916908236766824,-0.575912388963783,0.116930911011413,-0.662553976141133,NA,-0.446611888410893,-0.61609174364012,NA
"58","Glaucis.aenea","GLAAN005","A33470",2012,"LaSelva","Costa Rica",60,"GLAAN","HERMIT","#FF0000","U",6.2,2246.3565,6.2425,0.276002496,1.762404415,3.84126746,-3.746722185,1.178819862,-0.884574546,1.723765787,0.360248669,1.145095644,4.813411621,130.4528073,0.420817308,0.527918782,370,209,221,15,64,40,93,104,5.9127499795,18.37123608,6.990166487,0.322916120573497,-2.90182543322538,0.201245397585262,-0.530010052456063,-0.47040906959008,1.81580311886583,-1.09314324408953,0.2872500205,2227.98526392,-0.747666487,-0.0469136245734966,FALSE,0.136191867459143,-0.629272977747816,1.07269939931056,-0.118489560409798,1.1634999524191,-0.451266026072971,-0.634157507759773,-0.695623772033232,0.158599295875674,0.905872608509618,-0.619675135146969,-0.909202812643208,-0.224467595940667,-0.393102039299343,-0.382208687894435,-0.857413877617728,-0.795675126593896,-0.791932899575848,0.795722047641965,0.110477530075201,0.216800216980471,-0.0575122878636023,-1.84557351071754,-1.36117393277455
"59","Glaucis.hirsuta","GLAHI001","A33236",2010,"Cicra","Peru",280,"GLAHI","HERMIT","#FF0000","U",4.9,1924.967,6.3715,0.254549818,2.359100744,8.0234376,-8.269199205,1.273033561,-0.953786914,2.440723029,NA,NA,NA,115.2936745,0.422,1,36,31,28,8,15,7,0,5,7.218749998125,26.142663965,6.72020454275,0.277871472029047,2.42147113021385,0.999932110467041,0.486607556951122,-1.12471035718706,0.570368192761586,0.912189539881784,-2.318749998125,1898.824336035,-0.34870454275,-0.023321654029047,FALSE,2.16995614678447,3.06446709048131,-2.77757449971599,0.394250893171993,0.716793146515463,2.42587810609995,NA,NA,NA,0.38837984752566,-0.600445907380803,1.48653333393432,-1.38582662072147,-1.108832520103,-1.13381428397981,-0.927297593933854,-1.10832893703987,-1.11596366549394,-0.7439749208127,-0.952440790972258,-3.97355427126341,-0.4078732742414,-0.99985551724662,-0.837234091837029
"60","Glaucis.hirsuta","GLAHI002","A33235",2010,"Cicra","Peru",280,"GLAHI","HERMIT","#FF0000","U",7.12,2356.5255,7.1,0.302139739,1.597098816,5.411748642,-5.436915183,1.192006962,-1.15058021,1.907698249,0.401070087,1.317534309,4.909589353,145.9578338,0.368636364,0.557377049,330,204,201,77,121,120,27,34,7.218749998125,26.142663965,6.72020454275,0.277871472029047,2.42147113021385,0.999932110467041,0.486607556951122,-1.12471035718706,0.570368192761586,0.912189539881784,-0.0987499981250002,2330.382836035,0.379795457249999,0.0242682669709531,FALSE,-0.427231445337333,0.757793801977517,-0.36626998754037,-0.0467212325848989,-0.553339738974145,0.286853589377428,-0.354922239766866,-0.011023121514596,0.247528103309184,1.43517326696248,-1.46807797986864,-0.759706852252275,-0.363552509088069,-0.413206828085962,-0.46009527816235,-0.238443818817755,-0.431975796075112,-0.00640377007743278,-0.29696612351941,-0.641080878746235,-0.403873957596441,0.0514803395403327,0.544415978125615,0.21966175295857
"61","Glaucis.hirsuta","GLAHI004","A33218",2010,"Cicra","Peru",280,"GLAHI","HERMIT","#FF0000","U",7.03,2422.5685,6.903,0.290187873,1.52180623,5.726998844,-5.369028075,1.267900067,-1.192065802,2.277430114,0.254784176,1.067423542,5.07801062,145.2855441,0.401714286,0.813953488,301,130,119,74,122,46,8,35,7.218749998125,26.142663965,6.72020454275,0.277871472029047,2.42147113021385,0.999932110467041,0.486607556951122,-1.12471035718706,0.570368192761586,0.912189539881784,-0.188749998125,2396.425836035,0.182795457249999,0.012316400970953,FALSE,-0.68385674109113,1.03622635341951,-0.308473351126992,0.366312811237439,-0.821093853287086,1.77058484076229,-1.35557796323222,-1.00399064298036,0.403255443820298,1.41222307201241,-0.930268561888745,0.542377250726047,-0.464389071119935,-0.710757702127932,-0.779430298260801,-0.268393982953238,-0.42559510606601,-0.733018214863467,-0.611527869762836,-0.630344330048786,-0.548590727069426,0.121776929029329,0.126816136549321,-0.0457700285515074
"62","Glaucis.hirsuta","GLAHI005","A33239",2010,"Cicra","Peru",280,"GLAHI","HERMIT","#FF0000","U",5.91,2259.2845,6.883,0.261587241,1.968719423,7.383900796,-6.733754548,1.414455575,-1.328142023,2.157270426,0.341389983,1.076506299,3.406818896,100.0286021,0.423333333,0.9375,179,166,187,94,170,88,3,45,7.218749998125,26.142663965,6.72020454275,0.277871472029047,2.42147113021385,0.999932110467041,0.486607556951122,-1.12471035718706,0.570368192761586,0.912189539881784,-1.308749998125,2233.141836035,0.16279545725,-0.0162842310290469,FALSE,0.839390585410563,2.49962093669906,-1.47035227169749,1.16391378057025,-1.69934980376038,1.28838489772451,-0.763158666886683,-0.967931088989363,-1.14197840519655,-0.132729411633018,-0.578767428161238,1.16935590036589,-0.888598056219509,-0.566003222864271,-0.51461589134989,-0.0687262220500205,-0.119321985629139,-0.320615421876799,-0.694307276669001,-0.522978843074295,-2.34951052495546,-0.0520235996886467,0.0844202135466519,-0.680944210062083
"63","Glaucis.hirsuta","GLAHI007","A33219",2010,"Cicra","Peru",280,"GLAHI","HERMIT","#FF0000","U",7.05,2515.5965,6.764,0.280251622,1.102624709,2.624099446,-3.025259174,1.020816739,-0.976658955,1.644070098,NA,NA,NA,33.75813434,0.507857143,1,21,20,17,19,18,14,0,7,7.218749998125,26.142663965,6.72020454275,0.277871472029047,2.42147113021385,0.999932110467041,0.486607556951122,-1.12471035718706,0.570368192761586,0.912189539881784,-0.168749998125,2489.453836035,0.0437954572499999,0.00238014997095304,FALSE,-2.11258415657865,-1.70428956305553,1.68692699805388,-0.978392035466632,0.569173628864991,-0.771084239117575,NA,NA,NA,-2.39502817141569,0.795493659386624,1.48653333393432,-1.43798346315174,-1.15306305543356,-1.17665190862717,-0.817480325437085,-1.08918686701256,-1.04722986666283,-0.7439749208127,-0.93096769357736,-0.516431444964319,0.220796524247328,-0.167835528319231,-0.266438232534156
"64","Glaucis.hirsuta","GLAHI008","A33240",2010,"Cicra","Peru",280,"GLAHI","HERMIT","#FF0000","U",6.36,2138.7245,7.254,0.297373505,1.91074139,5.319419553,-5.012271905,1.199628432,-1.097485034,1.647386559,0.311259945,1.250827959,6.410503908,110.4451273,0.36,0.366666667,296,237,213,49,77,46,76,44,7.218749998125,26.142663965,6.72020454275,0.277871472029047,2.42147113021385,0.999932110467041,0.486607556951122,-1.12471035718706,0.570368192761586,0.912189539881784,-0.858749998125,2112.581836035,0.533795457249999,0.019502032970953,FALSE,0.641779762668356,0.676247704117808,-0.00474400908874778,-0.00524280613271208,-0.210655661471532,-0.757775305548382,-0.969260503808823,-0.275854739201521,1.63531858932051,0.222863250343462,-1.60849544310296,-1.72753132453409,-0.48177468526336,-0.280515222094273,-0.413363324001601,-0.517978684082259,-0.712726156475577,-0.733018214863467,0.514272064161004,-0.533715391771744,-1.62592667759054,-0.180348430916686,0.87086458524617,0.113811337490901
"65","Heliodoxa.aurescens","HELAU001",NA,2010,"Cicra","Peru",280,"HELAU","BRILLIANT","#8A2323","M",6.27,2272.751,8.054,0.27587712,2.973793611,9.05497987,-8.321554263,1.341471935,-1.183409733,1.992007277,0.258218235,1.288192051,8.514720251,150.2997336,0.372204301,0.853211009,308,240,256,33,52,26,16,93,6.2000000485,24.008227795,7.596923976,0.258429750640921,4.8575541950155,0.376913705481779,0.207391764346797,1.00017674729144,0.0328260068909208,1.82988352444685,0.0699999514999998,2248.742772205,0.457076024,0.0174473693590785,FALSE,4.26505935909311,3.97553691481205,-2.8221477086915,0.766713956395529,-0.765226310441688,0.625185097854474,-1.33208758900836,-0.127515144428863,3.58093995170708,1.58339425988219,-1.41006737928258,0.741602846870662,-0.440049211319139,-0.268452348822302,-0.245907154925584,-0.677712892804833,-0.872243406703114,-0.92940049723807,-0.479080818712973,-0.00762450559673922,-0.132530095835786,-0.0354178639469857,0.7082350260024,0.0681805529001281
"66","Heliodoxa.aurescens","HELAU002",NA,2010,"Cicra","Peru",280,"HELAU","BRILLIANT","#8A2323","M",6.34,2360.9115,8.1615,0.26854035,1.539853225,3.469378122,-4.605660423,1.187466872,-0.996234319,1.834224173,0.497662483,1.143187213,2.626206026,33.88612696,0.410625,0.8,33,26,25,24,31,27,2,8,6.2000000485,24.008227795,7.596923976,0.258429750640921,4.8575541950155,0.376913705481779,0.207391764346797,1.00017674729144,0.0328260068909208,1.82988352444685,0.1399999515,2336.903272205,0.564576024,0.0101105993590785,FALSE,-0.622345831778727,-0.957729856051147,0.341430348296734,-0.0714298241231869,0.442831349594312,-0.00799733651673768,0.305809427691062,-0.703200455047275,-1.86375641090321,-2.39065884137661,-0.785390479458859,0.471565546515362,-1.39625798920752,-1.12893730888962,-1.14549727252,-0.767563385211281,-1.00623789689424,-0.91958138311934,-0.710863158050234,-0.920231144879911,-0.0199726084679083,0.0584207332948817,0.936113112141748,-0.094757345803696
"67","Lesbia.victoriae","LESVI001","A33403",2013,"Guaytara","Ecuador",3523,"LESVI","COQUETTE","#483D8A","M",5.94,2186.83,6.906,0.271626052,1.564739562,2.570509321,-3.237031339,0.982276367,-0.893641211,1.461956518,0.415714438,1.128719863,3.440504349,102.537944,0.43737395,0.753943218,661,592,615,20,107,22,78,239,5.38090909090909,23.00884,7.141,0.235090383118371,-4.22536689742152,-0.124002875789202,0.0766570723367686,-0.104836944071223,-0.612481802250572,-1.59173299152663,0.55909090909091,2163.82116,-0.235,0.036535668881629,TRUE,-0.537523886722229,-1.75162096884427,1.50663181118307,-1.18814080905518,1.10498236258099,-1.50190469449698,-0.254748863230381,-0.760637441243387,-1.11083182790829,-0.0470671059314859,-0.350482953191842,0.237834795904476,0.787375147206678,1.14692478175572,1.15215714038349,-0.807496937391924,-0.521305456202532,-0.968676953712991,0.54738382692347,1.55991160423083,0.653910608175383,-0.125808968407998,-0.758825065272483,0.492101081148061
"68","Lesbia.victoriae","LESVI002","A33410",2013,"Guaytara","Ecuador",3523,"LESVI","COQUETTE","#483D8A","M",6.02,2688.9125,6.9945,0.223882332,1.226048706,3.04211764,-3.170589503,1.114562816,-0.950459423,1.817632319,0.295281764,0.913159114,2.837035177,130.5228742,0.576269841,0.979381443,618,286,492,102,348,91,4,190,5.38090909090909,23.00884,7.141,0.235090383118371,-4.22536689742152,-0.124002875789202,0.0766570723367686,-0.104836944071223,-0.612481802250572,-1.59173299152663,0.639090909090909,2665.90366,-0.1465,-0.011208051118371,TRUE,-1.69190900891881,-1.33509115631003,1.56319799511786,-0.468196527247668,0.73826926298475,-0.0745803244293828,-1.07855782546419,-1.61643755423825,-1.66881747253596,0.908264507440313,1.90780637642533,1.38189747804401,0.637858865573222,-0.0834882919854018,0.673154610235813,0.0111408823112664,1.01644083599092,-0.291158079520608,-0.677751395287768,1.03382071805582,0.782547736595813,0.408610839779228,-0.571223105985669,-0.56821039285259
"69","Lesbia.victoriae","LESVI003","Y76041",2013,"Guaytara","Ecuador",3523,"LESVI","COQUETTE","#483D8A","M",5.53,2439.572,7.3385,0.226679106,1.31606425,2.332802189,-2.369474592,0.986547997,-0.937097643,1.843726569,0.366414856,1.013564925,3.184942448,82.59354759,0.45905,0.716845878,663,519,607,40,105,68,79,200,5.38090909090909,23.00884,7.141,0.235090383118371,-4.22536689742152,-0.124002875789202,0.0766570723367686,-0.104836944071223,-0.612481802250572,-1.59173299152663,0.149090909090909,2416.56316,0.1975,-0.00841127711837103,TRUE,-1.38510236528143,-1.96156660199162,2.24523835006129,-1.16489326090687,0.824508156949295,0.0301357086516428,-0.59197825569559,-1.21781533383049,-1.34713200476597,-0.727916129456726,0.00194498453058057,0.0495717704098333,0.794329392864048,0.85339486547107,1.12100250427632,-0.607829176488707,-0.534066836220735,-0.516997704251402,0.563939708304703,1.14118620503031,-0.00535467497932718,0.143211224808965,0.157986769660245,-0.506098526362365
"70","Lesbia.victoriae","LESVI004",NA,2013,"Guaytara","Ecuador",3523,"LESVI","COQUETTE","#483D8A","M",NA,NA,NA,NA,1.434411589,2.7237979,-3.04534781,1.043631503,-1.036148892,1.76319125,0.399835233,1.072541937,3.178267915,62.34524375,0.426012658,0.774509804,627,422,544,50,84,89,46,158,5.38090909090909,23.00884,7.141,0.235090383118371,-4.22536689742152,-0.124002875789202,0.0766570723367686,-0.104836944071223,-0.612481802250572,-1.59173299152663,NA,NA,NA,NA,TRUE,-0.981730366974054,-1.61623475850367,1.66982425756105,-0.854226945189033,0.185216823042678,-0.293051933399575,-0.363369148387779,-0.983670046398314,-1.35330347759573,-1.419139750072,-0.535204648769323,0.342206907340385,0.669152971031387,0.46336196301065,0.875659744932392,-0.507995296037098,-0.668061326411866,-0.310796307758069,0.0175956227240157,0.690251159737451,NA,NA,NA,NA
"71","Lesbia.victoriae","LESVI005","Y76043",2013,"Guaytara","Ecuador",3523,"LESVI","COQUETTE","#483D8A","M",5.26,2492.6835,7.349,0.211017564,1.711575455,3.94769467,-4.409034521,1.194920732,-1.053255643,1.753763278,0.32762024,1.128338951,4.922030947,80.2393031,0.4518125,0.661157025,380,144,157,59,129,64,41,80,5.38090909090909,23.00884,7.141,0.235090383118371,-4.22536689742152,-0.124002875789202,0.0766570723367686,-0.104836944071223,-0.612481802250572,-1.59173299152663,-0.120909090909091,2469.67466,0.208,-0.024072819118371,TRUE,-0.0370522404382521,-0.535275259633259,0.508830552873816,-0.0308635837791453,0.074807335267331,-0.330886315604044,-0.857349365426319,-0.762149704186216,0.259031973217364,-0.808283819167933,-0.115728539901502,-0.233040189156714,-0.189696367653817,-0.654464293525397,-0.631445776751763,-0.418144803630651,-0.3809302760023,-0.556274160726323,-0.065183784182149,-0.147199638663577,-0.439504983398283,0.19974344340359,0.180244629236647,-0.853916264132758
"72","Lesbia.victoriae","LESVI006","Y76042",2013,"Guaytara","Ecuador",3523,"LESVI","COQUETTE","#483D8A","M",5.45,2383.4775,7.3885,0.228657497,1.371672243,3.760628984,-4.3248359,1.05470254,-0.893886732,1.54785636,0.386367572,1.078753122,3.315525389,71.03283824,0.520387597,0.832258065,467,299,293,95,230,178,26,129,5.38090909090909,23.00884,7.141,0.235090383118371,-4.22536689742152,-0.124002875789202,0.0766570723367686,-0.104836944071223,-0.612481802250572,-1.59173299152663,0.0690909090909093,2360.46866,0.2475,-0.00643288611837103,TRUE,-1.19556952535613,-0.700493793704896,0.580514223423529,-0.793974894868827,1.10339773392485,-1.15718926115336,-0.455493481956315,-0.959010952154621,-1.22639111212057,-1.12256821670967,0.999224600307396,0.635270030812696,0.112813318441781,-0.0312158411401909,-0.101816962929941,-0.0587428340048596,0.263519414916949,0.563104848808918,-0.313522004900643,0.378891247511428,-0.133991803399758,0.0835038820309189,0.263976577166918,-0.462161634193937
"73","Lesbia.victoriae","LESVI007","Y76048",2013,"Guaytara","Ecuador",3523,"LESVI","COQUETTE","#483D8A","M",5.26,2239.825,7.3365,0.234839775,1.757157494,4.446349994,-4.975966117,1.310365007,-1.224930835,1.779124566,0.491881056,1.390865094,4.752368108,89.44533555,0.486605505,0.784172662,517,162,225,95,258,69,30,109,5.38090909090909,23.00884,7.141,0.235090383118371,-4.22536689742152,-0.124002875789202,0.0766570723367686,-0.104836944071223,-0.612481802250572,-1.59173299152663,-0.120909090909091,2216.81616,0.1955,-0.000250608118371021,TRUE,0.118308398116999,-0.0948572257331418,0.0261654299867425,0.597420312885617,-1.03320961151902,-0.22911165363118,0.266262092080956,0.280108238810202,0.102156638102854,-0.494014182961671,0.449966178431217,0.391244355362403,0.286669459876033,-0.582087053893567,-0.366631369840852,-0.0587428340048596,0.442178735171791,-0.507178590132672,-0.247298479375712,0.164160273562446,-0.439504983398283,-0.0694007531547638,0.153747177359978,-0.324863151820511
"74","Lesbia.victoriae","LESVI008","Y76049",2013,"Guaytara","Ecuador",3523,"LESVI","COQUETTE","#483D8A","M",5.31,2221.162,7.241,0.239064057,1.518994026,3.589292715,-4.210240417,1.116720678,-1.084267099,1.717426474,0.225733291,0.95131154,5.106246174,129.5161652,0.463538462,0.596330275,484,117,181,38,83,81,44,65,5.38090909090909,23.00884,7.141,0.235090383118371,-4.22536689742152,-0.124002875789202,0.0766570723367686,-0.104836944071223,-0.612481802250572,-1.59173299152663,-0.0709090909090913,2198.15316,0.0999999999999996,0.00397367388162898,TRUE,-0.69344178420839,-0.851819928405428,0.678076686469774,-0.45645276649535,-0.125345164300104,-0.476705642456618,-1.55429795033326,-1.46496818593583,0.429362881500825,0.873898120735303,0.0749222754210079,-0.562025504222022,0.171924406529427,-0.763030152973143,-0.537981868430265,-0.627795952579029,-0.674442016420968,-0.38934922070791,-0.0155161400384502,-0.308247869125313,-0.359106778135514,-0.0892657691236497,-0.0486933549777693,-0.231048621364685
"75","Lesbia.victoriae","LESVI009","Y76053",2013,"Guaytara","Ecuador",3523,"LESVI","COQUETTE","#483D8A","M",5.4,2095.233,6.581,0.257727899,2.077855114,4.398338031,-5.284056468,1.155804579,-1.115911468,1.960091691,0.721425233,1.692451577,4.923524729,119.9707635,0.493859649,0.751633987,978,365,443,79,189,129,38,115,5.38090909090909,23.00884,7.141,0.235090383118371,-4.22536689742152,-0.124002875789202,0.0766570723367686,-0.104836944071223,-0.612481802250572,-1.59173299152663,0.0190909090909095,2072.22416,-0.56,0.022637515881629,TRUE,1.21136584178136,-0.137261935620778,-0.23613158816311,-0.243745937879208,-0.329582577486516,0.497108086276201,1.83643855632839,1.47744006951898,0.260413168729707,0.548043314553121,0.56791031538705,0.22611582051093,1.88962308389983,0.234167370843187,0.482332464079421,-0.218477042727433,0.0019111245437888,0.0819682569911389,-0.114851428325848,0.22857956574714,-0.214390008662528,-0.223305398119301,-1.44775881406586,0.183445385837419
"76","Lesbia.victoriae","LESVI010","Y76054",2013,"Guaytara","Ecuador",3523,"LESVI","COQUETTE","#483D8A","M",5.25,2014.0305,6.8845,0.260671325,1.696479132,3.737627762,-3.862882759,1.013530281,-1.041592952,1.919333299,0.35887432,1.141733111,4.253405815,131.1709781,0.360576923,0.590909091,140,51,60,17,52,29,18,26,5.38090909090909,23.00884,7.141,0.235090383118371,-4.22536689742152,-0.124002875789202,0.0766570723367686,-0.104836944071223,-0.612481802250572,-1.59173299152663,-0.130909090909091,1991.02166,-0.2565,0.025580941881629,TRUE,-0.0885061558964071,-0.720808733670402,0.973804474208625,-1.01804722170366,0.15008005884834,0.333544959342052,-0.6435586194833,-0.708973401475042,-0.359198820671942,0.930389063049159,-1.59911533080784,-0.589537139870377,-1.02420584653823,-1.02841336495652,-1.00919573955115,-0.837447101527407,-0.872243406703114,-0.89994315488188,-0.445969055950507,-0.726973268325827,-0.455584624450837,-0.309737855881368,-0.804400682500352,0.248814158121436
"77","Lesbia.victoriae","LESVI011","USER46",2013,"Guaytara","Ecuador",3523,"LESVI","COQUETTE","#483D8A","M",5.15,2273.272,7.5195,0.226545702,2.155533668,5.822523105,-6.694130315,1.161191056,-1.172812414,2.032010425,0.655003645,1.720630287,5.658702479,91.96060019,0.36125,0.666666667,236,88,113,19,37,22,16,32,5.38090909090909,23.00884,7.141,0.235090383118371,-4.22536689742152,-0.124002875789202,0.0766570723367686,-0.104836944071223,-0.612481802250572,-1.59173299152663,-0.230909090909091,2250.26316,0.3785,-0.00854468111837103,TRUE,1.47612340893382,1.1205944634036,-1.43661762817931,-0.214431043235405,-0.69682965449095,0.785717436178557,1.38208760934035,1.58931267765345,0.940180503637863,-0.408149690557533,-1.58817186375372,-0.205079643405661,-0.690402054984462,-0.879637927935536,-0.802796275341175,-0.817480325437085,-0.967953756839636,-0.968676953712991,-0.479080818712973,-0.662553976141133,-0.616381034976375,-0.0337995535024393,0.541669872834404,-0.509061215316589
