birdID,treatmentID,bird.treatment.block,stripe.size,grating.period,left.grating.orientation,replicate,to.from.feeder,avg.y.position,avg.x.velocity,percent.vstripes.fused,top.black.red
181,1_4.6_0_4.6,181_1_4.6_0_4.6,4.6,9.2,ver,3,to,-0.06305999,2.503745565,0,NA
181,1_4.6_0_4.6,181_1_4.6_0_4.6,4.6,9.2,ver,4,from,-0.059452448,2.064421223,0,NA
181,1_4.6_0_4.6,181_1_4.6_0_4.6,4.6,9.2,ver,4,to,0.005148975,2.541856748,0,NA
181,1_4.6_0_4.6,181_1_4.6_0_4.6,4.6,9.2,ver,5,to,0.009515231,2.629594683,0,NA
181,1_4.6_0_4.6,181_1_4.6_0_4.6,4.6,9.2,ver,5,from,-0.028544207,2.732233885,0,NA
181,1_9.2_0_9.2,181_1_9.2_0_9.2,9.2,18.4,ver,4,from,-0.019500181,2.114906071,0,red
181,1_9.2_0_9.2,181_1_9.2_0_9.2,9.2,18.4,ver,3,from,0.026780813,2.540225551,0,red
181,1_9.2_0_9.2,181_1_9.2_0_9.2,9.2,18.4,ver,1,to,0.021443598,2.24383766,0,red
181,1_9.2_0_9.2,181_1_9.2_0_9.2,9.2,18.4,ver,2,from,0.069855937,2.532001874,0,red
181,1_9.2_0_9.2,181_1_9.2_0_9.2,9.2,18.4,ver,4,to,-0.03233682,2.818311644,0,red
181,1_9.2_0_9.2,181_1_9.2_0_9.2,9.2,18.4,ver,2,to,-0.031126086,2.468316441,0,red
181,1_9.2_0_9.2,181_1_9.2_0_9.2,9.2,18.4,ver,1,from,0.008867382,2.366424839,0,red
181,1_9.2_0_9.2,181_1_9.2_0_9.2,9.2,18.4,ver,5,to,0.013163518,2.474276716,0,red
181,1_9.2_0_9.2,181_1_9.2_0_9.2,9.2,18.4,ver,3,to,0.046471201,2.14800498,0,red
181,1_9.2_0_9.2,181_1_9.2_0_9.2,9.2,18.4,ver,5,from,0.021718738,2.545745545,0,red
183,0_0.29_1_0.29,183_0_0.29_1_0.29,0.29,0.58,hor,1,from,0.113150763,2.640382401,1,NA
183,0_0.29_1_0.29,183_0_0.29_1_0.29,0.29,0.58,hor,3,from,0.147746926,2.985287306,1,NA
183,0_0.29_1_0.29,183_0_0.29_1_0.29,0.29,0.58,hor,1,to,-0.089651723,2.737957247,1,NA
183,0_0.29_1_0.29,183_0_0.29_1_0.29,0.29,0.58,hor,3,to,-0.068730647,2.538247176,0.90625,NA
183,0_0.29_1_0.29,183_0_0.29_1_0.29,0.29,0.58,hor,2,from,0.072988748,2.944413,1,NA
183,0_0.29_1_0.29,183_0_0.29_1_0.29,0.29,0.58,hor,2,to,-0.150306808,2.116600419,0.92173913,NA
183,0_0.29_1_0.29,183_0_0.29_1_0.29,0.29,0.58,hor,4,to,0.006708614,2.856678762,0.927835052,NA
183,0_0.29_1_0.29,183_0_0.29_1_0.29,0.29,0.58,hor,5,from,0.163859613,3.053147659,1,NA
183,0_0.29_1_0.29,183_0_0.29_1_0.29,0.29,0.58,hor,5,to,-0.004617283,2.619919191,0.902439024,NA
183,0_0.29_1_0.29,183_0_0.29_1_0.29,0.29,0.58,hor,4,from,0.17978786,2.765665461,1,NA
183,0_0.58_1_0.58,183_0_0.58_1_0.58,0.58,1.16,hor,1,from,0.051081797,3.31829061,1,NA
183,0_0.58_1_0.58,183_0_0.58_1_0.58,0.58,1.16,hor,1,to,-0.055917826,2.571239103,0.894736842,NA
183,0_0.58_1_0.58,183_0_0.58_1_0.58,0.58,1.16,hor,2,from,0.119621032,3.102975789,1,NA
183,0_0.58_1_0.58,183_0_0.58_1_0.58,0.58,1.16,hor,4,from,0.142319322,2.704410367,1,NA
183,0_0.58_1_0.58,183_0_0.58_1_0.58,0.58,1.16,hor,4,to,-0.012034752,2.609761705,0.912,NA
183,0_0.58_1_0.58,183_0_0.58_1_0.58,0.58,1.16,hor,3,from,0.149758649,2.655417503,1,NA
183,0_0.58_1_0.58,183_0_0.58_1_0.58,0.58,1.16,hor,5,from,0.071331224,2.761294276,1,NA
183,0_0.58_1_0.58,183_0_0.58_1_0.58,0.58,1.16,hor,3,to,-0.058104103,2.77502993,0.916666667,NA
183,0_0.58_1_0.58,183_0_0.58_1_0.58,0.58,1.16,hor,5,to,-0.03239031,2.339332798,0.888888889,NA
183,0_1.15_1_1.15,183_0_1.15_1_1.15,1.15,2.3,hor,1,from,0.065611717,2.998043235,1,NA
183,0_1.15_1_1.15,183_0_1.15_1_1.15,1.15,2.3,hor,1,to,-0.024142828,2.56635679,0.83908046,NA
183,0_1.15_1_1.15,183_0_1.15_1_1.15,1.15,2.3,hor,2,from,0.050112952,3.112094031,1,NA
183,0_1.15_1_1.15,183_0_1.15_1_1.15,1.15,2.3,hor,2,to,-0.016663409,2.585252509,0.884615385,NA
183,0_1.15_1_1.15,183_0_1.15_1_1.15,1.15,2.3,hor,3,from,0.064457446,2.830909113,1,NA
183,0_1.15_1_1.15,183_0_1.15_1_1.15,1.15,2.3,hor,3,to,0.032943214,2.689583731,0.852459016,NA
183,0_1.15_1_1.15,183_0_1.15_1_1.15,1.15,2.3,hor,5,to,-0.080584199,2.530872844,0.8,NA
183,0_1.15_1_1.15,183_0_1.15_1_1.15,1.15,2.3,hor,4,from,0.080882906,3.27456957,1,NA
183,0_1.15_1_1.15,183_0_1.15_1_1.15,1.15,2.3,hor,4,to,0.005957283,2.867543226,0.884297521,NA
183,0_1.15_1_1.15,183_0_1.15_1_1.15,1.15,2.3,hor,5,from,0.031864052,3.286473347,1,NA
183,0_2.3_1_2.3,183_0_2.3_1_2.3,2.3,4.6,hor,1,from,0.123334902,2.47879816,0.413580247,NA
183,0_2.3_1_2.3,183_0_2.3_1_2.3,2.3,4.6,hor,1,to,-0.123134707,1.995175886,0.076923077,NA
183,0_2.3_1_2.3,183_0_2.3_1_2.3,2.3,4.6,hor,2,from,0.167735308,2.642867828,0.337748344,NA
183,0_2.3_1_2.3,183_0_2.3_1_2.3,2.3,4.6,hor,2,to,-0.017563026,1.874017175,0.073170732,NA
183,0_2.3_1_2.3,183_0_2.3_1_2.3,2.3,4.6,hor,3,from,0.088854034,2.219079334,0.152866242,NA
183,0_2.3_1_2.3,183_0_2.3_1_2.3,2.3,4.6,hor,3,to,-0.037670137,2.14030765,0.292207792,NA
183,0_2.3_1_2.3,183_0_2.3_1_2.3,2.3,4.6,hor,4,from,0.064734759,1.769293916,0.125786164,NA
183,0_2.3_1_2.3,183_0_2.3_1_2.3,2.3,4.6,hor,4,to,-0.022177649,2.072242681,0.103030303,NA
183,0_2.3_1_2.3,183_0_2.3_1_2.3,2.3,4.6,hor,5,from,0.153420803,2.116939314,0,NA
183,0_2.3_1_2.3,183_0_2.3_1_2.3,2.3,4.6,hor,5,to,-0.081418587,2.101070497,0.277777778,NA
183,0_4.6_1_4.6,183_0_4.6_1_4.6,4.6,9.2,hor,1,from,0.025253879,2.614837143,0,NA
183,0_4.6_1_4.6,183_0_4.6_1_4.6,4.6,9.2,hor,1,to,0.010932062,2.419209555,0,NA
183,0_4.6_1_4.6,183_0_4.6_1_4.6,4.6,9.2,hor,2,from,0.038087099,2.670606676,0,NA
183,0_4.6_1_4.6,183_0_4.6_1_4.6,4.6,9.2,hor,2,to,-0.104355613,2.25858963,0,NA
183,0_4.6_1_4.6,183_0_4.6_1_4.6,4.6,9.2,hor,3,from,0.0654511,3.071661062,0,NA
183,0_4.6_1_4.6,183_0_4.6_1_4.6,4.6,9.2,hor,3,to,0.010432115,2.67121273,0,NA
183,0_4.6_1_4.6,183_0_4.6_1_4.6,4.6,9.2,hor,4,from,0.113999071,2.808371782,0,NA
183,0_4.6_1_4.6,183_0_4.6_1_4.6,4.6,9.2,hor,4,to,-0.061572292,2.540426904,0,NA
183,0_4.6_1_4.6,183_0_4.6_1_4.6,4.6,9.2,hor,5,to,-0.000808159,2.806401858,0,NA
183,0_4.6_1_4.6,183_0_4.6_1_4.6,4.6,9.2,hor,5,from,0.015144866,2.622767842,0,NA
183,0_9.2_1_9.2,183_0_9.2_1_9.2,9.2,18.4,hor,5,to,-0.128865929,1.974066039,0,red
183,0_9.2_1_9.2,183_0_9.2_1_9.2,9.2,18.4,hor,5,from,0.111198739,2.596462922,0,red
183,0_9.2_1_9.2,183_0_9.2_1_9.2,9.2,18.4,hor,1,to,-0.148106152,2.187148781,0,red
183,0_9.2_1_9.2,183_0_9.2_1_9.2,9.2,18.4,hor,4,from,0.132229585,2.679814408,0,red
183,0_9.2_1_9.2,183_0_9.2_1_9.2,9.2,18.4,hor,1,from,0.108012575,2.095248307,0,red
183,0_9.2_1_9.2,183_0_9.2_1_9.2,9.2,18.4,hor,3,to,-0.062628765,2.476755297,0,red
183,0_9.2_1_9.2,183_0_9.2_1_9.2,9.2,18.4,hor,3,from,0.050593179,2.767651137,0,red
183,0_9.2_1_9.2,183_0_9.2_1_9.2,9.2,18.4,hor,2,to,-0.099147294,2.956962919,0,red
183,0_9.2_1_9.2,183_0_9.2_1_9.2,9.2,18.4,hor,2,from,0.057944105,2.933415938,0,red
183,0_9.2_1_9.2,183_0_9.2_1_9.2,9.2,18.4,hor,4,to,-0.119445349,2.181195079,0,red
183,1_0.29_0_0.29,183_1_0.29_0_0.29,0.29,0.58,ver,2,to,-0.069427384,2.737641063,1,NA
183,1_0.29_0_0.29,183_1_0.29_0_0.29,0.29,0.58,ver,1,from,0.007629317,3.213557016,1,NA
183,1_0.29_0_0.29,183_1_0.29_0_0.29,0.29,0.58,ver,3,from,0.032242816,3.239067534,1,NA
183,1_0.29_0_0.29,183_1_0.29_0_0.29,0.29,0.58,ver,1,to,0.03229175,2.775865942,0.946428571,NA
183,1_0.29_0_0.29,183_1_0.29_0_0.29,0.29,0.58,ver,3,to,-0.037168606,2.74656346,0.933962264,NA
183,1_0.29_0_0.29,183_1_0.29_0_0.29,0.29,0.58,ver,2,from,0.066411329,3.459926023,1,NA
183,1_0.29_0_0.29,183_1_0.29_0_0.29,0.29,0.58,ver,4,from,0.056006012,3.534740258,1,NA
183,1_0.29_0_0.29,183_1_0.29_0_0.29,0.29,0.58,ver,4,to,-0.019397035,2.483603899,0.908163265,NA
183,1_0.29_0_0.29,183_1_0.29_0_0.29,0.29,0.58,ver,5,from,0.039724277,3.120778234,1,NA
183,1_0.29_0_0.29,183_1_0.29_0_0.29,0.29,0.58,ver,5,to,-0.034717003,2.463028647,0.936936937,NA
183,1_0.58_0_0.58,183_1_0.58_0_0.58,0.58,1.16,ver,1,from,-0.028444052,3.476348495,1,NA
183,1_0.58_0_0.58,183_1_0.58_0_0.58,0.58,1.16,ver,1,to,-0.124946825,2.301958421,0.921875,NA
183,1_0.58_0_0.58,183_1_0.58_0_0.58,0.58,1.16,ver,2,from,0.020662959,2.927146348,1,NA
183,1_0.58_0_0.58,183_1_0.58_0_0.58,0.58,1.16,ver,4,from,-0.021057516,3.651048485,1,NA
183,1_0.58_0_0.58,183_1_0.58_0_0.58,0.58,1.16,ver,2,to,0.010158697,2.584353383,0.885416667,NA
183,1_0.58_0_0.58,183_1_0.58_0_0.58,0.58,1.16,ver,5,from,0.010395671,3.655816472,1,NA
183,1_0.58_0_0.58,183_1_0.58_0_0.58,0.58,1.16,ver,4,to,-0.050392703,2.511176533,0.908396947,NA
183,1_0.58_0_0.58,183_1_0.58_0_0.58,0.58,1.16,ver,3,from,0.042679286,3.27106541,1,NA
183,1_0.58_0_0.58,183_1_0.58_0_0.58,0.58,1.16,ver,3,to,-0.026165435,2.926262295,0.92,NA
183,1_0.58_0_0.58,183_1_0.58_0_0.58,0.58,1.16,ver,5,to,-0.03233184,2.857092911,0.907216495,NA
183,1_1.15_0_1.15,183_1_1.15_0_1.15,1.15,2.3,ver,1,from,0.100650178,3.004952538,1,NA
183,1_1.15_0_1.15,183_1_1.15_0_1.15,1.15,2.3,ver,1,to,-0.107758202,2.481452615,0.910828025,NA
183,1_1.15_0_1.15,183_1_1.15_0_1.15,1.15,2.3,ver,2,from,0.047583563,3.035528969,1,NA
183,1_1.15_0_1.15,183_1_1.15_0_1.15,1.15,2.3,ver,5,to,-0.113234286,2.471963613,0.885245902,NA
183,1_1.15_0_1.15,183_1_1.15_0_1.15,1.15,2.3,ver,2,to,-0.07075425,2.127372952,0.847457627,NA
183,1_1.15_0_1.15,183_1_1.15_0_1.15,1.15,2.3,ver,3,from,0.09409991,3.015698891,1,NA
183,1_1.15_0_1.15,183_1_1.15_0_1.15,1.15,2.3,ver,3,to,-0.087979429,2.334796502,0.844660194,NA
183,1_1.15_0_1.15,183_1_1.15_0_1.15,1.15,2.3,ver,4,from,-0.029632983,2.988454904,1,NA
183,1_1.15_0_1.15,183_1_1.15_0_1.15,1.15,2.3,ver,4,to,-0.044152526,2.799178383,0.851851852,NA
183,1_1.15_0_1.15,183_1_1.15_0_1.15,1.15,2.3,ver,5,from,0.053232221,3.021781581,0.991935484,NA
183,1_2.3_0_2.3,183_1_2.3_0_2.3,2.3,4.6,ver,1,from,-0.026272202,2.659234464,0.350993377,NA
183,1_2.3_0_2.3,183_1_2.3_0_2.3,2.3,4.6,ver,1,to,-0.102394831,2.294169112,0.26,NA
183,1_2.3_0_2.3,183_1_2.3_0_2.3,2.3,4.6,ver,2,from,0.118284784,2.813397546,0.468085106,NA
183,1_2.3_0_2.3,183_1_2.3_0_2.3,2.3,4.6,ver,2,to,-0.107380364,1.55986888,0.007246377,NA
183,1_2.3_0_2.3,183_1_2.3_0_2.3,2.3,4.6,ver,3,from,0.092766607,2.818262099,0.443661972,NA
183,1_2.3_0_2.3,183_1_2.3_0_2.3,2.3,4.6,ver,3,to,0.022428917,2.705610077,0.496503497,NA
183,1_2.3_0_2.3,183_1_2.3_0_2.3,2.3,4.6,ver,4,from,-0.021843693,2.759115366,0.351724138,NA
183,1_2.3_0_2.3,183_1_2.3_0_2.3,2.3,4.6,ver,5,from,0.056207192,2.754805671,0.376712329,NA
183,1_2.3_0_2.3,183_1_2.3_0_2.3,2.3,4.6,ver,4,to,0.039164244,1.889946218,0,NA
183,1_2.3_0_2.3,183_1_2.3_0_2.3,2.3,4.6,ver,5,to,0.021910025,2.589382305,0.603174603,NA
183,1_4.6_0_4.6,183_1_4.6_0_4.6,4.6,9.2,ver,1,from,-0.005362352,2.360245686,0,NA
183,1_4.6_0_4.6,183_1_4.6_0_4.6,4.6,9.2,ver,1,to,-0.063407697,2.116114322,0,NA
183,1_4.6_0_4.6,183_1_4.6_0_4.6,4.6,9.2,ver,2,from,0.004325682,2.913044682,0,NA
183,1_4.6_0_4.6,183_1_4.6_0_4.6,4.6,9.2,ver,2,to,-0.005900202,1.770245322,0,NA
183,1_4.6_0_4.6,183_1_4.6_0_4.6,4.6,9.2,ver,3,from,-0.065498429,2.440744912,0,NA
183,1_4.6_0_4.6,183_1_4.6_0_4.6,4.6,9.2,ver,3,to,-0.042157937,2.47261255,0,NA
183,1_4.6_0_4.6,183_1_4.6_0_4.6,4.6,9.2,ver,4,from,-0.010253319,2.015657959,0,NA
183,1_4.6_0_4.6,183_1_4.6_0_4.6,4.6,9.2,ver,4,to,-0.090760873,1.9986639,0,NA
183,1_4.6_0_4.6,183_1_4.6_0_4.6,4.6,9.2,ver,5,to,-0.006561569,2.651387521,0,NA
183,1_4.6_0_4.6,183_1_4.6_0_4.6,4.6,9.2,ver,5,from,-0.072505611,2.704538074,0,NA
183,1_9.2_0_9.2,183_1_9.2_0_9.2,9.2,18.4,ver,4,to,-0.011695272,2.359281201,0,black
183,1_9.2_0_9.2,183_1_9.2_0_9.2,9.2,18.4,ver,2,to,-0.05064854,2.313727477,0,black
183,1_9.2_0_9.2,183_1_9.2_0_9.2,9.2,18.4,ver,1,to,0.056758428,2.29447783,0,black
183,1_9.2_0_9.2,183_1_9.2_0_9.2,9.2,18.4,ver,4,from,-0.043401772,3.023570605,0,black
183,1_9.2_0_9.2,183_1_9.2_0_9.2,9.2,18.4,ver,3,to,-0.017202465,2.188812633,0,black
183,1_9.2_0_9.2,183_1_9.2_0_9.2,9.2,18.4,ver,5,to,-0.032542341,2.6395287,0,black
183,1_9.2_0_9.2,183_1_9.2_0_9.2,9.2,18.4,ver,2,from,0.019813714,3.064495519,0,black
183,1_9.2_0_9.2,183_1_9.2_0_9.2,9.2,18.4,ver,5,from,-0.02806385,3.316407808,0,black
183,1_9.2_0_9.2,183_1_9.2_0_9.2,9.2,18.4,ver,1,from,0.043090299,3.016952281,0,black
183,1_9.2_0_9.2,183_1_9.2_0_9.2,9.2,18.4,ver,3,from,0.044660714,2.983207516,0,black
184,0_0.29_1_0.29,184_0_0.29_1_0.29,0.29,0.58,hor,1,from,-0.011280621,1.338422883,0.957198444,NA
184,0_0.29_1_0.29,184_0_0.29_1_0.29,0.29,0.58,hor,3,from,0.049098578,1.384788378,0.9375,NA
184,0_0.29_1_0.29,184_0_0.29_1_0.29,0.29,0.58,hor,1,to,-0.02452352,0.949792176,0.911262799,NA
184,0_0.29_1_0.29,184_0_0.29_1_0.29,0.29,0.58,hor,3,to,-0.017936329,1.019137408,0.917695473,NA
184,0_0.29_1_0.29,184_0_0.29_1_0.29,0.29,0.58,hor,2,from,-0.017465734,1.243434543,0.942965779,NA
184,0_0.29_1_0.29,184_0_0.29_1_0.29,0.29,0.58,hor,4,from,0.008118574,1.351902307,0.930041152,NA
184,0_0.29_1_0.29,184_0_0.29_1_0.29,0.29,0.58,hor,2,to,-0.009977635,0.933473756,0.892733564,NA
184,0_0.29_1_0.29,184_0_0.29_1_0.29,0.29,0.58,hor,4,to,-0.052156885,1.089249959,0.920152091,NA
184,0_0.29_1_0.29,184_0_0.29_1_0.29,0.29,0.58,hor,5,from,0.01669342,1.323584834,0.961389961,NA
184,0_0.58_1_0.58,184_0_0.58_1_0.58,0.58,1.16,hor,1,from,-0.031384177,1.27284511,0.835820896,NA
184,0_0.58_1_0.58,184_0_0.58_1_0.58,0.58,1.16,hor,1,to,-0.060107247,0.994721026,0.67844523,NA
184,0_0.58_1_0.58,184_0_0.58_1_0.58,0.58,1.16,hor,2,from,-0.054173634,1.397067039,0.825726141,NA
184,0_0.58_1_0.58,184_0_0.58_1_0.58,0.58,1.16,hor,2,to,-0.041298535,0.949502241,0.644067797,NA
184,0_0.58_1_0.58,184_0_0.58_1_0.58,0.58,1.16,hor,4,to,-0.078307553,1.09695304,0.701149425,NA
184,0_0.58_1_0.58,184_0_0.58_1_0.58,0.58,1.16,hor,3,from,-0.022596918,1.384333807,0.852,NA
184,0_0.58_1_0.58,184_0_0.58_1_0.58,0.58,1.16,hor,5,from,-0.025171729,1.436367205,0.876,NA
184,0_0.58_1_0.58,184_0_0.58_1_0.58,0.58,1.16,hor,3,to,-0.019192803,1.134528338,0.74906367,NA
184,0_0.58_1_0.58,184_0_0.58_1_0.58,0.58,1.16,hor,4,from,-0.047455469,1.487598499,0.89539749,NA
184,0_0.58_1_0.58,184_0_0.58_1_0.58,0.58,1.16,hor,5,to,-0.110847256,1.021149101,0.709219858,NA
184,0_1.15_1_1.15,184_0_1.15_1_1.15,1.15,2.3,hor,1,from,-0.117596686,1.258028462,0.464285714,NA
184,0_1.15_1_1.15,184_0_1.15_1_1.15,1.15,2.3,hor,1,to,-0.066159888,1.016644487,0.160130719,NA
184,0_1.15_1_1.15,184_0_1.15_1_1.15,1.15,2.3,hor,2,from,-0.070432359,1.338761757,0.565693431,NA
184,0_1.15_1_1.15,184_0_1.15_1_1.15,1.15,2.3,hor,2,to,-0.110589627,0.94797018,0.125806452,NA
184,0_1.15_1_1.15,184_0_1.15_1_1.15,1.15,2.3,hor,3,from,-0.094028615,1.303025602,0.516363636,NA
184,0_1.15_1_1.15,184_0_1.15_1_1.15,1.15,2.3,hor,3,to,-0.048184182,1.026561004,0.207920792,NA
184,0_1.15_1_1.15,184_0_1.15_1_1.15,1.15,2.3,hor,5,to,-0.068374468,1.000479487,0.246666667,NA
184,0_1.15_1_1.15,184_0_1.15_1_1.15,1.15,2.3,hor,4,from,-0.064198175,1.419293178,0.679841897,NA
184,0_1.15_1_1.15,184_0_1.15_1_1.15,1.15,2.3,hor,4,to,-0.081771978,1.010253343,0.172638436,NA
184,0_1.15_1_1.15,184_0_1.15_1_1.15,1.15,2.3,hor,5,from,-0.072032091,1.383070571,0.621621622,NA
184,0_2.3_1_2.3,184_0_2.3_1_2.3,2.3,4.6,hor,1,from,-0.054430673,1.347103711,0,NA
184,0_2.3_1_2.3,184_0_2.3_1_2.3,2.3,4.6,hor,1,to,-0.036751892,1.201010215,0,NA
184,0_2.3_1_2.3,184_0_2.3_1_2.3,2.3,4.6,hor,2,from,-0.071678344,1.24978195,0,NA
184,0_2.3_1_2.3,184_0_2.3_1_2.3,2.3,4.6,hor,2,to,-0.056757928,1.130624848,0,NA
184,0_2.3_1_2.3,184_0_2.3_1_2.3,2.3,4.6,hor,3,from,-0.056013054,1.323475386,0,NA
184,0_2.3_1_2.3,184_0_2.3_1_2.3,2.3,4.6,hor,3,to,-0.072044751,1.139374096,0,NA
184,0_2.3_1_2.3,184_0_2.3_1_2.3,2.3,4.6,hor,4,from,-0.004798698,1.23115389,0,NA
184,0_2.3_1_2.3,184_0_2.3_1_2.3,2.3,4.6,hor,5,from,0.017969446,1.216616297,0,NA
184,0_2.3_1_2.3,184_0_2.3_1_2.3,2.3,4.6,hor,4,to,-0.004638183,1.267896395,0,NA
184,0_2.3_1_2.3,184_0_2.3_1_2.3,2.3,4.6,hor,5,to,-0.019070237,1.051896057,0,NA
184,0_4.6_1_4.6,184_0_4.6_1_4.6,4.6,9.2,hor,1,from,-0.035725048,1.58166749,0,NA
184,0_4.6_1_4.6,184_0_4.6_1_4.6,4.6,9.2,hor,1,to,-0.045550005,1.043616127,0,NA
184,0_4.6_1_4.6,184_0_4.6_1_4.6,4.6,9.2,hor,2,from,-0.040059221,1.583305449,0,NA
184,0_4.6_1_4.6,184_0_4.6_1_4.6,4.6,9.2,hor,2,to,-0.033573492,1.142307083,0,NA
184,0_4.6_1_4.6,184_0_4.6_1_4.6,4.6,9.2,hor,3,from,-0.071444804,1.563796072,0,NA
184,0_4.6_1_4.6,184_0_4.6_1_4.6,4.6,9.2,hor,3,to,-0.037877907,1.007011434,0,NA
184,0_4.6_1_4.6,184_0_4.6_1_4.6,4.6,9.2,hor,4,from,-0.003020076,1.492324952,0,NA
184,0_4.6_1_4.6,184_0_4.6_1_4.6,4.6,9.2,hor,4,to,-0.03955982,0.951054153,0,NA
184,0_4.6_1_4.6,184_0_4.6_1_4.6,4.6,9.2,hor,5,to,-0.031156555,1.07029154,0,NA
184,0_4.6_1_4.6,184_0_4.6_1_4.6,4.6,9.2,hor,5,from,-0.029656095,1.467056888,0,NA
184,0_9.2_1_9.2,184_0_9.2_1_9.2,9.2,18.4,hor,2,from,0.014693319,1.386935252,0,black
184,0_9.2_1_9.2,184_0_9.2_1_9.2,9.2,18.4,hor,1,to,-0.009930215,0.903293189,0,black
184,0_9.2_1_9.2,184_0_9.2_1_9.2,9.2,18.4,hor,4,from,-0.031157276,1.363367041,0,black
184,0_9.2_1_9.2,184_0_9.2_1_9.2,9.2,18.4,hor,2,to,-0.042315001,0.869619944,0,black
184,0_9.2_1_9.2,184_0_9.2_1_9.2,9.2,18.4,hor,1,from,0.022087567,1.247972944,0,black
184,0_9.2_1_9.2,184_0_9.2_1_9.2,9.2,18.4,hor,5,to,-0.065508685,0.871678363,0,black
184,0_9.2_1_9.2,184_0_9.2_1_9.2,9.2,18.4,hor,5,from,-0.008469058,1.519934424,0,black
184,0_9.2_1_9.2,184_0_9.2_1_9.2,9.2,18.4,hor,4,to,-0.078774875,0.879024983,0,black
184,0_9.2_1_9.2,184_0_9.2_1_9.2,9.2,18.4,hor,3,from,0.042199359,1.30369425,0,black
184,0_9.2_1_9.2,184_0_9.2_1_9.2,9.2,18.4,hor,3,to,-0.045070347,0.925112676,0,black
184,1_0.29_0_0.29,184_1_0.29_0_0.29,0.29,0.58,ver,1,from,-0.003642118,1.356445505,0.931451613,NA
184,1_0.29_0_0.29,184_1_0.29_0_0.29,0.29,0.58,ver,3,from,0.023004163,1.508451701,0.97008547,NA
184,1_0.29_0_0.29,184_1_0.29_0_0.29,0.29,0.58,ver,1,to,-0.041645993,1.134324916,0.945525292,NA
184,1_0.29_0_0.29,184_1_0.29_0_0.29,0.29,0.58,ver,3,to,0.012794286,1.173445373,0.939516129,NA
184,1_0.29_0_0.29,184_1_0.29_0_0.29,0.29,0.58,ver,2,from,0.014708762,1.304591146,0.9527897,NA
184,1_0.29_0_0.29,184_1_0.29_0_0.29,0.29,0.58,ver,4,from,0.022508843,1.53368632,0.969565217,NA
184,1_0.29_0_0.29,184_1_0.29_0_0.29,0.29,0.58,ver,4,to,-0.000509551,1.055660488,0.920863309,NA
184,1_0.29_0_0.29,184_1_0.29_0_0.29,0.29,0.58,ver,5,from,0.045673642,1.499532587,0.961702128,NA
184,1_0.29_0_0.29,184_1_0.29_0_0.29,0.29,0.58,ver,5,to,-0.033629064,1.136455346,0.955390335,NA
184,1_0.58_0_0.58,184_1_0.58_0_0.58,0.58,1.16,ver,1,from,0.022172694,1.361099079,0.836734694,NA
184,1_0.58_0_0.58,184_1_0.58_0_0.58,0.58,1.16,ver,1,to,0.023776753,0.959665023,0.66442953,NA
184,1_0.58_0_0.58,184_1_0.58_0_0.58,0.58,1.16,ver,2,from,-0.02304925,1.383552371,0.868217054,NA
184,1_0.58_0_0.58,184_1_0.58_0_0.58,0.58,1.16,ver,4,from,0.029266577,1.511893942,0.880658436,NA
184,1_0.58_0_0.58,184_1_0.58_0_0.58,0.58,1.16,ver,2,to,0.024385039,1.083689556,0.74368231,NA
184,1_0.58_0_0.58,184_1_0.58_0_0.58,0.58,1.16,ver,4,to,0.014375374,1.095691786,0.751748252,NA
184,1_0.58_0_0.58,184_1_0.58_0_0.58,0.58,1.16,ver,3,from,0.066810599,1.450102688,0.895582329,NA
184,1_0.58_0_0.58,184_1_0.58_0_0.58,0.58,1.16,ver,5,from,0.018865823,1.341366127,0.898496241,NA
184,1_0.58_0_0.58,184_1_0.58_0_0.58,0.58,1.16,ver,3,to,0.012451307,0.850582826,0.618892508,NA
184,1_0.58_0_0.58,184_1_0.58_0_0.58,0.58,1.16,ver,5,to,0.037253611,1.109846514,0.716312057,NA
184,1_1.15_0_1.15,184_1_1.15_0_1.15,1.15,2.3,ver,1,from,0.041434074,1.222060837,0.390410959,NA
184,1_1.15_0_1.15,184_1_1.15_0_1.15,1.15,2.3,ver,1,to,0.085154226,1.0472776,0.198083067,NA
184,1_1.15_0_1.15,184_1_1.15_0_1.15,1.15,2.3,ver,2,from,0.092851775,1.375643419,0.566539924,NA
184,1_1.15_0_1.15,184_1_1.15_0_1.15,1.15,2.3,ver,5,to,0.025328142,1.034768246,0.325842697,NA
184,1_1.15_0_1.15,184_1_1.15_0_1.15,1.15,2.3,ver,2,to,0.027291658,0.98015309,0.096273292,NA
184,1_1.15_0_1.15,184_1_1.15_0_1.15,1.15,2.3,ver,3,from,0.07262287,1.343789204,0.570866142,NA
184,1_1.15_0_1.15,184_1_1.15_0_1.15,1.15,2.3,ver,3,to,0.033061937,1.153714912,0.416342412,NA
184,1_1.15_0_1.15,184_1_1.15_0_1.15,1.15,2.3,ver,4,from,0.025075394,1.343383311,0.568627451,NA
184,1_1.15_0_1.15,184_1_1.15_0_1.15,1.15,2.3,ver,4,to,0.035115259,1.171327683,0.418326693,NA
184,1_1.15_0_1.15,184_1_1.15_0_1.15,1.15,2.3,ver,5,from,0.056728031,1.322667663,0.581027668,NA
184,1_2.3_0_2.3,184_1_2.3_0_2.3,2.3,4.6,ver,1,from,0.046596949,1.2082265,0,NA
