birdID,treatmentID,bird.treatment.block,stripe.size,grating.period,left.grating.orientation,replicate,to.from.feeder,avg.y.position,avg.x.velocity,percent.vstripes.fused,top.black.red
178,0_9.2_1_9.2,178_0_9.2_1_9.2,9.2,18.4,hor,3,to,-0.037964784,1.033262831,0,black
178,0_9.2_1_9.2,178_0_9.2_1_9.2,9.2,18.4,hor,3,from,0.073084387,1.55118726,0,black
178,1_0.29_0_0.29,178_1_0.29_0_0.29,0.29,0.58,ver,2,to,-0.088034617,1.620104234,0.962962963,NA
178,1_0.29_0_0.29,178_1_0.29_0_0.29,0.29,0.58,ver,1,from,0.113256669,1.666107549,0.986842105,NA
178,1_0.29_0_0.29,178_1_0.29_0_0.29,0.29,0.58,ver,3,from,0.095607782,1.759304227,1,NA
178,1_0.29_0_0.29,178_1_0.29_0_0.29,0.29,0.58,ver,1,to,-0.138644368,1.563900367,0.952380952,NA
178,1_0.29_0_0.29,178_1_0.29_0_0.29,0.29,0.58,ver,3,to,-0.135349064,1.538610773,0.953488372,NA
178,1_0.29_0_0.29,178_1_0.29_0_0.29,0.29,0.58,ver,2,from,0.161449737,1.694079963,0.986899563,NA
178,1_0.29_0_0.29,178_1_0.29_0_0.29,0.29,0.58,ver,5,from,0.033320714,1.561428883,0.988188976,NA
178,1_0.29_0_0.29,178_1_0.29_0_0.29,0.29,0.58,ver,4,from,0.110613325,1.79845656,0.990610329,NA
178,1_0.29_0_0.29,178_1_0.29_0_0.29,0.29,0.58,ver,5,to,-0.067481524,1.764476206,0.947368421,NA
178,1_0.29_0_0.29,178_1_0.29_0_0.29,0.29,0.58,ver,4,to,-0.148521146,1.470221127,0.889705882,NA
178,1_0.58_0_0.58,178_1_0.58_0_0.58,0.58,1.16,ver,4,from,0.058838921,1.666522467,0.951111111,NA
178,1_0.58_0_0.58,178_1_0.58_0_0.58,0.58,1.16,ver,1,from,0.086918724,1.554537465,0.929460581,NA
178,1_0.58_0_0.58,178_1_0.58_0_0.58,0.58,1.16,ver,4,to,-0.071981333,1.646320494,0.884615385,NA
178,1_0.58_0_0.58,178_1_0.58_0_0.58,0.58,1.16,ver,1,to,-0.081658869,1.563208233,0.871428571,NA
178,1_0.58_0_0.58,178_1_0.58_0_0.58,0.58,1.16,ver,2,from,0.056925434,1.610873003,0.904761905,NA
178,1_0.58_0_0.58,178_1_0.58_0_0.58,0.58,1.16,ver,2,to,-0.123314583,1.468622386,0.783653846,NA
178,1_0.58_0_0.58,178_1_0.58_0_0.58,0.58,1.16,ver,3,from,0.119944749,1.74118872,0.968609865,NA
178,1_0.58_0_0.58,178_1_0.58_0_0.58,0.58,1.16,ver,5,from,0.090572294,1.749871395,0.972972973,NA
178,1_0.58_0_0.58,178_1_0.58_0_0.58,0.58,1.16,ver,3,to,-0.129293133,1.441837686,0.787096774,NA
178,1_0.58_0_0.58,178_1_0.58_0_0.58,0.58,1.16,ver,5,to,-0.113388891,1.823339408,0.894736842,NA
178,1_1.15_0_1.15,178_1_1.15_0_1.15,1.15,2.3,ver,1,from,0.051923378,1.487582393,0.638211382,NA
178,1_1.15_0_1.15,178_1_1.15_0_1.15,1.15,2.3,ver,1,to,-0.062175608,1.123067627,0.463687151,NA
178,1_1.15_0_1.15,178_1_1.15_0_1.15,1.15,2.3,ver,2,from,0.105620852,1.538491224,0.728813559,NA
178,1_1.15_0_1.15,178_1_1.15_0_1.15,1.15,2.3,ver,2,to,-0.107367345,1.36559042,0.556910569,NA
178,1_1.15_0_1.15,178_1_1.15_0_1.15,1.15,2.3,ver,3,from,0.075516832,1.572295334,0.771784232,NA
178,1_1.15_0_1.15,178_1_1.15_0_1.15,1.15,2.3,ver,5,from,0.097610598,1.576308783,0.630434783,NA
178,1_1.15_0_1.15,178_1_1.15_0_1.15,1.15,2.3,ver,3,to,-0.099418355,1.299679726,0.529661017,NA
178,1_1.15_0_1.15,178_1_1.15_0_1.15,1.15,2.3,ver,5,to,-0.092772379,1.370030427,0.552631579,NA
178,1_1.15_0_1.15,178_1_1.15_0_1.15,1.15,2.3,ver,4,from,0.078830889,1.657897135,0.845132743,NA
178,1_1.15_0_1.15,178_1_1.15_0_1.15,1.15,2.3,ver,4,to,-0.138689384,1.449770347,0.541353383,NA
178,1_2.3_0_2.3,178_1_2.3_0_2.3,2.3,4.6,ver,1,from,0.100103207,1.445434844,0,NA
178,1_2.3_0_2.3,178_1_2.3_0_2.3,2.3,4.6,ver,1,to,-0.076246162,1.529881456,0,NA
178,1_2.3_0_2.3,178_1_2.3_0_2.3,2.3,4.6,ver,2,from,0.118883376,1.558623657,0,NA
178,1_2.3_0_2.3,178_1_2.3_0_2.3,2.3,4.6,ver,2,to,-0.082406526,1.10346667,0,NA
178,1_2.3_0_2.3,178_1_2.3_0_2.3,2.3,4.6,ver,3,from,0.098776466,1.615757909,0,NA
178,1_2.3_0_2.3,178_1_2.3_0_2.3,2.3,4.6,ver,3,to,-0.054487956,1.367344148,0,NA
178,1_2.3_0_2.3,178_1_2.3_0_2.3,2.3,4.6,ver,5,to,-0.118396912,1.43421914,0,NA
178,1_2.3_0_2.3,178_1_2.3_0_2.3,2.3,4.6,ver,4,from,0.096028825,1.417781959,0,NA
178,1_2.3_0_2.3,178_1_2.3_0_2.3,2.3,4.6,ver,4,to,-0.084632772,1.27848876,0,NA
178,1_2.3_0_2.3,178_1_2.3_0_2.3,2.3,4.6,ver,5,from,0.107837749,1.69032011,0,NA
178,1_4.6_0_4.6,178_1_4.6_0_4.6,4.6,9.2,ver,1,from,0.089159696,1.478179026,0,NA
178,1_4.6_0_4.6,178_1_4.6_0_4.6,4.6,9.2,ver,1,to,-0.078040422,0.996239156,0,NA
178,1_4.6_0_4.6,178_1_4.6_0_4.6,4.6,9.2,ver,2,from,0.092549421,1.504921227,0,NA
178,1_4.6_0_4.6,178_1_4.6_0_4.6,4.6,9.2,ver,2,to,-0.104508623,1.140852995,0,NA
178,1_4.6_0_4.6,178_1_4.6_0_4.6,4.6,9.2,ver,3,from,0.095776144,1.547054876,0,NA
178,1_4.6_0_4.6,178_1_4.6_0_4.6,4.6,9.2,ver,3,to,-0.089880845,1.207514082,0,NA
178,1_4.6_0_4.6,178_1_4.6_0_4.6,4.6,9.2,ver,4,from,0.06355377,1.782816041,0,NA
178,1_4.6_0_4.6,178_1_4.6_0_4.6,4.6,9.2,ver,5,from,0.070100458,1.593332453,0,NA
178,1_4.6_0_4.6,178_1_4.6_0_4.6,4.6,9.2,ver,4,to,-0.082238228,1.02330526,0,NA
178,1_4.6_0_4.6,178_1_4.6_0_4.6,4.6,9.2,ver,5,to,-0.109674749,1.156193273,0,NA
178,1_9.2_0_9.2,178_1_9.2_0_9.2,9.2,18.4,ver,1,to,-0.116124665,1.148101583,0,red
178,1_9.2_0_9.2,178_1_9.2_0_9.2,9.2,18.4,ver,1,from,0.075991555,1.554587596,0,red
178,1_9.2_0_9.2,178_1_9.2_0_9.2,9.2,18.4,ver,2,from,0.08863288,1.576696382,0,red
178,1_9.2_0_9.2,178_1_9.2_0_9.2,9.2,18.4,ver,4,from,0.056819113,1.387905761,0,red
178,1_9.2_0_9.2,178_1_9.2_0_9.2,9.2,18.4,ver,5,from,0.054953595,1.745951554,0,red
178,1_9.2_0_9.2,178_1_9.2_0_9.2,9.2,18.4,ver,3,to,-0.132466478,1.1954486,0,red
178,1_9.2_0_9.2,178_1_9.2_0_9.2,9.2,18.4,ver,3,from,0.09671185,1.420415362,0,red
178,1_9.2_0_9.2,178_1_9.2_0_9.2,9.2,18.4,ver,4,to,-0.101938715,1.051571655,0,red
178,1_9.2_0_9.2,178_1_9.2_0_9.2,9.2,18.4,ver,5,to,-0.069322684,1.25947878,0,red
181,0_0.29_1_0.29,181_0_0.29_1_0.29,0.29,0.58,hor,1,from,-0.003238205,2.709901497,1,NA
181,0_0.29_1_0.29,181_0_0.29_1_0.29,0.29,0.58,hor,3,from,0.071058961,2.381888009,0.993902439,NA
181,0_0.29_1_0.29,181_0_0.29_1_0.29,0.29,0.58,hor,1,to,-0.072393542,1.83583774,0.859375,NA
181,0_0.29_1_0.29,181_0_0.29_1_0.29,0.29,0.58,hor,3,to,-0.076510967,2.160097464,0.943396226,NA
181,0_0.29_1_0.29,181_0_0.29_1_0.29,0.29,0.58,hor,2,from,0.003090129,2.119006804,0.994505495,NA
181,0_0.29_1_0.29,181_0_0.29_1_0.29,0.29,0.58,hor,2,to,-0.083133228,2.052780242,0.837398374,NA
181,0_0.29_1_0.29,181_0_0.29_1_0.29,0.29,0.58,hor,4,to,-0.071895443,2.128225434,0.861111111,NA
181,0_0.29_1_0.29,181_0_0.29_1_0.29,0.29,0.58,hor,5,from,0.001580256,2.81115379,1,NA
181,0_0.29_1_0.29,181_0_0.29_1_0.29,0.29,0.58,hor,4,from,0.026324854,2.751847599,1,NA
181,0_0.58_1_0.58,181_0_0.58_1_0.58,0.58,1.16,hor,1,from,-0.029286407,1.939034795,0.89673913,NA
181,0_0.58_1_0.58,181_0_0.58_1_0.58,0.58,1.16,hor,1,to,-0.103279922,2.322373519,0.869565217,NA
181,0_0.58_1_0.58,181_0_0.58_1_0.58,0.58,1.16,hor,2,from,0.031144038,2.035030777,0.91160221,NA
181,0_0.58_1_0.58,181_0_0.58_1_0.58,0.58,1.16,hor,4,from,0.012718079,2.538332778,1,NA
181,0_0.58_1_0.58,181_0_0.58_1_0.58,0.58,1.16,hor,2,to,-0.092759156,2.434176357,0.944827586,NA
181,0_0.58_1_0.58,181_0_0.58_1_0.58,0.58,1.16,hor,5,from,0.001388321,2.363809055,0.969325153,NA
181,0_0.58_1_0.58,181_0_0.58_1_0.58,0.58,1.16,hor,4,to,-0.103891045,2.26945152,0.822916667,NA
181,0_0.58_1_0.58,181_0_0.58_1_0.58,0.58,1.16,hor,3,from,0.015004555,2.372351774,1,NA
181,0_0.58_1_0.58,181_0_0.58_1_0.58,0.58,1.16,hor,3,to,-0.031107739,2.546232342,0.85,NA
181,0_0.58_1_0.58,181_0_0.58_1_0.58,0.58,1.16,hor,5,to,-0.077608248,2.644548062,0.875,NA
181,0_1.15_1_1.15,181_0_1.15_1_1.15,1.15,2.3,hor,1,from,-0.065456613,2.066393286,0.893617021,NA
181,0_1.15_1_1.15,181_0_1.15_1_1.15,1.15,2.3,hor,1,to,-0.093203437,2.195979312,0.798742138,NA
181,0_1.15_1_1.15,181_0_1.15_1_1.15,1.15,2.3,hor,2,from,-0.02715018,2.248592428,0.856321839,NA
181,0_1.15_1_1.15,181_0_1.15_1_1.15,1.15,2.3,hor,2,to,-0.089485155,2.205460539,0.780645161,NA
181,0_1.15_1_1.15,181_0_1.15_1_1.15,1.15,2.3,hor,3,from,-0.037210128,2.031228906,0.863387978,NA
181,0_1.15_1_1.15,181_0_1.15_1_1.15,1.15,2.3,hor,3,to,-0.083522732,2.398355228,0.826666667,NA
181,0_1.15_1_1.15,181_0_1.15_1_1.15,1.15,2.3,hor,5,to,-0.095763567,2.246853584,0.741721854,NA
181,0_1.15_1_1.15,181_0_1.15_1_1.15,1.15,2.3,hor,4,from,-0.039107589,2.406117459,0.9125,NA
181,0_1.15_1_1.15,181_0_1.15_1_1.15,1.15,2.3,hor,4,to,-0.114547984,2.26979727,0.765100671,NA
181,0_1.15_1_1.15,181_0_1.15_1_1.15,1.15,2.3,hor,5,from,0.008949632,2.05082808,0.869109948,NA
181,0_2.3_1_2.3,181_0_2.3_1_2.3,2.3,4.6,hor,1,from,-0.053416775,2.143968682,0,NA
181,0_2.3_1_2.3,181_0_2.3_1_2.3,2.3,4.6,hor,1,to,-0.083156889,1.987122307,0.322834646,NA
181,0_2.3_1_2.3,181_0_2.3_1_2.3,2.3,4.6,hor,2,from,-0.050056663,2.152057308,0.22754491,NA
181,0_2.3_1_2.3,181_0_2.3_1_2.3,2.3,4.6,hor,2,to,-0.039105383,2.034060609,0.314049587,NA
181,0_2.3_1_2.3,181_0_2.3_1_2.3,2.3,4.6,hor,3,from,-0.011609611,2.226106115,0.203592814,NA
181,0_2.3_1_2.3,181_0_2.3_1_2.3,2.3,4.6,hor,3,to,-0.019031257,2.173904118,0.385321101,NA
181,0_2.3_1_2.3,181_0_2.3_1_2.3,2.3,4.6,hor,4,from,-0.009628855,2.465925863,0.402515723,NA
181,0_2.3_1_2.3,181_0_2.3_1_2.3,2.3,4.6,hor,4,to,-0.024474694,2.144003003,0.303225806,NA
181,0_2.3_1_2.3,181_0_2.3_1_2.3,2.3,4.6,hor,5,from,-0.048260098,2.047414443,0.137566138,NA
181,0_2.3_1_2.3,181_0_2.3_1_2.3,2.3,4.6,hor,5,to,-0.024248579,2.18424623,0.411764706,NA
181,0_4.6_1_4.6,181_0_4.6_1_4.6,4.6,9.2,hor,1,from,0.029323627,2.520410917,0,NA
181,0_4.6_1_4.6,181_0_4.6_1_4.6,4.6,9.2,hor,1,to,-0.034751542,2.071248389,0,NA
181,0_4.6_1_4.6,181_0_4.6_1_4.6,4.6,9.2,hor,2,from,0.023878981,2.686524442,0,NA
181,0_4.6_1_4.6,181_0_4.6_1_4.6,4.6,9.2,hor,2,to,-0.036485377,2.176256299,0,NA
181,0_4.6_1_4.6,181_0_4.6_1_4.6,4.6,9.2,hor,3,from,-0.016214816,2.743894474,0,NA
181,0_4.6_1_4.6,181_0_4.6_1_4.6,4.6,9.2,hor,3,to,-0.005472475,2.46696667,0,NA
181,0_4.6_1_4.6,181_0_4.6_1_4.6,4.6,9.2,hor,4,from,-0.018843815,2.836790551,0,NA
181,0_4.6_1_4.6,181_0_4.6_1_4.6,4.6,9.2,hor,4,to,-0.028248233,2.089020487,0,NA
181,0_4.6_1_4.6,181_0_4.6_1_4.6,4.6,9.2,hor,5,to,0.023908055,2.505719473,0,NA
181,0_4.6_1_4.6,181_0_4.6_1_4.6,4.6,9.2,hor,5,from,0.003359856,3.099339587,0,NA
181,0_9.2_1_9.2,181_0_9.2_1_9.2,9.2,18.4,hor,3,to,-0.065967173,2.100796925,0,black
181,0_9.2_1_9.2,181_0_9.2_1_9.2,9.2,18.4,hor,5,to,-0.041526027,1.757244853,0,black
181,0_9.2_1_9.2,181_0_9.2_1_9.2,9.2,18.4,hor,1,from,0.002556829,2.206068393,0,black
181,0_9.2_1_9.2,181_0_9.2_1_9.2,9.2,18.4,hor,1,to,-0.071507203,2.029372373,0,black
181,0_9.2_1_9.2,181_0_9.2_1_9.2,9.2,18.4,hor,3,from,0.059185685,2.236568428,0,black
181,0_9.2_1_9.2,181_0_9.2_1_9.2,9.2,18.4,hor,4,to,-0.03967211,2.42748701,0,black
181,0_9.2_1_9.2,181_0_9.2_1_9.2,9.2,18.4,hor,2,to,-0.001827858,2.279118266,0,black
181,0_9.2_1_9.2,181_0_9.2_1_9.2,9.2,18.4,hor,5,from,-0.019811654,1.662415485,0,black
181,0_9.2_1_9.2,181_0_9.2_1_9.2,9.2,18.4,hor,2,from,0.058243353,2.100278832,0,black
181,0_9.2_1_9.2,181_0_9.2_1_9.2,9.2,18.4,hor,4,from,0.107735827,2.579618526,0,black
181,1_0.29_0_0.29,181_1_0.29_0_0.29,0.29,0.58,ver,1,from,-0.026666365,1.998186953,0.989528796,NA
181,1_0.29_0_0.29,181_1_0.29_0_0.29,0.29,0.58,ver,3,from,0.020249552,2.238704634,0.970414201,NA
181,1_0.29_0_0.29,181_1_0.29_0_0.29,0.29,0.58,ver,1,to,-0.012871872,2.076862558,0.919354839,NA
181,1_0.29_0_0.29,181_1_0.29_0_0.29,0.29,0.58,ver,3,to,-0.0435776,2.244057074,0.981481481,NA
181,1_0.29_0_0.29,181_1_0.29_0_0.29,0.29,0.58,ver,2,from,-0.000210928,2.106431055,0.993197279,NA
181,1_0.29_0_0.29,181_1_0.29_0_0.29,0.29,0.58,ver,4,to,0.076028723,1.971251818,0.894308943,NA
181,1_0.29_0_0.29,181_1_0.29_0_0.29,0.29,0.58,ver,5,from,-0.00773294,2.624264347,1,NA
181,1_0.29_0_0.29,181_1_0.29_0_0.29,0.29,0.58,ver,4,from,-0.017405484,2.321269511,0.981595092,NA
181,1_0.29_0_0.29,181_1_0.29_0_0.29,0.29,0.58,ver,5,to,0.005772521,2.011920985,0.964497041,NA
181,1_0.58_0_0.58,181_1_0.58_0_0.58,0.58,1.16,ver,4,from,0.067262278,2.294110141,0.9375,NA
181,1_0.58_0_0.58,181_1_0.58_0_0.58,0.58,1.16,ver,1,from,0.082551729,2.016145471,0.953367876,NA
181,1_0.58_0_0.58,181_1_0.58_0_0.58,0.58,1.16,ver,1,to,0.004388449,2.192560556,0.820754717,NA
181,1_0.58_0_0.58,181_1_0.58_0_0.58,0.58,1.16,ver,2,from,0.037306972,2.530035829,1,NA
181,1_0.58_0_0.58,181_1_0.58_0_0.58,0.58,1.16,ver,2,to,-0.022507704,1.674180795,0.8,NA
181,1_0.58_0_0.58,181_1_0.58_0_0.58,0.58,1.16,ver,5,from,0.04131456,2.09619499,0.926553672,NA
181,1_0.58_0_0.58,181_1_0.58_0_0.58,0.58,1.16,ver,4,to,-0.007901758,2.367893656,0.891156463,NA
181,1_0.58_0_0.58,181_1_0.58_0_0.58,0.58,1.16,ver,3,from,-0.015751133,2.12637683,0.933333333,NA
181,1_1.15_0_1.15,181_1_1.15_0_1.15,1.15,2.3,ver,1,from,0.021570335,2.051009103,0.723529412,NA
181,1_1.15_0_1.15,181_1_1.15_0_1.15,1.15,2.3,ver,1,to,0.03471964,1.960131812,0.784615385,NA
181,1_1.15_0_1.15,181_1_1.15_0_1.15,1.15,2.3,ver,2,from,-0.002498683,2.347554955,0.87195122,NA
181,1_1.15_0_1.15,181_1_1.15_0_1.15,1.15,2.3,ver,5,to,0.050151355,2.139717052,0.728971963,NA
181,1_1.15_0_1.15,181_1_1.15_0_1.15,1.15,2.3,ver,2,to,-0.002349795,2.295654901,0.727272727,NA
181,1_1.15_0_1.15,181_1_1.15_0_1.15,1.15,2.3,ver,3,from,-0.089719782,2.122327628,1,NA
181,1_1.15_0_1.15,181_1_1.15_0_1.15,1.15,2.3,ver,3,to,-0.005235774,2.346747908,0.766990291,NA
181,1_1.15_0_1.15,181_1_1.15_0_1.15,1.15,2.3,ver,4,from,0.004354915,1.994185755,0.804232804,NA
181,1_1.15_0_1.15,181_1_1.15_0_1.15,1.15,2.3,ver,5,from,-0.072112542,2.111105059,0.823529412,NA
181,1_1.15_0_1.15,181_1_1.15_0_1.15,1.15,2.3,ver,4,to,0.053668916,1.933909825,0.781609195,NA
181,1_2.3_0_2.3,181_1_2.3_0_2.3,2.3,4.6,ver,1,from,-0.002029058,2.583982224,0.381578947,NA
181,1_2.3_0_2.3,181_1_2.3_0_2.3,2.3,4.6,ver,1,to,0.004118697,2.216774831,0.504504505,NA
181,1_2.3_0_2.3,181_1_2.3_0_2.3,2.3,4.6,ver,2,from,0.02862247,2.780109861,0.659722222,NA
181,1_2.3_0_2.3,181_1_2.3_0_2.3,2.3,4.6,ver,2,to,-0.002144467,2.211403412,0.474226804,NA
181,1_2.3_0_2.3,181_1_2.3_0_2.3,2.3,4.6,ver,3,from,-0.00224126,2.558870742,0.367741935,NA
181,1_2.3_0_2.3,181_1_2.3_0_2.3,2.3,4.6,ver,3,to,-0.049818427,2.276687601,0.560344828,NA
181,1_2.3_0_2.3,181_1_2.3_0_2.3,2.3,4.6,ver,4,from,-0.025047332,2.353640538,0.230769231,NA
181,1_2.3_0_2.3,181_1_2.3_0_2.3,2.3,4.6,ver,4,to,-0.044135291,2.308678321,0.490066225,NA
181,1_2.3_0_2.3,181_1_2.3_0_2.3,2.3,4.6,ver,5,from,0.003808873,2.504480423,0.581967213,NA
181,1_2.3_0_2.3,181_1_2.3_0_2.3,2.3,4.6,ver,5,to,-0.0170708,2.312239484,0.423076923,NA
181,1_4.6_0_4.6,181_1_4.6_0_4.6,4.6,9.2,ver,1,from,-0.05340035,2.540038961,0,NA
181,1_4.6_0_4.6,181_1_4.6_0_4.6,4.6,9.2,ver,1,to,-0.045056001,2.492373234,0,NA
181,1_4.6_0_4.6,181_1_4.6_0_4.6,4.6,9.2,ver,2,from,-0.022102161,2.674325555,0,NA
181,1_4.6_0_4.6,181_1_4.6_0_4.6,4.6,9.2,ver,2,to,-0.046963606,2.352666652,0,NA
181,1_4.6_0_4.6,181_1_4.6_0_4.6,4.6,9.2,ver,3,from,0.099395664,2.967255727,0,NA
