birdID,treatmentID,bird.treatment.block,dot.density,left.wall.speed,right.wall.speed,wall.diff.L-R,replicate,to.from.feeder,avg.y.position,avg.x.velocity
187,NA_0_3200_0.2572_-0.2572_255,187_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,from,0.038297554,2.378521657
188,NA_0_3200_0.2572_-0.2572_255,188_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,from,-0.016985484,2.042125832
189,NA_0_3200_0.2572_-0.2572_255,189_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,from,0.019152205,3.080995008
190,NA_0_3200_0.2572_-0.2572_255,190_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,from,0.066622691,2.368838717
192,NA_0_3200_0.2572_-0.2572_255,192_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,from,0.04575635,1.534400476
194,NA_0_3200_0.2572_-0.2572_255,194_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,from,0.040066333,3.658096549
195,NA_0_3200_0.2572_-0.2572_255,195_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,from,0.051149994,2.717264557
196,NA_0_3200_0.2572_-0.2572_255,196_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,from,0.13007619,2.341593939
197,NA_0_3200_0.2572_-0.2572_255,197_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,from,0.150340908,2.455818972
198,NA_0_3200_0.2572_-0.2572_255,198_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,from,0.012398603,2.99023431
187,NA_0_6400_-0.2572_0.2572_255,187_NA_0_6400_-0.2572_0.2572_255,6400,-0.2572,0.2572,-0.5144,1,from,-0.100978526,2.400688892
188,NA_0_6400_-0.2572_0.2572_255,188_NA_0_6400_-0.2572_0.2572_255,6400,-0.2572,0.2572,-0.5144,1,from,-0.140969973,1.852266399
189,NA_0_6400_-0.2572_0.2572_255,189_NA_0_6400_-0.2572_0.2572_255,6400,-0.2572,0.2572,-0.5144,1,from,0.024316455,3.339600302
190,NA_0_6400_-0.2572_0.2572_255,190_NA_0_6400_-0.2572_0.2572_255,6400,-0.2572,0.2572,-0.5144,1,from,0.025170229,2.310509163
192,NA_0_6400_-0.2572_0.2572_255,192_NA_0_6400_-0.2572_0.2572_255,6400,-0.2572,0.2572,-0.5144,1,from,0.061324537,1.304792608
194,NA_0_6400_-0.2572_0.2572_255,194_NA_0_6400_-0.2572_0.2572_255,6400,-0.2572,0.2572,-0.5144,1,from,0.04686926,3.554500513
195,NA_0_6400_-0.2572_0.2572_255,195_NA_0_6400_-0.2572_0.2572_255,6400,-0.2572,0.2572,-0.5144,1,from,-0.032627227,3.067330135
196,NA_0_6400_-0.2572_0.2572_255,196_NA_0_6400_-0.2572_0.2572_255,6400,-0.2572,0.2572,-0.5144,1,from,0.003152185,2.81544685
197,NA_0_6400_-0.2572_0.2572_255,197_NA_0_6400_-0.2572_0.2572_255,6400,-0.2572,0.2572,-0.5144,1,from,0.033344276,1.725309087
198,NA_0_6400_-0.2572_0.2572_255,198_NA_0_6400_-0.2572_0.2572_255,6400,-0.2572,0.2572,-0.5144,1,from,0.08516834,3.682046797
187,NA_0_6400_0_0_255,187_NA_0_6400_0_0_255,6400,0,0,0,1,from,-0.025732998,1.760629999
188,NA_0_6400_0_0_255,188_NA_0_6400_0_0_255,6400,0,0,0,1,from,-0.109067555,1.599474901
189,NA_0_6400_0_0_255,189_NA_0_6400_0_0_255,6400,0,0,0,1,from,-0.037325709,3.110251226
190,NA_0_6400_0_0_255,190_NA_0_6400_0_0_255,6400,0,0,0,1,from,0.01523107,2.223433673
192,NA_0_6400_0_0_255,192_NA_0_6400_0_0_255,6400,0,0,0,1,from,0.127042385,1.375688914
194,NA_0_6400_0_0_255,194_NA_0_6400_0_0_255,6400,0,0,0,1,from,0.152297009,2.880758446
195,NA_0_6400_0_0_255,195_NA_0_6400_0_0_255,6400,0,0,0,1,from,0.103473898,3.291392625
196,NA_0_6400_0_0_255,196_NA_0_6400_0_0_255,6400,0,0,0,1,from,0.123828807,1.915280456
197,NA_0_6400_0_0_255,197_NA_0_6400_0_0_255,6400,0,0,0,1,from,0.049305997,1.672673584
198,NA_0_6400_0_0_255,198_NA_0_6400_0_0_255,6400,0,0,0,1,from,0.112010639,3.327394766
187,NA_0_6400_0.2572_-0.2572_255,187_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,from,0.025494773,2.335495292
188,NA_0_6400_0.2572_-0.2572_255,188_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,from,-0.037108629,2.568174872
190,NA_0_6400_0.2572_-0.2572_255,190_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,from,0.058379472,2.451662731
192,NA_0_6400_0.2572_-0.2572_255,192_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,from,0.062173128,1.355464087
194,NA_0_6400_0.2572_-0.2572_255,194_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,from,0.181214775,2.359471712
195,NA_0_6400_0.2572_-0.2572_255,195_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,from,0.035805252,3.216049412
196,NA_0_6400_0.2572_-0.2572_255,196_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,from,0.085874598,3.057498512
197,NA_0_6400_0.2572_-0.2572_255,197_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,from,0.009450182,2.507548166
198,NA_0_6400_0.2572_-0.2572_255,198_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,from,0.095319388,3.203302188
188,NA_0_12800_-0.2572_0.2572_255,188_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,1,to,0.173854902,2.077410389
189,NA_0_12800_-0.2572_0.2572_255,189_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,1,to,-0.133525386,2.391251255
190,NA_0_12800_-0.2572_0.2572_255,190_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,1,to,-0.058308835,1.635561068
192,NA_0_12800_-0.2572_0.2572_255,192_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,1,to,0.095923466,1.322827566
194,NA_0_12800_-0.2572_0.2572_255,194_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,1,to,-0.110910177,3.130987915
195,NA_0_12800_-0.2572_0.2572_255,195_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,1,to,-0.044295389,2.127770853
196,NA_0_12800_-0.2572_0.2572_255,196_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,1,to,0.092991764,2.897689569
197,NA_0_12800_-0.2572_0.2572_255,197_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,1,to,0.013722721,1.831747986
198,NA_0_12800_-0.2572_0.2572_255,198_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,1,to,-0.024502565,2.793545539
187,NA_0_12800_0_0_255,187_NA_0_12800_0_0_255,12800,0,0,0,1,to,-0.053742585,1.736817634
188,NA_0_12800_0_0_255,188_NA_0_12800_0_0_255,12800,0,0,0,1,to,0.185623793,1.690573105
189,NA_0_12800_0_0_255,189_NA_0_12800_0_0_255,12800,0,0,0,1,to,-0.158805078,1.954933855
190,NA_0_12800_0_0_255,190_NA_0_12800_0_0_255,12800,0,0,0,1,to,0.009582205,2.00487912
192,NA_0_12800_0_0_255,192_NA_0_12800_0_0_255,12800,0,0,0,1,to,-0.05715435,1.308513697
195,NA_0_12800_0_0_255,195_NA_0_12800_0_0_255,12800,0,0,0,1,to,-0.035029966,2.140113
196,NA_0_12800_0_0_255,196_NA_0_12800_0_0_255,12800,0,0,0,1,to,0.0885358,2.816866271
197,NA_0_12800_0_0_255,197_NA_0_12800_0_0_255,12800,0,0,0,1,to,-0.007773578,2.128438506
198,NA_0_12800_0_0_255,198_NA_0_12800_0_0_255,12800,0,0,0,1,to,-0.023756452,3.008990606
187,NA_0_12800_0.2572_-0.2572_255,187_NA_0_12800_0.2572_-0.2572_255,12800,0.2572,-0.2572,0.5144,1,to,-0.073626964,1.743845963
188,NA_0_12800_0.2572_-0.2572_255,188_NA_0_12800_0.2572_-0.2572_255,12800,0.2572,-0.2572,0.5144,1,to,0.185259441,1.801178187
189,NA_0_12800_0.2572_-0.2572_255,189_NA_0_12800_0.2572_-0.2572_255,12800,0.2572,-0.2572,0.5144,1,to,-0.185331322,2.134356354
190,NA_0_12800_0.2572_-0.2572_255,190_NA_0_12800_0.2572_-0.2572_255,12800,0.2572,-0.2572,0.5144,1,to,-0.031236057,2.28911391
192,NA_0_12800_0.2572_-0.2572_255,192_NA_0_12800_0.2572_-0.2572_255,12800,0.2572,-0.2572,0.5144,1,to,0.012044281,1.374548264
194,NA_0_12800_0.2572_-0.2572_255,194_NA_0_12800_0.2572_-0.2572_255,12800,0.2572,-0.2572,0.5144,1,to,-0.051532713,2.550924838
195,NA_0_12800_0.2572_-0.2572_255,195_NA_0_12800_0.2572_-0.2572_255,12800,0.2572,-0.2572,0.5144,1,to,-0.049757036,2.623112734
197,NA_0_12800_0.2572_-0.2572_255,197_NA_0_12800_0.2572_-0.2572_255,12800,0.2572,-0.2572,0.5144,1,to,-0.003253458,1.504037548
198,NA_0_12800_0.2572_-0.2572_255,198_NA_0_12800_0.2572_-0.2572_255,12800,0.2572,-0.2572,0.5144,1,to,-0.004018477,2.459289937
187,NA_0_3200_-0.2572_0.2572_255,187_NA_0_3200_-0.2572_0.2572_255,3200,-0.2572,0.2572,-0.5144,1,to,-0.051138377,1.483055431
188,NA_0_3200_-0.2572_0.2572_255,188_NA_0_3200_-0.2572_0.2572_255,3200,-0.2572,0.2572,-0.5144,1,to,0.179384139,1.919382125
189,NA_0_3200_-0.2572_0.2572_255,189_NA_0_3200_-0.2572_0.2572_255,3200,-0.2572,0.2572,-0.5144,1,to,-0.121256607,1.607784053
190,NA_0_3200_-0.2572_0.2572_255,190_NA_0_3200_-0.2572_0.2572_255,3200,-0.2572,0.2572,-0.5144,1,to,-0.08912583,1.349757281
192,NA_0_3200_-0.2572_0.2572_255,192_NA_0_3200_-0.2572_0.2572_255,3200,-0.2572,0.2572,-0.5144,1,to,-0.00743825,1.306643862
194,NA_0_3200_-0.2572_0.2572_255,194_NA_0_3200_-0.2572_0.2572_255,3200,-0.2572,0.2572,-0.5144,1,to,-0.042416315,2.488132861
195,NA_0_3200_-0.2572_0.2572_255,195_NA_0_3200_-0.2572_0.2572_255,3200,-0.2572,0.2572,-0.5144,1,to,-0.067516571,2.087076376
196,NA_0_3200_-0.2572_0.2572_255,196_NA_0_3200_-0.2572_0.2572_255,3200,-0.2572,0.2572,-0.5144,1,to,0.062284692,2.209366062
197,NA_0_3200_-0.2572_0.2572_255,197_NA_0_3200_-0.2572_0.2572_255,3200,-0.2572,0.2572,-0.5144,1,to,-0.004806181,1.900049192
198,NA_0_3200_-0.2572_0.2572_255,198_NA_0_3200_-0.2572_0.2572_255,3200,-0.2572,0.2572,-0.5144,1,to,0.058979961,2.152179791
188,NA_0_3200_0_0_255,188_NA_0_3200_0_0_255,3200,0,0,0,1,to,0.15341651,1.653902225
189,NA_0_3200_0_0_255,189_NA_0_3200_0_0_255,3200,0,0,0,1,to,-0.186571739,1.965865231
190,NA_0_3200_0_0_255,190_NA_0_3200_0_0_255,3200,0,0,0,1,to,-0.008645193,2.086449135
192,NA_0_3200_0_0_255,192_NA_0_3200_0_0_255,3200,0,0,0,1,to,0.060540362,1.226129922
194,NA_0_3200_0_0_255,194_NA_0_3200_0_0_255,3200,0,0,0,1,to,-0.122658856,2.487961684
196,NA_0_3200_0_0_255,196_NA_0_3200_0_0_255,3200,0,0,0,1,to,0.050375153,1.568409356
197,NA_0_3200_0_0_255,197_NA_0_3200_0_0_255,3200,0,0,0,1,to,-0.020650534,1.576315833
198,NA_0_3200_0_0_255,198_NA_0_3200_0_0_255,3200,0,0,0,1,to,-0.009793077,2.373968136
187,NA_0_3200_0.2572_-0.2572_255,187_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,to,-0.061945904,2.154640856
188,NA_0_3200_0.2572_-0.2572_255,188_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,to,0.185244035,1.960635915
189,NA_0_3200_0.2572_-0.2572_255,189_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,to,-0.135947411,3.075754586
190,NA_0_3200_0.2572_-0.2572_255,190_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,to,0.00112892,2.102192908
192,NA_0_3200_0.2572_-0.2572_255,192_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,to,-0.073920113,1.275638522
194,NA_0_3200_0.2572_-0.2572_255,194_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,to,-0.064389707,3.204686728
195,NA_0_3200_0.2572_-0.2572_255,195_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,to,-0.05165996,2.097005674
196,NA_0_3200_0.2572_-0.2572_255,196_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,to,0.076713632,2.281155558
197,NA_0_3200_0.2572_-0.2572_255,197_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,to,0.051664568,2.022011536
198,NA_0_3200_0.2572_-0.2572_255,198_NA_0_3200_0.2572_-0.2572_255,3200,0.2572,-0.2572,0.5144,1,to,-0.063237808,2.752437839
187,NA_0_6400_-0.2572_0.2572_255,187_NA_0_6400_-0.2572_0.2572_255,6400,-0.2572,0.2572,-0.5144,1,to,-0.086656628,1.942076532
188,NA_0_6400_-0.2572_0.2572_255,188_NA_0_6400_-0.2572_0.2572_255,6400,-0.2572,0.2572,-0.5144,1,to,0.15769814,1.158959622
190,NA_0_6400_-0.2572_0.2572_255,190_NA_0_6400_-0.2572_0.2572_255,6400,-0.2572,0.2572,-0.5144,1,to,-0.043782875,1.839341668
192,NA_0_6400_-0.2572_0.2572_255,192_NA_0_6400_-0.2572_0.2572_255,6400,-0.2572,0.2572,-0.5144,1,to,-0.015941451,1.371529774
195,NA_0_6400_-0.2572_0.2572_255,195_NA_0_6400_-0.2572_0.2572_255,6400,-0.2572,0.2572,-0.5144,1,to,-0.013191417,2.70466641
197,NA_0_6400_-0.2572_0.2572_255,197_NA_0_6400_-0.2572_0.2572_255,6400,-0.2572,0.2572,-0.5144,1,to,0.073768454,1.516274475
198,NA_0_6400_-0.2572_0.2572_255,198_NA_0_6400_-0.2572_0.2572_255,6400,-0.2572,0.2572,-0.5144,1,to,0.001214217,2.867822942
187,NA_0_6400_0_0_255,187_NA_0_6400_0_0_255,6400,0,0,0,1,to,-0.023116188,1.523781448
188,NA_0_6400_0_0_255,188_NA_0_6400_0_0_255,6400,0,0,0,1,to,0.13428624,1.090873355
189,NA_0_6400_0_0_255,189_NA_0_6400_0_0_255,6400,0,0,0,1,to,-0.145515359,2.694229136
190,NA_0_6400_0_0_255,190_NA_0_6400_0_0_255,6400,0,0,0,1,to,-0.077387059,1.569628322
192,NA_0_6400_0_0_255,192_NA_0_6400_0_0_255,6400,0,0,0,1,to,-0.062344222,1.2941766
194,NA_0_6400_0_0_255,194_NA_0_6400_0_0_255,6400,0,0,0,1,to,0.057581989,2.711822027
195,NA_0_6400_0_0_255,195_NA_0_6400_0_0_255,6400,0,0,0,1,to,-0.010696702,2.404490302
196,NA_0_6400_0_0_255,196_NA_0_6400_0_0_255,6400,0,0,0,1,to,0.049015092,2.233722868
197,NA_0_6400_0_0_255,197_NA_0_6400_0_0_255,6400,0,0,0,1,to,0.096199831,1.73250593
198,NA_0_6400_0_0_255,198_NA_0_6400_0_0_255,6400,0,0,0,1,to,-0.042720006,2.711039818
187,NA_0_6400_0.2572_-0.2572_255,187_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,to,-0.065899752,1.946999824
188,NA_0_6400_0.2572_-0.2572_255,188_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,to,0.177916413,1.936293461
189,NA_0_6400_0.2572_-0.2572_255,189_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,to,-0.172633237,1.840557696
190,NA_0_6400_0.2572_-0.2572_255,190_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,to,-0.035862835,2.281866547
192,NA_0_6400_0.2572_-0.2572_255,192_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,to,0.025214562,1.433003458
194,NA_0_6400_0.2572_-0.2572_255,194_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,to,-0.099448879,2.609826325
195,NA_0_6400_0.2572_-0.2572_255,195_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,to,0.011063375,2.341435385
197,NA_0_6400_0.2572_-0.2572_255,197_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,to,0.067143085,2.175181578
198,NA_0_6400_0.2572_-0.2572_255,198_NA_0_6400_0.2572_-0.2572_255,6400,0.2572,-0.2572,0.5144,1,to,0.014689797,2.272206433
187,NA_0_12800_-0.2572_0.2572_255,187_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,2,from,-0.0772689,3.006874636
188,NA_0_12800_-0.2572_0.2572_255,188_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,2,from,-0.046095766,2.173625552
189,NA_0_12800_-0.2572_0.2572_255,189_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,2,from,0.046350104,3.604765558
190,NA_0_12800_-0.2572_0.2572_255,190_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,2,from,0.023400439,1.939963361
192,NA_0_12800_-0.2572_0.2572_255,192_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,2,from,0.111212363,1.614909179
194,NA_0_12800_-0.2572_0.2572_255,194_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,2,from,0.15586995,3.085865357
195,NA_0_12800_-0.2572_0.2572_255,195_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,2,from,0.10474039,3.324195743
196,NA_0_12800_-0.2572_0.2572_255,196_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,2,from,0.137500803,1.861532563
197,NA_0_12800_-0.2572_0.2572_255,197_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,2,from,0.048406196,1.805456227
198,NA_0_12800_-0.2572_0.2572_255,198_NA_0_12800_-0.2572_0.2572_255,12800,-0.2572,0.2572,-0.5144,2,from,0.121850093,3.307883947
187,NA_0_12800_0_0_255,187_NA_0_12800_0_0_255,12800,0,0,0,2,from,-0.048934502,2.454634455
188,NA_0_12800_0_0_255,188_NA_0_12800_0_0_255,12800,0,0,0,2,from,-0.044513259,2.492501157
189,NA_0_12800_0_0_255,189_NA_0_12800_0_0_255,12800,0,0,0,2,from,-0.066121564,2.471245012
190,NA_0_12800_0_0_255,190_NA_0_12800_0_0_255,12800,0,0,0,2,from,0.066619092,2.369324663
192,NA_0_12800_0_0_255,192_NA_0_12800_0_0_255,12800,0,0,0,2,from,0.130984659,1.420223571
194,NA_0_12800_0_0_255,194_NA_0_12800_0_0_255,12800,0,0,0,2,from,0.174069212,2.85518296
195,NA_0_12800_0_0_255,195_NA_0_12800_0_0_255,12800,0,0,0,2,from,0.119908225,2.272368572
196,NA_0_12800_0_0_255,196_NA_0_12800_0_0_255,12800,0,0,0,2,from,0.140521882,2.636318379
