birdID,experiment,treatmentID,bird.treatment.block,treatment.name,grating.orientation,grating.period,replicate,to.from.feeder,avg.y.position,avg.x.velocity,avg.abs.y.position,left.eye.pattern.velocity,right.eye.pattern.velocity
183,exp4,1_1.15_1_1.15,183_1_1.15_1_1.15,smallV,ver,2.3,1,from,0.127990897,3.133130148,0.127990897,404.9594116,964.2635374
184,exp4,1_1.15_1_1.15,184_1_1.15_1_1.15,smallV,ver,2.3,1,from,-0.029963347,1.373265633,0.04817064,277.921481,236.100834
185,exp4,1_1.15_1_1.15,185_1_1.15_1_1.15,smallV,ver,2.3,1,from,0.039796528,1.147119813,0.045315259,186.8127373,242.7958569
186,exp4,1_1.15_1_1.15,186_1_1.15_1_1.15,smallV,ver,2.3,1,from,0.027275015,1.460388532,0.038851044,246.5876822,298.7336188
187,exp4,1_1.15_1_1.15,187_1_1.15_1_1.15,smallV,ver,2.3,1,from,0.041920215,2.112588045,0.041920215,345.1360221,439.4651293
188,exp4,1_1.15_1_1.15,188_1_1.15_1_1.15,smallV,ver,2.3,1,from,0.147611369,1.530760595,0.148009255,190.9079621,572.141747
189,exp4,1_1.15_1_1.15,189_1_1.15_1_1.15,smallV,ver,2.3,1,from,0.056243538,1.814612482,0.088353498,282.8610011,440.6742314
190,exp4,1_1.15_1_1.15,190_1_1.15_1_1.15,smallV,ver,2.3,1,from,0.092469093,1.4232715,0.092469093,200.7534923,374.0987672
178,exp4,1_9.2_1_9.2,178_1_9.2_1_9.2,largeV,ver,18.4,1,from,0.103862824,1.579640293,0.104119123,215.3472068,459.3303103
181,exp4,1_9.2_1_9.2,181_1_9.2_1_9.2,largeV,ver,18.4,1,from,0.043387894,2.802604752,0.065117481,456.0709267,617.5826913
183,exp4,1_9.2_1_9.2,183_1_9.2_1_9.2,largeV,ver,18.4,1,from,-0.013332872,2.241266821,0.054988209,460.6651664,392.9832073
184,exp4,1_9.2_1_9.2,184_1_9.2_1_9.2,largeV,ver,18.4,1,from,0.003227611,1.483303646,0.038176704,267.231629,283.9471056
185,exp4,1_9.2_1_9.2,185_1_9.2_1_9.2,largeV,ver,18.4,1,from,0.025867931,1.367291902,0.03390518,233.3623729,271.2986045
186,exp4,1_9.2_1_9.2,186_1_9.2_1_9.2,largeV,ver,18.4,1,from,-0.014082417,1.367847027,0.018965078,261.6811475,238.1017888
187,exp4,1_9.2_1_9.2,187_1_9.2_1_9.2,largeV,ver,18.4,1,from,0.059527275,2.417827143,0.059673596,371.1013873,564.8529836
188,exp4,1_9.2_1_9.2,188_1_9.2_1_9.2,largeV,ver,18.4,1,from,0.036683025,1.960404532,0.036683025,319.8601553,404.0281912
189,exp4,1_9.2_1_9.2,189_1_9.2_1_9.2,largeV,ver,18.4,1,from,0.149303142,2.020750074,0.149303142,248.0805959,736.0282724
190,exp4,1_9.2_1_9.2,190_1_9.2_1_9.2,largeV,ver,18.4,1,from,0.086966246,1.714937998,0.092311682,249.4088144,446.164473
178,exp4,0_1.15_0_1.15,178_0_1.15_0_1.15,smallH,hor,2.3,1,to,-0.120569479,1.215788765,0.120569479,371.8258201,160.4916573
181,exp4,0_1.15_0_1.15,181_0_1.15_0_1.15,smallH,hor,2.3,1,to,-0.070311988,2.215241034,0.070349584,539.0446635,324.9321265
183,exp4,0_1.15_0_1.15,183_0_1.15_0_1.15,smallH,hor,2.3,1,to,-0.010509399,3.166016434,0.032412085,608.5297874,560.9809707
184,exp4,0_1.15_0_1.15,184_0_1.15_0_1.15,smallH,hor,2.3,1,to,0.035920668,0.891017583,0.044080459,145.6872571,187.3269623
185,exp4,0_1.15_0_1.15,185_0_1.15_0_1.15,smallH,hor,2.3,1,to,0.017812142,1.143446814,0.031501937,207.4952709,212.6722592
186,exp4,0_1.15_0_1.15,186_0_1.15_0_1.15,smallH,hor,2.3,1,to,0.039942606,1.399629856,0.043367797,227.5925888,297.6442762
187,exp4,0_1.15_0_1.15,187_0_1.15_0_1.15,smallH,hor,2.3,1,to,-0.007298335,2.384075247,0.035129515,446.2833876,434.4216604
188,exp4,0_1.15_0_1.15,188_0_1.15_0_1.15,smallH,hor,2.3,1,to,0.086957486,1.682824008,0.086957486,239.4147276,433.1415159
189,exp4,0_1.15_0_1.15,189_0_1.15_0_1.15,smallH,hor,2.3,1,to,-0.044128161,2.573072406,0.056079737,581.5596381,414.3255399
190,exp4,0_1.15_0_1.15,190_0_1.15_0_1.15,smallH,hor,2.3,1,to,-0.141795268,1.75070095,0.142712872,602.0689971,219.3697725
178,exp4,0_9.2_0_9.2,178_0_9.2_0_9.2,largeH,hor,18.4,1,to,-0.045092852,1.130437556,0.054018114,247.3104604,181.3788812
181,exp4,0_9.2_0_9.2,181_0_9.2_0_9.2,largeH,hor,18.4,1,to,-0.044878657,2.360735128,0.045085208,493.1192145,382.3883007
183,exp4,0_9.2_0_9.2,183_0_9.2_0_9.2,largeH,hor,18.4,1,to,-0.046111091,2.840130721,0.046114568,616.7486909,449.142189
184,exp4,0_9.2_0_9.2,184_0_9.2_0_9.2,largeH,hor,18.4,1,to,-0.011947798,0.908145297,0.034816043,173.6248094,163.5235711
185,exp4,0_9.2_0_9.2,185_0_9.2_0_9.2,largeH,hor,18.4,1,to,0.046559115,1.089873321,0.050202786,174.3226144,235.2646905
186,exp4,0_9.2_0_9.2,186_0_9.2_0_9.2,largeH,hor,18.4,1,to,0.007827809,1.545011255,0.025189042,275.7561989,290.7627699
187,exp4,0_9.2_0_9.2,187_0_9.2_0_9.2,largeH,hor,18.4,1,to,0.002008067,1.463581239,0.026347269,265.1624308,273.5920757
188,exp4,0_9.2_0_9.2,188_0_9.2_0_9.2,largeH,hor,18.4,1,to,0.160486051,1.445460719,0.160486051,174.1683646,540.6862454
189,exp4,0_9.2_0_9.2,189_0_9.2_0_9.2,largeH,hor,18.4,1,to,-0.158481377,1.603445825,0.158481377,592.9440083,194.3878267
190,exp4,0_9.2_0_9.2,190_0_9.2_0_9.2,largeH,hor,18.4,1,to,-0.026919135,1.298416462,0.046405222,257.4075816,227.6920016
178,exp4,1_1.15_1_1.15,178_1_1.15_1_1.15,smallV,ver,2.3,1,to,-0.082057001,1.06288013,0.08238888,267.0978599,153.4091774
181,exp4,1_1.15_1_1.15,181_1_1.15_1_1.15,smallV,ver,2.3,1,to,-0.102677651,2.094280455,0.102677651,554.3202641,296.576424
183,exp4,1_1.15_1_1.15,183_1_1.15_1_1.15,smallV,ver,2.3,1,to,-0.065100774,2.700520459,0.065100774,634.0209095,407.0843523
184,exp4,1_1.15_1_1.15,184_1_1.15_1_1.15,smallV,ver,2.3,1,to,-0.022098704,0.953791745,0.05374256,188.3467762,171.7477688
185,exp4,1_1.15_1_1.15,185_1_1.15_1_1.15,smallV,ver,2.3,1,to,0.05121613,0.930887777,0.068365211,151.6655452,207.4922038
186,exp4,1_1.15_1_1.15,186_1_1.15_1_1.15,smallV,ver,2.3,1,to,0.017056505,1.342140009,0.019731509,230.1198338,261.5533004
187,exp4,1_1.15_1_1.15,187_1_1.15_1_1.15,smallV,ver,2.3,1,to,0.014990641,1.849013667,0.037353188,309.0450261,373.9874653
188,exp4,1_1.15_1_1.15,188_1_1.15_1_1.15,smallV,ver,2.3,1,to,0.134985267,1.237329317,0.151226384,163.7929919,460.9657628
189,exp4,1_1.15_1_1.15,189_1_1.15_1_1.15,smallV,ver,2.3,1,to,0.016650362,2.08344758,0.039430787,383.2135495,390.9192676
190,exp4,1_1.15_1_1.15,190_1_1.15_1_1.15,smallV,ver,2.3,1,to,-0.025416189,1.03341955,0.070828886,223.3427789,180.654195
178,exp4,1_9.2_1_9.2,178_1_9.2_1_9.2,largeV,ver,18.4,1,to,-0.086454533,1.21658984,0.086454533,309.7831344,175.7314635
181,exp4,1_9.2_1_9.2,181_1_9.2_1_9.2,largeV,ver,18.4,1,to,-0.03300386,2.107634868,0.041369904,430.4352834,353.4730951
183,exp4,1_9.2_1_9.2,183_1_9.2_1_9.2,largeV,ver,18.4,1,to,-0.062424676,2.67191042,0.062424676,605.88469,409.6141871
184,exp4,1_9.2_1_9.2,184_1_9.2_1_9.2,largeV,ver,18.4,1,to,0.006985744,1.020786386,0.050162963,184.6734214,200.3926934
185,exp4,1_9.2_1_9.2,185_1_9.2_1_9.2,largeV,ver,18.4,1,to,0.127122543,0.965745933,0.127122543,125.5804733,297.9492739
186,exp4,1_9.2_1_9.2,186_1_9.2_1_9.2,largeV,ver,18.4,1,to,0.069191988,1.399028986,0.069191988,208.5481499,331.936509
187,exp4,1_9.2_1_9.2,187_1_9.2_1_9.2,largeV,ver,18.4,1,to,-0.072142983,1.640659057,0.090010651,408.9080738,249.6148376
188,exp4,1_9.2_1_9.2,188_1_9.2_1_9.2,largeV,ver,18.4,1,to,-0.003262459,1.057742835,0.024279748,197.7087386,190.7150145
189,exp4,1_9.2_1_9.2,189_1_9.2_1_9.2,largeV,ver,18.4,1,to,-0.045235706,1.554267805,0.057561073,348.6233553,252.9355642
190,exp4,1_9.2_1_9.2,190_1_9.2_1_9.2,largeV,ver,18.4,1,to,-0.079651383,1.291322151,0.083991417,335.5348324,194.2291335
178,exp4,0_1.15_0_1.15,178_0_1.15_0_1.15,smallH,hor,2.3,2,from,0.04173089,1.545354357,0.050623682,248.6868454,336.0176746
181,exp4,0_1.15_0_1.15,181_0_1.15_0_1.15,smallH,hor,2.3,2,from,-0.094676355,2.046406674,0.094676355,544.9273528,285.0544667
183,exp4,0_1.15_0_1.15,183_0_1.15_0_1.15,smallH,hor,2.3,2,from,0.093033797,3.310737044,0.093033797,463.7915519,864.2316775
184,exp4,0_1.15_0_1.15,184_0_1.15_0_1.15,smallH,hor,2.3,2,from,0.013655226,1.408463256,0.024515862,247.2622838,269.6397304
185,exp4,0_1.15_0_1.15,185_0_1.15_0_1.15,smallH,hor,2.3,2,from,0.016672933,1.357709991,0.023456031,234.4292554,263.6300612
186,exp4,0_1.15_0_1.15,186_0_1.15_0_1.15,smallH,hor,2.3,2,from,0.058929995,1.425247179,0.058929995,222.3943131,317.0164712
187,exp4,0_1.15_0_1.15,187_0_1.15_0_1.15,smallH,hor,2.3,2,from,-0.013953946,2.080111772,0.045126979,396.7056307,377.9626472
188,exp4,0_1.15_0_1.15,188_0_1.15_0_1.15,smallH,hor,2.3,2,from,-0.068428162,1.653756713,0.068658988,386.9681265,249.5500708
189,exp4,0_1.15_0_1.15,189_0_1.15_0_1.15,smallH,hor,2.3,2,from,0.051958028,2.384655737,0.052956699,377.2246111,523.0691897
190,exp4,0_1.15_0_1.15,190_0_1.15_0_1.15,smallH,hor,2.3,2,from,0.057284903,2.499736994,0.057284903,387.4418851,561.1918976
178,exp4,0_9.2_0_9.2,178_0_9.2_0_9.2,largeH,hor,18.4,2,from,0.03631243,1.583106396,0.043605424,260.2346616,334.3258094
181,exp4,0_9.2_0_9.2,181_0_9.2_0_9.2,largeH,hor,18.4,2,from,-0.033260033,2.607884444,0.037421404,532.3757395,437.5007746
183,exp4,0_9.2_0_9.2,183_0_9.2_0_9.2,largeH,hor,18.4,2,from,-0.006593319,2.785607389,0.019022401,514.1444933,503.9704629
184,exp4,0_9.2_0_9.2,184_0_9.2_0_9.2,largeH,hor,18.4,2,from,0.012665703,1.269547596,0.022665785,223.4016411,241.986384
185,exp4,0_9.2_0_9.2,185_0_9.2_0_9.2,largeH,hor,18.4,2,from,0.01250751,1.301004223,0.042833957,230.6263412,253.3751564
186,exp4,0_9.2_0_9.2,186_0_9.2_0_9.2,largeH,hor,18.4,2,from,0.103192714,1.553197273,0.103192714,211.9305578,426.1634232
187,exp4,0_9.2_0_9.2,187_0_9.2_0_9.2,largeH,hor,18.4,2,from,-0.027308373,1.544289487,0.045740668,321.1262101,262.1628549
188,exp4,0_9.2_0_9.2,188_0_9.2_0_9.2,largeH,hor,18.4,2,from,-0.023590556,1.548377915,0.054791363,305.8349823,281.5458367
189,exp4,0_9.2_0_9.2,189_0_9.2_0_9.2,largeH,hor,18.4,2,from,0.08784646,2.561232865,0.08784646,367.6341484,673.6050756
190,exp4,0_9.2_0_9.2,190_0_9.2_0_9.2,largeH,hor,18.4,2,from,0.047093551,1.817336609,0.047578466,289.1165798,398.5801952
178,exp4,1_1.15_1_1.15,178_1_1.15_1_1.15,smallV,ver,2.3,2,from,0.045619254,1.450460696,0.062915016,232.6801065,328.4237131
181,exp4,1_1.15_1_1.15,181_1_1.15_1_1.15,smallV,ver,2.3,2,from,0.033017775,2.546545601,0.053387727,409.5608747,547.5125839
183,exp4,1_1.15_1_1.15,183_1_1.15_1_1.15,smallV,ver,2.3,2,from,0.010548772,3.008744398,0.053407564,552.8229574,579.2459438
184,exp4,1_1.15_1_1.15,184_1_1.15_1_1.15,smallV,ver,2.3,2,from,0.048227051,1.36851841,0.0598123,222.8663207,307.2373714
185,exp4,1_1.15_1_1.15,185_1_1.15_1_1.15,smallV,ver,2.3,2,from,-0.002067218,1.188915656,0.037022583,223.0224362,220.1742573
186,exp4,1_1.15_1_1.15,186_1_1.15_1_1.15,smallV,ver,2.3,2,from,0.057094303,1.364412958,0.065475183,212.5931185,315.0666518
187,exp4,1_1.15_1_1.15,187_1_1.15_1_1.15,smallV,ver,2.3,2,from,0.019782471,2.010279255,0.025106732,348.7819055,390.4532891
188,exp4,1_1.15_1_1.15,188_1_1.15_1_1.15,smallV,ver,2.3,2,from,0.106506232,1.440702509,0.128720551,206.0021306,458.9235827
189,exp4,1_1.15_1_1.15,189_1_1.15_1_1.15,smallV,ver,2.3,2,from,-0.018475762,2.63917328,0.05621614,531.3336014,473.0260674
190,exp4,1_1.15_1_1.15,190_1_1.15_1_1.15,smallV,ver,2.3,2,from,0.042337344,1.32982541,0.045311679,213.9063077,287.1071666
178,exp4,1_9.2_1_9.2,178_1_9.2_1_9.2,largeV,ver,18.4,2,from,0.098067397,1.549118834,0.098067397,214.9399739,429.7580484
181,exp4,1_9.2_1_9.2,181_1_9.2_1_9.2,largeV,ver,18.4,2,from,0.033886979,1.998149669,0.056359073,332.8512072,421.4614603
183,exp4,1_9.2_1_9.2,183_1_9.2_1_9.2,largeV,ver,18.4,2,from,0.021892765,2.935944697,0.033158044,513.5307353,575.1594112
184,exp4,1_9.2_1_9.2,184_1_9.2_1_9.2,largeV,ver,18.4,2,from,-0.002696873,1.499172944,0.029045603,273.0070945,278.5159943
185,exp4,1_9.2_1_9.2,185_1_9.2_1_9.2,largeV,ver,18.4,2,from,-0.014525606,1.385745021,0.034569173,269.8542631,242.7221339
186,exp4,1_9.2_1_9.2,186_1_9.2_1_9.2,largeV,ver,18.4,2,from,0.056078765,1.600349306,0.056119833,249.8491248,353.6145014
187,exp4,1_9.2_1_9.2,187_1_9.2_1_9.2,largeV,ver,18.4,2,from,-0.023125441,2.269792688,0.0262447,451.4451058,386.0988633
188,exp4,1_9.2_1_9.2,188_1_9.2_1_9.2,largeV,ver,18.4,2,from,0.057663474,1.737603023,0.057663474,265.8524619,395.5543159
189,exp4,1_9.2_1_9.2,189_1_9.2_1_9.2,largeV,ver,18.4,2,from,0.132155908,2.076999624,0.132155908,272.579833,701.0422777
190,exp4,1_9.2_1_9.2,190_1_9.2_1_9.2,largeV,ver,18.4,2,from,0.072342482,2.075111313,0.072342482,308.187718,494.3066638
178,exp4,0_1.15_0_1.15,178_0_1.15_0_1.15,smallH,hor,2.3,2,to,-0.124585655,1.395650774,0.124585655,439.6406258,183.4056426
184,exp4,0_1.15_0_1.15,184_0_1.15_0_1.15,smallH,hor,2.3,2,to,0.016586961,1.015756388,0.047489671,181.884217,200.7377342
186,exp4,0_1.15_0_1.15,186_0_1.15_0_1.15,smallH,hor,2.3,2,to,0.038346181,1.509770443,0.038346181,241.4436157,319.9006348
187,exp4,0_1.15_0_1.15,187_0_1.15_0_1.15,smallH,hor,2.3,2,to,-0.018580906,2.27500707,0.020067351,438.8408183,393.0654122
188,exp4,0_1.15_0_1.15,188_0_1.15_0_1.15,smallH,hor,2.3,2,to,0.064398883,1.496695554,0.064398883,227.2953714,340.9775949
189,exp4,0_1.15_0_1.15,189_0_1.15_0_1.15,smallH,hor,2.3,2,to,0.029625863,1.984717382,0.104263852,353.0142287,471.7312767
190,exp4,0_1.15_0_1.15,190_0_1.15_0_1.15,smallH,hor,2.3,2,to,-0.081334732,2.11896582,0.081334732,531.7328993,304.2750074
178,exp4,0_9.2_0_9.2,178_0_9.2_0_9.2,largeH,hor,18.4,2,to,-0.032869884,1.200719355,0.047070695,250.4718434,200.9282736
181,exp4,0_9.2_0_9.2,181_0_9.2_0_9.2,largeH,hor,18.4,2,to,-0.065462706,2.403153238,0.065462706,552.7520917,367.9324235
183,exp4,0_9.2_0_9.2,183_0_9.2_0_9.2,largeH,hor,18.4,2,to,-0.059590356,2.502107205,0.060816207,572.1147086,379.8240045
184,exp4,0_9.2_0_9.2,184_0_9.2_0_9.2,largeH,hor,18.4,2,to,-0.037029997,0.796872486,0.050533744,166.3144867,133.7485337
185,exp4,0_9.2_0_9.2,185_0_9.2_0_9.2,largeH,hor,18.4,2,to,0.023417006,1.080805718,0.033811374,185.1970134,215.7485146
186,exp4,0_9.2_0_9.2,186_0_9.2_0_9.2,largeH,hor,18.4,2,to,0.017146732,1.411219453,0.033833134,249.8080859,271.6281304
187,exp4,0_9.2_0_9.2,187_0_9.2_0_9.2,largeH,hor,18.4,2,to,-0.024948876,1.441629082,0.047552872,286.7271297,252.2339466
188,exp4,0_9.2_0_9.2,188_0_9.2_0_9.2,largeH,hor,18.4,2,to,0.136195252,1.595737464,0.136195252,203.1348744,540.7721661
189,exp4,0_9.2_0_9.2,189_0_9.2_0_9.2,largeH,hor,18.4,2,to,-0.171686626,2.087677882,0.171686626,846.2837224,248.356466
190,exp4,0_9.2_0_9.2,190_0_9.2_0_9.2,largeH,hor,18.4,2,to,-0.057685363,1.32749841,0.068465287,302.8261637,208.7520004
178,exp4,1_1.15_1_1.15,178_1_1.15_1_1.15,smallV,ver,2.3,2,to,-0.051158222,1.242227131,0.052138039,273.036545,198.7509618
181,exp4,1_1.15_1_1.15,181_1_1.15_1_1.15,smallV,ver,2.3,2,to,-0.070347522,1.999778247,0.071566865,475.5330487,302.2610213
183,exp4,1_1.15_1_1.15,183_1_1.15_1_1.15,smallV,ver,2.3,2,to,-0.096353883,2.46403168,0.096353883,640.3604441,345.1704057
184,exp4,1_1.15_1_1.15,184_1_1.15_1_1.15,smallV,ver,2.3,2,to,0.001081533,0.961936709,0.058766941,180.7118798,187.506096
185,exp4,1_1.15_1_1.15,185_1_1.15_1_1.15,smallV,ver,2.3,2,to,0.045996775,1.011426517,0.051073627,164.0292881,215.9078867
186,exp4,1_1.15_1_1.15,186_1_1.15_1_1.15,smallV,ver,2.3,2,to,0.070186485,1.46100528,0.070717018,218.1460926,343.5187515
187,exp4,1_1.15_1_1.15,187_1_1.15_1_1.15,smallV,ver,2.3,2,to,0.024726207,1.951684588,0.028847514,328.8333612,390.1257593
189,exp4,1_1.15_1_1.15,189_1_1.15_1_1.15,smallV,ver,2.3,2,to,-0.039668657,2.185639085,0.040784593,458.9928744,355.9793983
190,exp4,1_1.15_1_1.15,190_1_1.15_1_1.15,smallV,ver,2.3,2,to,-0.026979288,1.078469908,0.056067577,230.5121369,182.7890799
178,exp4,1_9.2_1_9.2,178_1_9.2_1_9.2,largeV,ver,18.4,2,to,-0.11095107,1.344854061,0.11095107,378.9657396,182.0029874
181,exp4,1_9.2_1_9.2,181_1_9.2_1_9.2,largeV,ver,18.4,2,to,-0.021735883,2.300471054,0.030661209,441.5410766,404.2563841
183,exp4,1_9.2_1_9.2,183_1_9.2_1_9.2,largeV,ver,18.4,2,to,-0.044461967,2.591542897,0.045467393,556.5798719,415.9341997
184,exp4,1_9.2_1_9.2,184_1_9.2_1_9.2,largeV,ver,18.4,2,to,-0.004554926,1.020982855,0.041586494,190.6304336,188.8986686
185,exp4,1_9.2_1_9.2,185_1_9.2_1_9.2,largeV,ver,18.4,2,to,0.123133754,1.075393588,0.123133754,141.4283131,329.0245796
186,exp4,1_9.2_1_9.2,186_1_9.2_1_9.2,largeV,ver,18.4,2,to,0.068048411,1.309786625,0.068259408,198.70456,307.1443184
187,exp4,1_9.2_1_9.2,187_1_9.2_1_9.2,largeV,ver,18.4,2,to,-0.059783606,1.664926843,0.075655163,399.0371349,257.2025773
188,exp4,1_9.2_1_9.2,188_1_9.2_1_9.2,largeV,ver,18.4,2,to,0.081921017,1.387548845,0.081921017,199.3229659,348.6933212
189,exp4,1_9.2_1_9.2,189_1_9.2_1_9.2,largeV,ver,18.4,2,to,-0.088989963,1.790430755,0.088989963,450.6916543,257.5700912
190,exp4,1_9.2_1_9.2,190_1_9.2_1_9.2,largeV,ver,18.4,2,to,-0.079900859,1.320152195,0.080140399,329.6897552,192.6621063
178,exp4,0_1.15_0_1.15,178_0_1.15_0_1.15,smallH,hor,2.3,3,from,0.027870705,1.583725601,0.035803099,262.3995626,325.0385453
181,exp4,0_1.15_0_1.15,181_0_1.15_0_1.15,smallH,hor,2.3,3,from,-0.046713407,2.390121519,0.047268309,513.5778321,380.2375004
183,exp4,0_1.15_0_1.15,183_0_1.15_0_1.15,smallH,hor,2.3,3,from,0.079100496,3.402003103,0.079100496,492.8960162,839.680074
184,exp4,0_1.15_0_1.15,184_0_1.15_0_1.15,smallH,hor,2.3,3,from,-0.018178627,1.338110476,0.024360737,259.4727075,234.1490169
185,exp4,0_1.15_0_1.15,185_0_1.15_0_1.15,smallH,hor,2.3,3,from,0.016662097,1.38403923,0.018063076,238.3938028,267.6620485
186,exp4,0_1.15_0_1.15,186_0_1.15_0_1.15,smallH,hor,2.3,3,from,0.028260773,1.640136028,0.028643174,274.6308529,332.3755579
187,exp4,0_1.15_0_1.15,187_0_1.15_0_1.15,smallH,hor,2.3,3,from,0.063915968,2.279737256,0.063915968,343.8459638,525.3663631
188,exp4,0_1.15_0_1.15,188_0_1.15_0_1.15,smallH,hor,2.3,3,from,-0.024619189,1.67313689,0.029023891,331.1685057,284.940703
189,exp4,0_1.15_0_1.15,189_0_1.15_0_1.15,smallH,hor,2.3,3,from,0.159195911,2.262979037,0.159195911,274.6011054,835.4704169
190,exp4,0_1.15_0_1.15,190_0_1.15_0_1.15,smallH,hor,2.3,3,from,0.034284866,2.361469255,0.034284866,389.4815419,482.1371095
178,exp4,0_9.2_0_9.2,178_0_9.2_0_9.2,largeH,hor,18.4,3,from,0.013189185,1.40553833,0.032831613,246.0795958,273.3806701
181,exp4,0_9.2_0_9.2,181_0_9.2_0_9.2,largeH,hor,18.4,3,from,-0.027884505,3.082430627,0.027884505,611.0192492,520.9024377
183,exp4,0_9.2_0_9.2,183_0_9.2_0_9.2,largeH,hor,18.4,3,from,0.059463712,2.399449317,0.059463712,365.9152532,549.4047816
184,exp4,0_9.2_0_9.2,184_0_9.2_0_9.2,largeH,hor,18.4,3,from,0.036713936,1.271699229,0.044645383,207.9204354,266.6708015
185,exp4,0_9.2_0_9.2,185_0_9.2_0_9.2,largeH,hor,18.4,3,from,-0.029480669,1.256433755,0.034761725,250.8826662,214.2169296
186,exp4,0_9.2_0_9.2,186_0_9.2_0_9.2,largeH,hor,18.4,3,from,0.058975977,1.545839371,0.058975977,238.4148148,351.3508881
187,exp4,0_9.2_0_9.2,187_0_9.2_0_9.2,largeH,hor,18.4,3,from,-0.059832515,1.715141142,0.059832515,391.3834718,261.9062793
188,exp4,0_9.2_0_9.2,188_0_9.2_0_9.2,largeH,hor,18.4,3,from,0.054635401,1.376400896,0.080496241,212.5266107,339.6462792
189,exp4,0_9.2_0_9.2,189_0_9.2_0_9.2,largeH,hor,18.4,3,from,-0.001217699,2.745721651,0.105786407,583.5757095,559.1690057
190,exp4,0_9.2_0_9.2,190_0_9.2_0_9.2,largeH,hor,18.4,3,from,0.081439072,1.585211362,0.081439072,231.5121098,397.6260641
178,exp4,1_1.15_1_1.15,178_1_1.15_1_1.15,smallV,ver,2.3,3,from,0.031205631,1.378138163,0.045419644,229.2123235,288.5155684
181,exp4,1_1.15_1_1.15,181_1_1.15_1_1.15,smallV,ver,2.3,3,from,0.026687786,2.267232559,0.033729878,382.426673,459.0824289
