birdID,treatmentID,bird.treatment.block,grating.orientation,grating.period,wall.speeds,left.wall.speed,right.wall.speed,replicate,to.from.feeder,avg.y.position,avg.z.position,avg.x.velocity
201,1_9.2_1_9.2_0_-0.34,201_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,3,to,-0.041170391,1.532497239,1.652096509
195,1_9.2_1_9.2_0_0,195_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,3,to,-0.02125019,1.523770022,2.166625251
196,1_9.2_1_9.2_0_0,196_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,3,to,0.065137672,1.531130039,1.65211203
197,1_9.2_1_9.2_0_0,197_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,3,to,0.04206082,1.53704144,1.624151023
198,1_9.2_1_9.2_0_0,198_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,3,to,0.074563366,1.529868783,2.350796222
199,1_9.2_1_9.2_0_0,199_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,3,to,0.005202514,1.53404507,1.592187341
201,1_9.2_1_9.2_0_0,201_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,3,to,-0.036157016,1.51156738,1.913938979
195,1_9.2_1_9.2_0_0.34,195_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,3,to,-0.005611059,1.481022997,2.542889202
196,1_9.2_1_9.2_0_0.34,196_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,3,to,-0.016427814,1.48518257,2.423421255
197,1_9.2_1_9.2_0_0.34,197_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,3,to,0.008259907,1.536624756,1.963356461
199,1_9.2_1_9.2_0_0.34,199_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,3,to,0.060042079,1.530619708,1.44068619
201,1_9.2_1_9.2_0_0.34,201_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,3,to,-0.038706487,1.531561154,1.62922129
195,1_9.2_1_9.2_0.34_0,195_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,3,to,-0.086061228,1.531318829,2.718247196
196,1_9.2_1_9.2_0.34_0,196_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,3,to,0.023560846,1.533735579,1.721416541
197,1_9.2_1_9.2_0.34_0,197_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,3,to,0.09000488,1.534942708,1.716473233
198,1_9.2_1_9.2_0.34_0,198_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,3,to,0.138842746,1.531242992,2.181542499
199,1_9.2_1_9.2_0.34_0,199_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,3,to,0.056511132,1.525209808,1.478147803
201,1_9.2_1_9.2_0.34_0,201_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,3,to,0.097290855,1.525016969,1.44183419
195,1_9.2_1_9.2_-0.34_0,195_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,4,from,0.062023124,1.49146564,2.124000268
196,1_9.2_1_9.2_-0.34_0,196_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,4,from,0.049501944,1.516125908,1.779615184
197,1_9.2_1_9.2_-0.34_0,197_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,4,from,0.074465871,1.546605533,1.730416162
198,1_9.2_1_9.2_-0.34_0,198_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,4,from,0.061186792,1.535692541,2.454932566
199,1_9.2_1_9.2_-0.34_0,199_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,4,from,0.078181101,1.525129125,1.313044125
201,1_9.2_1_9.2_-0.34_0,201_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,4,from,0.098335966,1.525398096,2.916904007
195,1_9.2_1_9.2_0_-0.34,195_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,4,from,0.034214076,1.490392312,2.025659721
196,1_9.2_1_9.2_0_-0.34,196_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,4,from,0.08090882,1.504652504,2.978025299
197,1_9.2_1_9.2_0_-0.34,197_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,4,from,-0.003176899,1.536609444,1.477247825
198,1_9.2_1_9.2_0_-0.34,198_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,4,from,0.110273935,1.537755864,2.237235288
199,1_9.2_1_9.2_0_-0.34,199_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,4,from,0.031259623,1.498885444,1.864377477
201,1_9.2_1_9.2_0_-0.34,201_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,4,from,0.040088888,1.524691075,2.493075723
195,1_9.2_1_9.2_0_0,195_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,4,from,-0.011728467,1.510211258,1.990895671
196,1_9.2_1_9.2_0_0,196_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,4,from,0.085426109,1.521091219,1.765383164
197,1_9.2_1_9.2_0_0,197_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,4,from,0.070934374,1.523757231,1.345412596
198,1_9.2_1_9.2_0_0,198_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,4,from,0.119231526,1.528733733,2.19094735
199,1_9.2_1_9.2_0_0,199_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,4,from,0.062989148,1.48770511,1.6584915
201,1_9.2_1_9.2_0_0,201_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,4,from,0.040243852,1.505489537,2.106815008
195,1_9.2_1_9.2_0_0.34,195_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,4,from,0.072871472,1.504792145,2.31733185
196,1_9.2_1_9.2_0_0.34,196_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,4,from,0.081407962,1.524836521,2.711559092
197,1_9.2_1_9.2_0_0.34,197_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,4,from,0.085222793,1.538142278,1.58643651
198,1_9.2_1_9.2_0_0.34,198_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,4,from,0.026945565,1.548408015,2.471109985
199,1_9.2_1_9.2_0_0.34,199_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,4,from,0.105676077,1.530343018,1.360304783
201,1_9.2_1_9.2_0_0.34,201_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,4,from,0.035139063,1.518619368,2.256334623
195,1_9.2_1_9.2_0.34_0,195_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,4,from,0.018606241,1.509076859,1.862718998
196,1_9.2_1_9.2_0.34_0,196_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,4,from,0.108145165,1.535847645,1.705836212
197,1_9.2_1_9.2_0.34_0,197_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,4,from,0.102675435,1.532286896,1.580277029
198,1_9.2_1_9.2_0.34_0,198_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,4,from,0.12657852,1.527739108,2.01840368
199,1_9.2_1_9.2_0.34_0,199_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,4,from,0.054587558,1.503510692,1.605617397
201,1_9.2_1_9.2_0.34_0,201_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,4,from,0.049521011,1.525926369,2.039686338
195,1_9.2_1_9.2_-0.34_0,195_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,4,to,-0.045676664,1.513630628,2.589305229
196,1_9.2_1_9.2_-0.34_0,196_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,4,to,0.048521348,1.498617251,1.769762011
197,1_9.2_1_9.2_-0.34_0,197_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,4,to,0.000412301,1.526561335,2.231978459
198,1_9.2_1_9.2_-0.34_0,198_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,4,to,0.012628686,1.530893907,2.225298907
199,1_9.2_1_9.2_-0.34_0,199_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,4,to,0.106982249,1.53312521,1.295656327
201,1_9.2_1_9.2_-0.34_0,201_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,4,to,0.04045709,1.528984214,1.965373921
195,1_9.2_1_9.2_0_-0.34,195_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,4,to,0.025570785,1.519505151,2.402159491
196,1_9.2_1_9.2_0_-0.34,196_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,4,to,-0.038189086,1.471237278,2.612655996
197,1_9.2_1_9.2_0_-0.34,197_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,4,to,0.018294924,1.532615766,2.083546766
198,1_9.2_1_9.2_0_-0.34,198_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,4,to,0.003891836,1.548918542,1.863032047
199,1_9.2_1_9.2_0_-0.34,199_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,4,to,-0.004871562,1.508655771,1.683201417
201,1_9.2_1_9.2_0_-0.34,201_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,4,to,-0.033364917,1.535173794,1.549405311
195,1_9.2_1_9.2_0_0,195_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,4,to,-0.050416599,1.527140496,2.276034348
196,1_9.2_1_9.2_0_0,196_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,4,to,0.086859433,1.526458503,1.924201512
197,1_9.2_1_9.2_0_0,197_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,4,to,-0.042130814,1.53822045,1.858908991
198,1_9.2_1_9.2_0_0,198_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,4,to,0.036475266,1.530930503,2.370928344
199,1_9.2_1_9.2_0_0,199_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,4,to,0.043876624,1.522114783,1.895934014
201,1_9.2_1_9.2_0_0,201_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,4,to,-0.040473954,1.529623078,1.705403535
195,1_9.2_1_9.2_0_0.34,195_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,4,to,-0.023093927,1.500113564,2.31214374
196,1_9.2_1_9.2_0_0.34,196_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,4,to,-0.033952322,1.498676789,2.27420427
197,1_9.2_1_9.2_0_0.34,197_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,4,to,-0.019403455,1.52692241,1.998713603
198,1_9.2_1_9.2_0_0.34,198_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,4,to,0.020377408,1.51436657,2.096327939
199,1_9.2_1_9.2_0_0.34,199_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,4,to,-0.025415402,1.528013788,1.541102784
201,1_9.2_1_9.2_0_0.34,201_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,4,to,-0.061089315,1.526793944,2.060564226
195,1_9.2_1_9.2_0.34_0,195_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,4,to,-0.090169995,1.520211681,2.400302424
196,1_9.2_1_9.2_0.34_0,196_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,4,to,0.101670139,1.537933614,2.127701516
197,1_9.2_1_9.2_0.34_0,197_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,4,to,0.004655706,1.535891124,1.830746945
198,1_9.2_1_9.2_0.34_0,198_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,4,to,0.163794548,1.537480351,2.067160644
199,1_9.2_1_9.2_0.34_0,199_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,4,to,0.030555408,1.519436279,1.498462037
201,1_9.2_1_9.2_0.34_0,201_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,4,to,0.033798198,1.530665669,1.321829341
195,1_9.2_1_9.2_-0.34_0,195_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,5,from,0.043049292,1.487483157,2.226486635
196,1_9.2_1_9.2_-0.34_0,196_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,5,from,0.093019478,1.516620775,1.885739067
197,1_9.2_1_9.2_-0.34_0,197_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,5,from,0.027092128,1.534555732,1.756971228
198,1_9.2_1_9.2_-0.34_0,198_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,5,from,0.004408247,1.526236816,1.739871941
199,1_9.2_1_9.2_-0.34_0,199_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,5,from,0.139330017,1.49739324,0.722589939
201,1_9.2_1_9.2_-0.34_0,201_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,5,from,0.106119962,1.528248379,2.231866675
195,1_9.2_1_9.2_0_-0.34,195_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,5,from,0.073121973,1.497159364,2.191310524
196,1_9.2_1_9.2_0_-0.34,196_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,5,from,0.126622363,1.53038641,2.496613112
197,1_9.2_1_9.2_0_-0.34,197_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,5,from,0.006192178,1.541963945,1.546985517
198,1_9.2_1_9.2_0_-0.34,198_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,5,from,0.133838691,1.537503385,2.382501941
199,1_9.2_1_9.2_0_-0.34,199_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,5,from,0.038867958,1.509517474,1.905934569
201,1_9.2_1_9.2_0_-0.34,201_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,5,from,0.07246326,1.511958921,2.629000046
195,1_9.2_1_9.2_0_0,195_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,5,from,-0.019707149,1.503689941,2.004874602
196,1_9.2_1_9.2_0_0,196_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,5,from,0.091336488,1.517214737,2.072513944
197,1_9.2_1_9.2_0_0,197_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,5,from,0.038978399,1.542965265,1.680185256
198,1_9.2_1_9.2_0_0,198_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,5,from,-0.013442958,1.513244232,2.478535319
199,1_9.2_1_9.2_0_0,199_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,5,from,0.043340809,1.501000432,1.678471083
201,1_9.2_1_9.2_0_0,201_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,5,from,0.039446831,1.51037675,2.270916801
195,1_9.2_1_9.2_0_0.34,195_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,5,from,0.03993822,1.507473693,2.1164009
196,1_9.2_1_9.2_0_0.34,196_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,5,from,0.10402763,1.513938858,2.355987318
197,1_9.2_1_9.2_0_0.34,197_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,5,from,0.027382783,1.53165638,1.567598467
198,1_9.2_1_9.2_0_0.34,198_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,5,from,-0.028629778,1.539808851,2.571703866
199,1_9.2_1_9.2_0_0.34,199_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,5,from,0.102431763,1.526619624,1.343282985
201,1_9.2_1_9.2_0_0.34,201_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,5,from,0.090968115,1.527938229,1.755036145
195,1_9.2_1_9.2_0.34_0,195_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,5,from,-0.044195402,1.498932413,1.9766147
196,1_9.2_1_9.2_0.34_0,196_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,5,from,0.086511262,1.535132202,1.768837605
197,1_9.2_1_9.2_0.34_0,197_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,5,from,0.045898548,1.536449988,1.593269888
198,1_9.2_1_9.2_0.34_0,198_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,5,from,0.113262304,1.53568406,2.314158875
199,1_9.2_1_9.2_0.34_0,199_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,5,from,0.050323141,1.488857709,1.707325496
201,1_9.2_1_9.2_0.34_0,201_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,5,from,0.097790963,1.533458363,1.626073484
195,1_9.2_1_9.2_-0.34_0,195_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,5,to,-0.027164918,1.516116255,2.288728596
197,1_9.2_1_9.2_-0.34_0,197_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,5,to,0.042395562,1.527181791,2.089673439
198,1_9.2_1_9.2_-0.34_0,198_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,5,to,-0.006900732,1.526619735,2.428854046
201,1_9.2_1_9.2_-0.34_0,201_1_9.2_1_9.2_-0.34_0,ver,18.4,L -0.34 R 0,-0.34,0,5,to,0.120194517,1.526887214,1.801709153
195,1_9.2_1_9.2_0_-0.34,195_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,5,to,-0.002509389,1.528206891,1.924532567
196,1_9.2_1_9.2_0_-0.34,196_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,5,to,0.00128452,1.48296538,2.376371983
197,1_9.2_1_9.2_0_-0.34,197_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,5,to,-0.028587935,1.533237453,2.051714178
198,1_9.2_1_9.2_0_-0.34,198_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,5,to,-0.02077358,1.545343644,2.111395461
199,1_9.2_1_9.2_0_-0.34,199_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,5,to,-0.007134572,1.517377126,1.493293459
201,1_9.2_1_9.2_0_-0.34,201_1_9.2_1_9.2_0_-0.34,ver,18.4,L 0 R -0.34,0,-0.34,5,to,-0.071998943,1.530843867,1.710337733
195,1_9.2_1_9.2_0_0,195_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,5,to,0.005739816,1.52396675,2.510411128
196,1_9.2_1_9.2_0_0,196_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,5,to,0.051686113,1.504892561,2.307015455
197,1_9.2_1_9.2_0_0,197_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,5,to,-0.012640066,1.534065297,2.197987633
198,1_9.2_1_9.2_0_0,198_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,5,to,0.076224984,1.522522535,2.115066339
199,1_9.2_1_9.2_0_0,199_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,5,to,0.022770088,1.522832437,1.959897907
201,1_9.2_1_9.2_0_0,201_1_9.2_1_9.2_0_0,ver,18.4,L 0 R 0,0,0,5,to,0.009898163,1.522064179,1.943768879
195,1_9.2_1_9.2_0_0.34,195_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,5,to,-0.01223119,1.552346828,2.690435892
196,1_9.2_1_9.2_0_0.34,196_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,5,to,-0.004361627,1.472498637,2.392421904
197,1_9.2_1_9.2_0_0.34,197_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,5,to,0.045648256,1.545140017,1.819639468
198,1_9.2_1_9.2_0_0.34,198_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,5,to,0.04731152,1.50910602,2.402463447
199,1_9.2_1_9.2_0_0.34,199_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,5,to,-0.063908871,1.520005772,1.527332657
201,1_9.2_1_9.2_0_0.34,201_1_9.2_1_9.2_0_0.34,ver,18.4,L 0 R 0.34,0,0.34,5,to,-0.030537478,1.527652084,2.000381123
195,1_9.2_1_9.2_0.34_0,195_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,5,to,-0.120650298,1.528336792,2.543752929
196,1_9.2_1_9.2_0.34_0,196_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,5,to,0.089014689,1.525843752,1.621437361
197,1_9.2_1_9.2_0.34_0,197_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,5,to,0.06842134,1.532603894,1.667745858
198,1_9.2_1_9.2_0.34_0,198_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,5,to,0.129849308,1.532798494,1.999784509
199,1_9.2_1_9.2_0.34_0,199_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,5,to,0.006120735,1.51885681,1.692423642
201,1_9.2_1_9.2_0.34_0,201_1_9.2_1_9.2_0.34_0,ver,18.4,L 0.34 R 0,0.34,0,5,to,0.031374994,1.529174552,1.61135131
