bird,trialID,videoID,performance.metric,solo.competition,treatment,no.maneuvers,avg.performance,wing.length,wing.area,aspect.ratio,body.mass,mass.lifted,trial.day.of.year,capture.day.of.year,days.after
gas_11,gas_11_solo_hel,101822,pitch_down,solo,hel,111,0.803699724,55.445,1620.07,7.593,4.62,5.66,56,51,5
gas_11,gas_11_solo_nit,144922,pitch_down,solo,nit,120,0.946215193,55.445,1620.07,7.593,4.62,5.66,54,51,3
gas_12,gas_12_comp_air,94818,pitch_down,comp,air,85,0.925892759,54.228,1653.012,7.13,4.63,5.66,61,58,3
gas_12,gas_12_comp_hel,111200,pitch_down,comp,hel,83,0.883869609,54.228,1653.012,7.13,4.63,5.66,59,58,1
gas_12,gas_12_comp_nit,125257,pitch_down,comp,nit,83,0.835548388,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_12,gas_12_solo_air,153221,pitch_down,solo,air,84,0.776328315,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_12,gas_12_solo_hel,90835,pitch_down,solo,hel,43,0.706466368,54.228,1653.012,7.13,4.63,5.66,59,58,1
gas_12,gas_12_solo_nit,103554,pitch_down,solo,nit,63,0.764248667,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_13,gas_13_comp_air,152808,pitch_down,comp,air,588,0.849130605,52.549,1518.295,7.278,4.23,6.44,103,79,24
gas_13,gas_13_comp_hel,171657,pitch_down,comp,hel,774,0.835048838,52.549,1518.295,7.278,4.23,6.44,107,79,28
gas_13,gas_13_comp_nit,162119,pitch_down,comp,nit,1314,0.884026366,52.549,1518.295,7.278,4.23,6.44,106,79,27
gas_13,gas_13_solo_air,105234,pitch_down,solo,air,977,0.813989648,52.549,1518.295,7.278,4.23,6.44,103,79,24
gas_13,gas_13_solo_hel,111302,pitch_down,solo,hel,922,0.807469688,52.549,1518.295,7.278,4.23,6.44,107,79,28
gas_13,gas_13_solo_nit,102148,pitch_down,solo,nit,981,0.848106188,52.549,1518.295,7.278,4.23,6.44,106,79,27
gas_14,gas_14_comp_air,152808,pitch_down,comp,air,181,0.953629562,53.641,1524.945,7.557,4.75,5.27,103,79,24
gas_14,gas_14_comp_hel,154017,pitch_down,comp,hel,90,0.934450131,53.641,1524.945,7.557,4.75,5.27,110,79,31
gas_14,gas_14_comp_nit,114839,pitch_down,comp,nit,302,0.930416449,53.641,1524.945,7.557,4.75,5.27,111,79,32
gas_14,gas_14_solo_air,131718,pitch_down,solo,air,170,0.785427526,53.641,1524.945,7.557,4.75,5.27,103,79,24
gas_14,gas_14_solo_hel,105012,pitch_down,solo,hel,24,0.827127438,53.641,1524.945,7.557,4.75,5.27,110,79,31
gas_14,gas_14_solo_nit,94017,pitch_down,solo,nit,184,0.784803358,53.641,1524.945,7.557,4.75,5.27,111,79,32
gas_15,gas_15_comp_air,151007,pitch_down,comp,air,305,1.131316091,52.132,1483.544,7.345,4.44,6.44,108,83,25
gas_15,gas_15_comp_hel,154017,pitch_down,comp,hel,184,1.059030387,52.132,1483.544,7.345,4.44,6.44,110,83,27
gas_15,gas_15_comp_nit,162119,pitch_down,comp,nit,315,1.055102547,52.132,1483.544,7.345,4.44,6.44,106,83,23
gas_15,gas_15_solo_air,105650,pitch_down,solo,air,462,1.009699175,52.132,1483.544,7.345,4.44,6.44,108,83,25
gas_15,gas_15_solo_hel,132922,pitch_down,solo,hel,307,1.143674275,52.132,1483.544,7.345,4.44,6.44,110,83,27
gas_15,gas_15_solo_nit,140658,pitch_down,solo,nit,399,1.023744416,52.132,1483.544,7.345,4.44,6.44,106,83,23
gas_16,gas_16_comp_air,151007,pitch_down,comp,air,457,0.977616242,53.521,1559.219,7.366,4.69,6.44,108,84,24
gas_16,gas_16_comp_hel,171657,pitch_down,comp,hel,492,0.836535634,53.521,1559.219,7.366,4.69,6.44,107,84,23
gas_16,gas_16_comp_nit,114839,pitch_down,comp,nit,210,0.809097955,53.521,1559.219,7.366,4.69,6.44,111,84,27
gas_16,gas_16_solo_air,130557,pitch_down,solo,air,746,0.982309884,53.521,1559.219,7.366,4.69,6.44,108,84,24
gas_16,gas_16_solo_hel,150949,pitch_down,solo,hel,308,0.859463448,53.521,1559.219,7.366,4.69,6.44,107,84,23
gas_16,gas_16_solo_nit,140234,pitch_down,solo,nit,310,0.940797147,53.521,1559.219,7.366,4.69,6.44,111,84,27
gas_09,gas_09_comp_air,163920,yaw,comp,air,279,1.373622607,51.623,1495.753,7.127,4.5,7.22,51,24,27
gas_09,gas_09_comp_hel,111200,yaw,comp,hel,279,1.420238361,51.623,1495.753,7.127,4.5,7.22,59,24,35
gas_09,gas_09_comp_nit,165423,yaw,comp,nit,274,1.393286881,51.623,1495.753,7.127,4.5,7.22,54,24,30
gas_09,gas_09_solo_air,143321,yaw,solo,air,231,1.411200048,51.623,1495.753,7.127,4.5,7.22,51,24,27
gas_09,gas_09_solo_hel,101810,yaw,solo,hel,194,1.244612816,51.623,1495.753,7.127,4.5,7.22,55,24,31
gas_09,gas_09_solo_nit,120052,yaw,solo,nit,190,1.213197017,51.623,1495.753,7.127,4.5,7.22,52,24,28
gas_10,gas_10_comp_air,163920,yaw,comp,air,207,1.356845623,52.871,1428.777,7.833,4.37,4.88,51,-20,71
gas_10,gas_10_comp_hel,122813,yaw,comp,hel,206,1.22182848,52.871,1428.777,7.833,4.37,4.88,56,-20,76
gas_10,gas_10_comp_nit,125257,yaw,comp,nit,160,1.28583546,52.871,1428.777,7.833,4.37,4.88,60,-20,80
gas_10,gas_10_solo_air,150149,yaw,solo,air,405,1.321428078,52.871,1428.777,7.833,4.37,4.88,56,-20,76
gas_10,gas_10_solo_hel,175929,yaw,solo,hel,249,1.312076914,52.871,1428.777,7.833,4.37,4.88,52,-20,72
gas_10,gas_10_solo_nit,95516,yaw,solo,nit,174,1.227452286,52.871,1428.777,7.833,4.37,4.88,57,-20,77
gas_11,gas_11_comp_air,94818,yaw,comp,air,531,1.623016566,55.445,1620.07,7.593,4.62,5.66,61,51,10
gas_11,gas_11_comp_hel,122813,yaw,comp,hel,329,1.346745806,55.445,1620.07,7.593,4.62,5.66,56,51,5
gas_11,gas_11_comp_nit,165423,yaw,comp,nit,252,1.417818865,55.445,1620.07,7.593,4.62,5.66,54,51,3
gas_11,gas_11_solo_air,102128,yaw,solo,air,268,1.522391997,55.445,1620.07,7.593,4.62,5.66,58,51,7
gas_11,gas_11_solo_hel,101822,yaw,solo,hel,351,1.441343834,55.445,1620.07,7.593,4.62,5.66,56,51,5
gas_11,gas_11_solo_nit,144922,yaw,solo,nit,282,1.476481505,55.445,1620.07,7.593,4.62,5.66,54,51,3
gas_12,gas_12_comp_air,94818,yaw,comp,air,85,1.371397287,54.228,1653.012,7.13,4.63,5.66,61,58,3
gas_12,gas_12_comp_hel,111200,yaw,comp,hel,437,1.266133397,54.228,1653.012,7.13,4.63,5.66,59,58,1
gas_12,gas_12_comp_nit,125257,yaw,comp,nit,135,1.32914725,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_12,gas_12_solo_air,153221,yaw,solo,air,160,1.301543781,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_12,gas_12_solo_hel,90835,yaw,solo,hel,139,1.142067871,54.228,1653.012,7.13,4.63,5.66,59,58,1
gas_12,gas_12_solo_nit,103554,yaw,solo,nit,276,1.241559243,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_13,gas_13_comp_air,152808,yaw,comp,air,1188,1.307005661,52.549,1518.295,7.278,4.23,6.44,103,79,24
gas_13,gas_13_comp_hel,171657,yaw,comp,hel,923,1.414313618,52.549,1518.295,7.278,4.23,6.44,107,79,28
gas_13,gas_13_comp_nit,162119,yaw,comp,nit,891,1.506191736,52.549,1518.295,7.278,4.23,6.44,106,79,27
gas_13,gas_13_solo_air,105234,yaw,solo,air,1559,1.341460952,52.549,1518.295,7.278,4.23,6.44,103,79,24
gas_13,gas_13_solo_hel,111302,yaw,solo,hel,1085,1.497200801,52.549,1518.295,7.278,4.23,6.44,107,79,28
gas_13,gas_13_solo_nit,102148,yaw,solo,nit,984,1.468464511,52.549,1518.295,7.278,4.23,6.44,106,79,27
gas_14,gas_14_comp_air,152808,yaw,comp,air,248,1.474863065,53.641,1524.945,7.557,4.75,5.27,103,79,24
gas_14,gas_14_comp_hel,154017,yaw,comp,hel,143,1.476826998,53.641,1524.945,7.557,4.75,5.27,110,79,31
gas_14,gas_14_comp_nit,114839,yaw,comp,nit,258,1.623308545,53.641,1524.945,7.557,4.75,5.27,111,79,32
gas_14,gas_14_solo_air,131718,yaw,solo,air,173,1.444212788,53.641,1524.945,7.557,4.75,5.27,103,79,24
gas_14,gas_14_solo_hel,105012,yaw,solo,hel,55,1.273121992,53.641,1524.945,7.557,4.75,5.27,110,79,31
gas_14,gas_14_solo_nit,94017,yaw,solo,nit,151,1.427899159,53.641,1524.945,7.557,4.75,5.27,111,79,32
gas_15,gas_15_comp_air,151007,yaw,comp,air,195,1.475852234,52.132,1483.544,7.345,4.44,6.44,108,83,25
gas_15,gas_15_comp_hel,154017,yaw,comp,hel,207,1.487216543,52.132,1483.544,7.345,4.44,6.44,110,83,27
gas_15,gas_15_comp_nit,162119,yaw,comp,nit,386,1.5466894,52.132,1483.544,7.345,4.44,6.44,106,83,23
gas_15,gas_15_solo_air,105650,yaw,solo,air,261,1.540057768,52.132,1483.544,7.345,4.44,6.44,108,83,25
gas_15,gas_15_solo_hel,132922,yaw,solo,hel,144,1.540518691,52.132,1483.544,7.345,4.44,6.44,110,83,27
gas_15,gas_15_solo_nit,140658,yaw,solo,nit,482,1.435327826,52.132,1483.544,7.345,4.44,6.44,106,83,23
gas_16,gas_16_comp_air,151007,yaw,comp,air,342,1.720214741,53.521,1559.219,7.366,4.69,6.44,108,84,24
gas_16,gas_16_comp_hel,171657,yaw,comp,hel,393,1.557096554,53.521,1559.219,7.366,4.69,6.44,107,84,23
gas_16,gas_16_comp_nit,114839,yaw,comp,nit,206,1.523252514,53.521,1559.219,7.366,4.69,6.44,111,84,27
gas_16,gas_16_solo_air,130557,yaw,solo,air,398,1.649921808,53.521,1559.219,7.366,4.69,6.44,108,84,24
gas_16,gas_16_solo_hel,150949,yaw,solo,hel,754,1.350140522,53.521,1559.219,7.366,4.69,6.44,107,84,23
gas_16,gas_16_solo_nit,140234,yaw,solo,nit,177,1.499276489,53.521,1559.219,7.366,4.69,6.44,111,84,27
gas_09,gas_09_comp_air,163920,PRT_deg_turned,comp,air,113,35.10664294,51.623,1495.753,7.127,4.5,7.22,51,24,27
gas_09,gas_09_comp_hel,111200,PRT_deg_turned,comp,hel,109,98.10276914,51.623,1495.753,7.127,4.5,7.22,59,24,35
gas_09,gas_09_comp_nit,165423,PRT_deg_turned,comp,nit,127,94.66550676,51.623,1495.753,7.127,4.5,7.22,54,24,30
gas_09,gas_09_solo_air,143321,PRT_deg_turned,solo,air,200,34.657967,51.623,1495.753,7.127,4.5,7.22,51,24,27
gas_09,gas_09_solo_hel,101810,PRT_deg_turned,solo,hel,34,100.7107532,51.623,1495.753,7.127,4.5,7.22,55,24,31
gas_09,gas_09_solo_nit,120052,PRT_deg_turned,solo,nit,47,82.89737328,51.623,1495.753,7.127,4.5,7.22,52,24,28
gas_10,gas_10_comp_air,163920,PRT_deg_turned,comp,air,37,129.5767938,52.871,1428.777,7.833,4.37,4.88,51,-20,71
gas_10,gas_10_comp_hel,122813,PRT_deg_turned,comp,hel,17,97.94155128,52.871,1428.777,7.833,4.37,4.88,56,-20,76
gas_10,gas_10_comp_nit,125257,PRT_deg_turned,comp,nit,44,104.0200316,52.871,1428.777,7.833,4.37,4.88,60,-20,80
gas_10,gas_10_solo_air,150149,PRT_deg_turned,solo,air,62,107.9070694,52.871,1428.777,7.833,4.37,4.88,56,-20,76
gas_10,gas_10_solo_hel,175929,PRT_deg_turned,solo,hel,82,64.39358733,52.871,1428.777,7.833,4.37,4.88,52,-20,72
gas_10,gas_10_solo_nit,95516,PRT_deg_turned,solo,nit,38,75.96953917,52.871,1428.777,7.833,4.37,4.88,57,-20,77
gas_11,gas_11_comp_air,94818,PRT_deg_turned,comp,air,370,158.3982281,55.445,1620.07,7.593,4.62,5.66,61,51,10
gas_11,gas_11_comp_hel,122813,PRT_deg_turned,comp,hel,193,160.6797998,55.445,1620.07,7.593,4.62,5.66,56,51,5
gas_11,gas_11_comp_nit,165423,PRT_deg_turned,comp,nit,435,156.9169053,55.445,1620.07,7.593,4.62,5.66,54,51,3
gas_11,gas_11_solo_air,102128,PRT_deg_turned,solo,air,514,158.0948099,55.445,1620.07,7.593,4.62,5.66,58,51,7
gas_11,gas_11_solo_hel,101822,PRT_deg_turned,solo,hel,391,159.5875683,55.445,1620.07,7.593,4.62,5.66,56,51,5
gas_11,gas_11_solo_nit,144922,PRT_deg_turned,solo,nit,256,159.5051443,55.445,1620.07,7.593,4.62,5.66,54,51,3
gas_12,gas_12_comp_air,94818,PRT_deg_turned,comp,air,52,127.8912029,54.228,1653.012,7.13,4.63,5.66,61,58,3
gas_12,gas_12_comp_hel,111200,PRT_deg_turned,comp,hel,695,145.6083477,54.228,1653.012,7.13,4.63,5.66,59,58,1
gas_12,gas_12_comp_nit,125257,PRT_deg_turned,comp,nit,85,129.7059092,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_12,gas_12_solo_air,153221,PRT_deg_turned,solo,air,137,141.7649748,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_12,gas_12_solo_hel,90835,PRT_deg_turned,solo,hel,176,143.603623,54.228,1653.012,7.13,4.63,5.66,59,58,1
gas_12,gas_12_solo_nit,103554,PRT_deg_turned,solo,nit,345,141.1650423,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_13,gas_13_comp_air,152808,PRT_deg_turned,comp,air,76,121.0614364,52.549,1518.295,7.278,4.23,6.44,103,79,24
gas_13,gas_13_comp_hel,171657,PRT_deg_turned,comp,hel,197,120.3208623,52.549,1518.295,7.278,4.23,6.44,107,79,28
gas_13,gas_13_comp_nit,162119,PRT_deg_turned,comp,nit,243,113.2409351,52.549,1518.295,7.278,4.23,6.44,106,79,27
gas_13,gas_13_solo_air,105234,PRT_deg_turned,solo,air,93,123.9545203,52.549,1518.295,7.278,4.23,6.44,103,79,24
gas_13,gas_13_solo_hel,111302,PRT_deg_turned,solo,hel,355,160.7233051,52.549,1518.295,7.278,4.23,6.44,107,79,28
gas_13,gas_13_solo_nit,102148,PRT_deg_turned,solo,nit,307,164.2277392,52.549,1518.295,7.278,4.23,6.44,106,79,27
gas_14,gas_14_comp_air,152808,PRT_deg_turned,comp,air,183,128.8523739,53.641,1524.945,7.557,4.75,5.27,103,79,24
gas_14,gas_14_comp_hel,154017,PRT_deg_turned,comp,hel,60,131.6159336,53.641,1524.945,7.557,4.75,5.27,110,79,31
gas_14,gas_14_comp_nit,114839,PRT_deg_turned,comp,nit,164,116.4434922,53.641,1524.945,7.557,4.75,5.27,111,79,32
gas_14,gas_14_solo_air,131718,PRT_deg_turned,solo,air,204,143.9578338,53.641,1524.945,7.557,4.75,5.27,103,79,24
gas_14,gas_14_solo_hel,105012,PRT_deg_turned,solo,hel,24,154.0777302,53.641,1524.945,7.557,4.75,5.27,110,79,31
gas_14,gas_14_solo_nit,94017,PRT_deg_turned,solo,nit,108,160.2717643,53.641,1524.945,7.557,4.75,5.27,111,79,32
gas_15,gas_15_comp_air,151007,PRT_deg_turned,comp,air,113,114.1099802,52.132,1483.544,7.345,4.44,6.44,108,83,25
gas_15,gas_15_comp_hel,154017,PRT_deg_turned,comp,hel,107,130.3327529,52.132,1483.544,7.345,4.44,6.44,110,83,27
gas_15,gas_15_comp_nit,162119,PRT_deg_turned,comp,nit,63,118.8565745,52.132,1483.544,7.345,4.44,6.44,106,83,23
gas_15,gas_15_solo_air,105650,PRT_deg_turned,solo,air,334,139.7701612,52.132,1483.544,7.345,4.44,6.44,108,83,25
gas_15,gas_15_solo_hel,132922,PRT_deg_turned,solo,hel,161,151.1502322,52.132,1483.544,7.345,4.44,6.44,110,83,27
gas_15,gas_15_solo_nit,140658,PRT_deg_turned,solo,nit,89,130.3577406,52.132,1483.544,7.345,4.44,6.44,106,83,23
gas_16,gas_16_comp_air,151007,PRT_deg_turned,comp,air,301,104.7145664,53.521,1559.219,7.366,4.69,6.44,108,84,24
gas_16,gas_16_comp_hel,171657,PRT_deg_turned,comp,hel,321,99.94063054,53.521,1559.219,7.366,4.69,6.44,107,84,23
gas_16,gas_16_comp_nit,114839,PRT_deg_turned,comp,nit,448,168.8337305,53.521,1559.219,7.366,4.69,6.44,111,84,27
gas_16,gas_16_solo_air,130557,PRT_deg_turned,solo,air,515,102.8293961,53.521,1559.219,7.366,4.69,6.44,108,84,24
gas_16,gas_16_solo_hel,150949,PRT_deg_turned,solo,hel,126,93.53912019,53.521,1559.219,7.366,4.69,6.44,107,84,23
gas_16,gas_16_solo_nit,140234,PRT_deg_turned,solo,nit,344,117.1571385,53.521,1559.219,7.366,4.69,6.44,111,84,27
gas_09,gas_09_comp_air,163920,PRT_time,comp,air,113,0.471017699,51.623,1495.753,7.127,4.5,7.22,51,24,27
gas_09,gas_09_comp_hel,111200,PRT_time,comp,hel,109,0.531926606,51.623,1495.753,7.127,4.5,7.22,59,24,35
gas_09,gas_09_comp_nit,165423,PRT_time,comp,nit,127,0.510629921,51.623,1495.753,7.127,4.5,7.22,54,24,30
gas_09,gas_09_solo_air,143321,PRT_time,solo,air,200,0.482178218,51.623,1495.753,7.127,4.5,7.22,51,24,27
gas_09,gas_09_solo_hel,101810,PRT_time,solo,hel,34,0.538529412,51.623,1495.753,7.127,4.5,7.22,55,24,31
gas_09,gas_09_solo_nit,120052,PRT_time,solo,nit,47,0.524468085,51.623,1495.753,7.127,4.5,7.22,52,24,28
gas_10,gas_10_comp_air,163920,PRT_time,comp,air,37,0.551891892,52.871,1428.777,7.833,4.37,4.88,51,-20,71
gas_10,gas_10_comp_hel,122813,PRT_time,comp,hel,17,0.596176471,52.871,1428.777,7.833,4.37,4.88,56,-20,76
gas_10,gas_10_comp_nit,125257,PRT_time,comp,nit,44,0.522954545,52.871,1428.777,7.833,4.37,4.88,60,-20,80
gas_10,gas_10_solo_air,150149,PRT_time,solo,air,62,0.600564516,52.871,1428.777,7.833,4.37,4.88,56,-20,76
gas_10,gas_10_solo_hel,175929,PRT_time,solo,hel,82,0.514085366,52.871,1428.777,7.833,4.37,4.88,52,-20,72
gas_10,gas_10_solo_nit,95516,PRT_time,solo,nit,38,0.577297297,52.871,1428.777,7.833,4.37,4.88,57,-20,77
gas_11,gas_11_comp_air,94818,PRT_time,comp,air,370,0.489486486,55.445,1620.07,7.593,4.62,5.66,61,51,10
gas_11,gas_11_comp_hel,122813,PRT_time,comp,hel,193,0.629378238,55.445,1620.07,7.593,4.62,5.66,56,51,5
gas_11,gas_11_comp_nit,165423,PRT_time,comp,nit,435,0.534494253,55.445,1620.07,7.593,4.62,5.66,54,51,3
gas_11,gas_11_solo_air,102128,PRT_time,solo,air,514,0.494095331,55.445,1620.07,7.593,4.62,5.66,58,51,7
gas_11,gas_11_solo_hel,101822,PRT_time,solo,hel,391,0.588657289,55.445,1620.07,7.593,4.62,5.66,56,51,5
gas_11,gas_11_solo_nit,144922,PRT_time,solo,nit,256,0.522890625,55.445,1620.07,7.593,4.62,5.66,54,51,3
gas_12,gas_12_comp_air,94818,PRT_time,comp,air,52,0.484615385,54.228,1653.012,7.13,4.63,5.66,61,58,3
gas_12,gas_12_comp_hel,111200,PRT_time,comp,hel,695,0.6055,54.228,1653.012,7.13,4.63,5.66,59,58,1
gas_12,gas_12_comp_nit,125257,PRT_time,comp,nit,85,0.524294118,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_12,gas_12_solo_air,153221,PRT_time,solo,air,137,0.548357664,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_12,gas_12_solo_hel,90835,PRT_time,solo,hel,176,0.6040625,54.228,1653.012,7.13,4.63,5.66,59,58,1
gas_12,gas_12_solo_nit,103554,PRT_time,solo,nit,345,0.585145773,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_13,gas_13_comp_air,152808,PRT_time,comp,air,76,0.603092105,52.549,1518.295,7.278,4.23,6.44,103,79,24
gas_13,gas_13_comp_hel,171657,PRT_time,comp,hel,197,0.562208122,52.549,1518.295,7.278,4.23,6.44,107,79,28
gas_13,gas_13_comp_nit,162119,PRT_time,comp,nit,243,0.557489712,52.549,1518.295,7.278,4.23,6.44,106,79,27
gas_13,gas_13_solo_air,105234,PRT_time,solo,air,93,0.60016129,52.549,1518.295,7.278,4.23,6.44,103,79,24
gas_13,gas_13_solo_hel,111302,PRT_time,solo,hel,355,0.545672269,52.549,1518.295,7.278,4.23,6.44,107,79,28
gas_13,gas_13_solo_nit,102148,PRT_time,solo,nit,307,0.56509772,52.549,1518.295,7.278,4.23,6.44,106,79,27
gas_14,gas_14_comp_air,152808,PRT_time,comp,air,183,0.51726776,53.641,1524.945,7.557,4.75,5.27,103,79,24
gas_14,gas_14_comp_hel,154017,PRT_time,comp,hel,60,0.5335,53.641,1524.945,7.557,4.75,5.27,110,79,31
gas_14,gas_14_comp_nit,114839,PRT_time,comp,nit,164,0.495030488,53.641,1524.945,7.557,4.75,5.27,111,79,32
gas_14,gas_14_solo_air,131718,PRT_time,solo,air,204,0.513787129,53.641,1524.945,7.557,4.75,5.27,103,79,24
gas_14,gas_14_solo_hel,105012,PRT_time,solo,hel,24,0.540208333,53.641,1524.945,7.557,4.75,5.27,110,79,31
gas_14,gas_14_solo_nit,94017,PRT_time,solo,nit,108,0.46037037,53.641,1524.945,7.557,4.75,5.27,111,79,32
gas_15,gas_15_comp_air,151007,PRT_time,comp,air,113,0.52622807,52.132,1483.544,7.345,4.44,6.44,108,83,25
gas_15,gas_15_comp_hel,154017,PRT_time,comp,hel,107,0.540093458,52.132,1483.544,7.345,4.44,6.44,110,83,27
gas_15,gas_15_comp_nit,162119,PRT_time,comp,nit,63,0.555555556,52.132,1483.544,7.345,4.44,6.44,106,83,23
gas_15,gas_15_solo_air,105650,PRT_time,solo,air,334,0.488218563,52.132,1483.544,7.345,4.44,6.44,108,83,25
gas_15,gas_15_solo_hel,132922,PRT_time,solo,hel,161,0.482236025,52.132,1483.544,7.345,4.44,6.44,110,83,27
gas_15,gas_15_solo_nit,140658,PRT_time,solo,nit,89,0.56488764,52.132,1483.544,7.345,4.44,6.44,106,83,23
gas_16,gas_16_comp_air,151007,PRT_time,comp,air,301,0.479634551,53.521,1559.219,7.366,4.69,6.44,108,84,24
gas_16,gas_16_comp_hel,171657,PRT_time,comp,hel,321,0.514205607,53.521,1559.219,7.366,4.69,6.44,107,84,23
gas_16,gas_16_comp_nit,114839,PRT_time,comp,nit,448,0.440100446,53.521,1559.219,7.366,4.69,6.44,111,84,27
gas_16,gas_16_solo_air,130557,PRT_time,solo,air,515,0.472897287,53.521,1559.219,7.366,4.69,6.44,108,84,24
gas_16,gas_16_solo_hel,150949,PRT_time,solo,hel,126,0.531428571,53.521,1559.219,7.366,4.69,6.44,107,84,23
gas_16,gas_16_solo_nit,140234,PRT_time,solo,nit,344,0.489505814,53.521,1559.219,7.366,4.69,6.44,111,84,27
gas_09,gas_09_comp_air,163920,arc_rad,comp,air,26,0.575568989,51.623,1495.753,7.127,4.5,7.22,51,24,27
gas_09,gas_09_comp_hel,111200,arc_rad,comp,hel,112,0.362666914,51.623,1495.753,7.127,4.5,7.22,59,24,35
gas_09,gas_09_comp_nit,165423,arc_rad,comp,nit,201,0.207837573,51.623,1495.753,7.127,4.5,7.22,54,24,30
gas_09,gas_09_solo_air,143321,arc_rad,solo,air,16,0.54253721,51.623,1495.753,7.127,4.5,7.22,51,24,27
gas_09,gas_09_solo_hel,101810,arc_rad,solo,hel,32,0.281749993,51.623,1495.753,7.127,4.5,7.22,55,24,31
gas_09,gas_09_solo_nit,120052,arc_rad,solo,nit,25,0.541770242,51.623,1495.753,7.127,4.5,7.22,52,24,28
gas_10,gas_10_comp_air,163920,arc_rad,comp,air,84,0.209974136,52.871,1428.777,7.833,4.37,4.88,51,-20,71
gas_10,gas_10_comp_hel,122813,arc_rad,comp,hel,15,0.27963661,52.871,1428.777,7.833,4.37,4.88,56,-20,76
gas_10,gas_10_comp_nit,125257,arc_rad,comp,nit,58,0.315119703,52.871,1428.777,7.833,4.37,4.88,60,-20,80
gas_10,gas_10_solo_air,150149,arc_rad,solo,air,69,0.187012536,52.871,1428.777,7.833,4.37,4.88,56,-20,76
gas_10,gas_10_solo_hel,175929,arc_rad,solo,hel,58,0.402342898,52.871,1428.777,7.833,4.37,4.88,52,-20,72
gas_10,gas_10_solo_nit,95516,arc_rad,solo,nit,25,0.355201007,52.871,1428.777,7.833,4.37,4.88,57,-20,77
gas_11,gas_11_comp_air,94818,arc_rad,comp,air,303,0.286669591,55.445,1620.07,7.593,4.62,5.66,61,51,10
gas_11,gas_11_comp_hel,122813,arc_rad,comp,hel,78,0.201691332,55.445,1620.07,7.593,4.62,5.66,56,51,5
gas_11,gas_11_comp_nit,165423,arc_rad,comp,nit,919,0.13533927,55.445,1620.07,7.593,4.62,5.66,54,51,3
gas_11,gas_11_solo_air,102128,arc_rad,solo,air,411,0.397018766,55.445,1620.07,7.593,4.62,5.66,58,51,7
gas_11,gas_11_solo_hel,101822,arc_rad,solo,hel,214,0.137652634,55.445,1620.07,7.593,4.62,5.66,56,51,5
gas_11,gas_11_solo_nit,144922,arc_rad,solo,nit,489,0.137435525,55.445,1620.07,7.593,4.62,5.66,54,51,3
gas_12,gas_12_comp_air,94818,arc_rad,comp,air,110,0.120511662,54.228,1653.012,7.13,4.63,5.66,61,58,3
gas_12,gas_12_comp_hel,111200,arc_rad,comp,hel,51,0.417313776,54.228,1653.012,7.13,4.63,5.66,59,58,1
gas_12,gas_12_comp_nit,125257,arc_rad,comp,nit,41,0.19253098,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_12,gas_12_solo_air,153221,arc_rad,solo,air,66,0.157294933,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_12,gas_12_solo_hel,90835,arc_rad,solo,hel,23,0.482861698,54.228,1653.012,7.13,4.63,5.66,59,58,1
gas_12,gas_12_solo_nit,103554,arc_rad,solo,nit,99,0.355941812,54.228,1653.012,7.13,4.63,5.66,60,58,2
gas_13,gas_13_comp_air,152808,arc_rad,comp,air,42,0.358871192,52.549,1518.295,7.278,4.23,6.44,103,79,24
gas_13,gas_13_comp_hel,171657,arc_rad,comp,hel,38,0.409297616,52.549,1518.295,7.278,4.23,6.44,107,79,28
gas_13,gas_13_comp_nit,162119,arc_rad,comp,nit,49,0.437155178,52.549,1518.295,7.278,4.23,6.44,106,79,27
gas_13,gas_13_solo_air,105234,arc_rad,solo,air,26,0.377785255,52.549,1518.295,7.278,4.23,6.44,103,79,24
gas_13,gas_13_solo_hel,111302,arc_rad,solo,hel,19,0.428998357,52.549,1518.295,7.278,4.23,6.44,107,79,28
gas_13,gas_13_solo_nit,102148,arc_rad,solo,nit,5,0.431150197,52.549,1518.295,7.278,4.23,6.44,106,79,27
gas_14,gas_14_comp_air,152808,arc_rad,comp,air,219,0.329915134,53.641,1524.945,7.557,4.75,5.27,103,79,24
gas_14,gas_14_comp_hel,154017,arc_rad,comp,hel,47,0.39574607,53.641,1524.945,7.557,4.75,5.27,110,79,31
gas_14,gas_14_comp_nit,114839,arc_rad,comp,nit,87,0.353630866,53.641,1524.945,7.557,4.75,5.27,111,79,32
gas_14,gas_14_solo_air,131718,arc_rad,solo,air,193,0.290866063,53.641,1524.945,7.557,4.75,5.27,103,79,24
gas_14,gas_14_solo_hel,105012,arc_rad,solo,hel,17,0.353457421,53.641,1524.945,7.557,4.75,5.27,110,79,31
